BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
39,3913,5574,5574,0,99,2478.6000000000004,3307,4202,9623,13328.8
40,292,5866,5866,0,33,2195.3,3569,4030.5,11406,57650.0999999996
41,8707,14165,14573,0,110,8452,9624,11434.5,14649,28476.699999999884
42,1864,16437,16437,0,14,9554.6,11611,12248,16942,40844.599999999984
43,12451,28888,28888,0,102,4286.2,6851,9346,12886,22507.99999999999
44,606,29494,29494,0,15,10097.6,10670,11846,18890,192540
45,21370,50864,59360,0,95,19250,29520,32121,104794,137479
46,18788,65454,71414,0,80,5162.6,9768,33526.5,124434,360410.10000000015
47,1823,71475,71514,1,33,4583,16817,111645,267618,352080
48,33615,73329,105090,5,91,6161,18801,52068.5,186612,269882.3
49,14888,75007,120845,3,36,3686,9679,108861,174610,252808
50,28549,75875,148527,3,86,6498,16473,68405,166715,344192
51,6479,110103,155151,2,30,5229,7973,39308,159316,420646
52,168,125113,184530,2,62,27303,67705.5,306792.5,539297,755555
53,33616,136865,190877,6,134,11723,171601,283511,496391,642272
54,22997,183587,222405,9,54,7636,110472,254568.5,393526.5,572240
55,33615,185288,256020,6,98,9071.8,141287,280093,374245,517835.6
56,23805,267064,289636,4,41,5685,138585,253082,371524,490986
57,33615,297718,313831,3,45,3909,103973,297033,354691,618420.5
58,18834,317487,347446,1,60,5556,110503,298831,334282,523244
59,18872,340528,340528,0,59,4649,194758.5,255282.5,327754,634270.6999999996
60,33615,354622,374143,0,137,8988,21629,123903.5,179161,377375
61,27085,401228,401228,0,69,14928,64404.5,191021,309270.5,510250
62,33615,417981,434844,5,107,6630,33665,163160,300061,413151
63,33615,451149,468458,3,114,7186.700000000001,96163,206082.5,319013,466445
64,33615,502073,502074,2,141,21995.4,108543,196501,257780,425017.5999999993
65,33615,510341,535688,2,129,12130,87755,155461,230284,500311.9999999994
66,22729,543700,559189,1,62,24361,148610,259857.5,447127,1036604
67,18637,567804,592804,2,108,35683.600000000006,174234,293107.5,480166,1080499.6999999997
68,33616,587132,610670,4,82,12304,141955,276342,548183,1211963
69,33615,610986,644285,1,65,77736,220779,406455,561077,948475
70,33616,639231,677901,2,109,16184,196007,337281,479202,863495
71,33616,689097,711517,5,189,9366,108730,251551.5,353885,804521.9999999999
72,25752,708992,737269,1,73,9116,216378,373632,872508,3784412
73,33615,742608,770884,1,211,9079,96236,280182,732775,4452081
74,33615,790167,804499,2,140,11003.300000000001,82989,261091,603567,4663481.699999989
75,24253,828752,828752,0,58,74300,202837,488147,887909,4485227.799999996
76,33615,842918,862367,1,172,48283,227597,528896,773603,1441994
77,21487,883854,885832,1,153,122985,296533,514781,656350,1355394
78,33581,917435,919447,1,185,25545.200000000008,165975.5,394153,576430,3229247.1999999923
79,33616,951051,953063,0,236,12564,201401,323459,649493,4246609
80,33615,984666,984666,0,275,11229,71105,111731,452987,4064308
81,33615,1018281,1018281,0,246,7346,166170,218248,354189,3876863
82,33615,1051896,1051896,0,224,53126.5,160454.5,610176.5,853188.5,3020970
83,33615,1085511,1085511,1,178,43959.6,145971,413641,682862,2093381.7999999986
84,33615,1119126,1119126,1,233,11908,114185,289647,705448,3403886
85,33615,1152741,1152741,0,234,66691,216103,309559,1062819,3223306
86,33615,1186356,1186356,0,189,43525,85301,365620.5,814797,3090481
87,33615,1219971,1219971,0,117,215081,283314,297218,745344,3022608
88,33615,1253586,1253586,0,246,44384,84724,146537.5,717243,2819040
89,33615,1287201,1287201,0,412,11799,75750,125531,358860,2447831
90,33615,1320816,1320816,0,182,68150,143042,231567,487729,2302290
91,33615,1354431,1354431,0,218,54797,130371,280330,680936,2115446
92,33614,1388045,1388046,1,168,28422.100000000028,176606,707787.5,1270816,1974927
93,33615,1421660,1421660,1,361,50463,295429.5,720812.5,995487.5,1639202
94,33615,1455275,1455275,2,182,12787,255129,668287,941884,1569686
95,33615,1488890,1488890,2,322,12056,134067,474194,884425,1377910
96,33615,1522505,1522505,0,184,168303.4,367942,806124,1089590,1286507.2000000002
97,33615,1556120,1556120,1,335,34987.200000000004,231017,611280.5,841908.5,970266.4999999995
98,33615,1589735,1589735,0,419,10638,222108,351859.5,504211,720544
99,33614,1623349,1623350,1,194,9198,112883,274228,382226,595041
100,33616,1656965,1656965,0,104,32143.40000000001,137259,218679,363439,576712.1999999997
101,33615,1690580,1690580,0,90,42572,172210,345764,522658,728430
102,33615,1724195,1724196,1,137,9172,94597,237697.5,405991,688104
103,33615,1757810,1757810,0,93,39107,142902,343339,540458,815562
104,33615,1791425,1791426,1,228,11817,87353,156451,393763,742812
105,33616,1825040,1825041,0,177,10142,65846,249605,622452,1092583
106,33615,1858656,1858657,1,296,34062,69780,247150,508808,1337766
107,33615,1892271,1892272,2,210,17372,144531,518436,820164,1428671
108,33615,1925886,1925887,2,129,42164,182168,526482,854929,1317856
109,33615,1959501,1959502,1,278,7631.1,149307.5,321086,637200.5,1067750.8999999994
110,33616,1993117,1993117,1,97,12042,121961,235967,557850,1094393
111,33616,2026733,2026733,0,268,7325,78992,119127,499956,959963.1999999994
112,33615,2060348,2060348,0,100,18370.000000000004,32250,86056,444688,926118.2999999993
113,33615,2093963,2093963,0,82,28352.60000000001,42347,56554,432490,1068218.9999999995
114,33615,2127578,2127579,0,375,38283,57736,80185,174636,820630
115,33615,2161193,2161194,0,110,21048.2,40867.5,53984,99832,655727.8999999985
116,33617,2194810,2194810,0,75,24313,28676,65545,340010,594594
117,33615,2228425,2228426,1,152,17230.600000000002,22948,46506,193381,458338.2
118,33618,2262041,2262043,1,52,7141,30212,40926,152250,436854
119,29242,2291285,2295658,0,96,11723.300000000003,14225.5,18388.5,67035,382220.6999999982
120,7463,2298748,2298748,0,59,3923,4217,12263,109309,313468
121,18582,2317330,2332363,1,43,16110,30966,35585,116940,294568
122,33615,2350945,2350945,0,80,13668.400000000003,17653,21351,69200,292608.59999999875
123,31752,2382697,2382697,0,54,9975.400000000001,15167,18400.5,36816,285858.3999999992
124,2,2382699,2382699,0,37,8579.5,8828,9383,15667,255044.49999999924
125,1,2382700,2382700,0,54,2546.4000000000005,2706,3099,18684,177792.99999999886
126,5,2382702,2382705,0,89,1411.1000000000004,1510,1932.5,7029.5,108159.59999999877
127,12,2382717,2382717,0,79,927.8000000000001,1093,1315,3693,53369.799999999086
128,21,2382738,2382738,0,85,1089.6000000000001,1820,2173,2925,46963.89999999961
129,8,2382746,2382746,0,56,840.2,1123,1412.5,2330,30347.799999999756
130,14,2382760,2382760,0,86,901,1483,1595.5,2664,5934.8999999999905
131,21,2382781,2382781,0,51,840.3000000000001,1082,1376,2157,4545.099999999994
132,21,2382802,2382802,0,68,2624.0000000000005,2873,3408,3746,19723.999999999687
133,21,2382823,2382823,0,77,1020.6000000000001,1281,1618,2216,2635.599999999999
134,1,2382824,2382824,0,15,670.4000000000001,827,948.5,1784,2370.199999999998
135,21,2382845,2382845,0,69,791.8000000000001,1038,1379.5,3206,6614.3
136,21,2382866,2382866,0,77,969.3,1268,1504.5,1884,3301.999999999998
137,7,2382873,2382873,0,51,1362.4,1678,2194,3132,4586.099999999998
138,15,2382888,2382888,0,59,1253.3000000000002,1447,1768,2542,3114.3999999999996
139,21,2382909,2382909,0,70,641.0000000000001,872,960.5,2238,2962.8999999999987
140,21,2382930,2382930,0,72,1684.9,1973,2384,2922,3575.2
141,21,2382951,2382951,0,54,2377.3,2596,2941.5,3733,4467.099999999997
142,21,2382972,2382972,0,88,1439.5,1670,2053,2866,3291.299999999999
143,1,2382973,2382973,0,12,1120.6000000000001,1297,1571,2197,2798.3999999999987
144,21,2382994,2382994,0,84,1920.1,2099,2270,2919,3529.7999999999993
145,21,2383015,2383015,0,73,1859,2135,2324,2953,3492.9999999999995
146,21,2383036,2383036,0,55,1447,1662,1891.5,2878,3733.4999999999995
147,1,2383037,2383037,0,19,866.9000000000001,1206,1624.5,1802,2445.3999999999996
148,41,2383078,2383078,0,100,628.2,953,1164,2029,2674.9999999999995
149,21,2383099,2383099,0,72,1144.5,1447,1685,2473,2971.999999999999
150,14,2383113,2383113,0,59,1412.1,1664,2144.5,2377,4000.399999999995
151,8,2383121,2383121,0,55,981.5,1167,1263.5,2108,2427.299999999998
152,21,2383142,2383142,0,63,1066,1639,1791.5,2327,3069.199999999999
153,21,2383163,2383163,0,68,1286.3000000000002,1490,1554,2301,2787.6
154,21,2383184,2383184,0,64,2800.5,3030,3512.5,4153,5181.9
155,21,2383205,2383205,0,77,1305.8,1601,2012.5,3020,4533.299999999998
156,13,2383218,2383218,0,51,631.6,871,1159.5,1581,3143.099999999999
157,29,2383247,2383247,0,93,1156,1310,1586,2631,40397
158,1,2383248,2383248,1,39,297,780,922,1522,2283
159,21,2383269,2383269,0,57,646.3000000000001,915,1005,2100,2791.3
160,21,2383290,2383290,0,66,1730.4,2009,2456,2985,3382.3999999999987
161,21,2383311,2383311,0,83,1367.8000000000002,1560,1961.5,2604,3049.199999999997
162,21,2383332,2383332,0,47,1319.9,1539,2016.5,2541,3181.5999999999995
163,21,2383353,2383353,0,91,1038,1329,1643.5,2112,3391.8999999999987
164,8,2383361,2383361,0,43,2075.3,2377,2648,3299,3666.2
165,12,2383373,2383373,0,14,1034.4,1214,1475,2463,3436.199999999996
166,23,2383396,2383396,0,99,1258,1526,1765.5,2507,2981
167,21,2383417,2383417,0,88,396.2000000000001,1033,1331.5,2120,2675.6999999999994
168,21,2383438,2383438,0,75,1277.7,1839,1999,2284,2842.0999999999995
169,21,2383459,2383459,0,66,1173.8000000000002,1354,1509,2142,2793.2999999999993
170,21,2383480,2383480,0,46,916.2,1135,1218,2050,3952.899999999997
171,21,2383501,2383501,0,72,1388.7,1655,2050.5,2246,2838.7
172,1,2383502,2383502,0,36,1114.8000000000002,1426,1825,1991,2675.5999999999995
173,23,2383525,2383525,0,87,891.5000000000001,1138,1253.5,2604,3774.099999999996
174,19,2383544,2383544,0,56,929,1457,1601.5,2456,3031.5999999999995
175,21,2383565,2383565,0,85,1243.2,1465,1730,2222,2617.2
176,21,2383586,2383586,0,36,2480.2,2749,3038,3964,5677.199999999998
177,21,2383607,2383607,0,90,1173.9,1449,1796.5,2106,2591.099999999999
178,21,2383628,2383628,0,60,3657.2999999999997,3971,4449,5237,7006
179,21,2383649,2383649,0,78,699.7,919,1105.5,2002,3577.199999999999
180,2,2383651,2383651,0,35,1528.2,1739,2204.5,3058,4510.7999999999965
181,30,2383681,2383681,0,82,1045.6000000000001,1290,1402.5,2281,3252.099999999998
182,11,2383692,2383692,0,51,1903.2,2158,2457.5,2809,3329.8999999999996
183,21,2383713,2383713,0,73,1504.5,1652,1956.5,2605,3172.5
184,21,2383734,2383734,0,70,813.3000000000001,1051,1454.5,2205,26703.099999999773
185,21,2383755,2383755,1,81,1146.5,1562,1691.5,2380,3132.999999999999
