BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
0,1,1,1,0,0,166730.40000000002,391581,633415,738131,845438
1,1,2,2,0,29,142333.2,367229,606377,710987,819027.9999999999
2,1,3,3,0,16,132866.80000000002,352138,591436,695696,804060
3,3,6,6,0,39,110719.00000000003,313956,553795,657439,766317.3999999999
4,1,7,7,0,23,96846.00000000001,291607,533383,635248,744780
5,1,8,8,0,17,86973.40000000001,275249,517150,618924,728601.7999999999
6,1,9,9,0,14,79283.40000000001,261775,504176,606067,715609.3999999999
7,1,10,10,0,27,63735.60000000001,235738,478785,580034,689827.3999999999
8,1,11,11,0,15,55270.000000000015,221297,465931,567079,675989.7999999999
9,1,12,12,0,40,33414.600000000006,181806,427772,527980,637371.9999999999
10,1,13,13,0,25,18171,157665,404339,503972,613102.7999999999
11,1,14,14,0,14,9206.800000000001,144351,394032,490649,600055.3999999999
12,1,15,15,0,9,4639.8,135818,385962,482391,593264.2
13,1,16,16,0,6,2223.4,130570,381254,477692,591536.2
14,1,17,17,0,1,1953.4,130370,382989,478181,592236.5999999999
15,1,18,18,0,23,2309.6,108417,361749,459606,569952.2
16,1,19,19,0,21,3897.2000000000003,89667,342356,440088,550591.7999999999
17,1,20,20,0,14,6254,79355,329472,426739,538124.5999999999
18,1,21,21,0,23,7114.8,57347,307015,404573,515989.5999999999
19,1,22,22,0,24,4326,34482,285032,381474,492700.1999999999
20,1,23,23,0,2,4076.6000000000004,33058,283683,380668,491694.3999999999
21,1,24,24,0,26,5506.200000000001,12830,259609,355776,467230.1999999999
22,1,25,25,0,13,5950.8,20396,250731,343623,455519.79999999993
23,1,26,26,0,24,3084.2000000000003,6058,228707,320500,432468.9999999999
24,1,27,27,0,6,2088,5530,224033,315530,427357.9999999999
25,1,28,28,0,23,3712.8,6754,204210,293726,405342.5999999999
26,1,29,29,0,9,4600.8,9078,198388,285894,399241.19999999995
27,1,30,30,0,14,2696.6000000000004,7764,185562,273684,386240.3999999999
28,1,31,31,0,29,6129.200000000001,9818,157538,246050,358978.3999999999
29,1,32,32,0,13,2219.6000000000004,4711,145796,236461,347345.79999999993
30,1,33,33,0,21,3139.6,6983,129850,217164,327167.19999999995
31,1,34,34,0,19,2035.8000000000002,4267,111809,200807,309296.79999999993
32,1,35,35,0,9,2229.2000000000003,4209,103540,193941,302273.19999999995
33,1,36,36,0,20,3277.6000000000004,5240,83982,176247,283388.5999999999
34,1,37,37,0,27,1357.4,3625,57783,151458,257567.3999999999
35,1,38,38,0,12,3790.8,6388,46683,141118,246826.79999999993
36,1,39,39,0,18,1814,4414,29626,127405,231940.79999999993
37,1,40,40,0,38,2091.8,2881,4321,90707,195296.59999999992
38,1,41,41,0,7,13235.8,15456,17816,85266,190021.1999999999
39,1,42,42,0,30,10820.8,12918,14987,56812,161840.79999999993
40,1,43,43,0,31,2699.8,5435,6040,27030,131918.3999999999
41,1,44,44,0,20,1032.8000000000002,3102,5047,8472,113010.59999999992
42,1,45,45,0,12,2425.4,4295,6877,9633,102891.99999999991
43,1,46,46,0,11,1745.4,3510,6619,10546,93774.59999999992
44,1,47,47,0,15,3073.2000000000003,3916,5212,8553,80232.19999999992
45,1,48,48,0,5,1831.2000000000003,2882,5555,12309,76366.59999999992
46,1,49,49,0,14,2833.4,3958,4283,6522,63895.59999999992
47,1,50,50,0,28,1782.8000000000002,2969,5332,6674,36615.79999999992
48,1,51,51,0,8,1589.4,2674,4103,5560,30277.199999999924
49,1,52,52,0,16,1972.8000000000002,2903,4143,5227,23612.79999999994
50,1,53,53,0,20,1625,2456,3616,6574,16866.199999999968
51,1,54,54,0,16,1427.2,2669,5294,6190,12464.799999999981
52,1,55,55,0,10,1977,3126,5543,8404,13550.199999999995
53,1,56,56,0,33,1707.8000000000002,3063,4013,7809,11493.599999999991
54,1,57,57,0,8,6293.4,6954,8268,10707,22831.999999999964
55,1,58,58,0,9,2194.4,3155,4436,6050,23990.79999999998
56,1,59,59,0,13,1766,2754,4341,7862,30145.39999999997
57,1,60,60,0,34,1762.6000000000001,2818,4405,8620,23171.799999999996
58,1,61,61,0,4,1382.6,2380,4972,10686,22523.799999999996
59,1,62,62,0,6,2266.6,3202,6641,14822,32288.999999999964
60,19,81,81,0,523,1894,2831,3436,11222,39578
61,17,98,105,1,18,2252,3392,4746,9569,24193
62,8,106,106,0,14,2493.8,6033,11565,18758,23012.59999999999
63,1,107,107,1,3,2246.2,5087,12365,18171,22635.799999999992
64,2,109,109,0,9,5103.8,7142,9994,10903,36217.19999999998
65,11,117,120,1,16,2173,3362,5662,17335,26457
66,1,121,121,1,7,1074,1898,2620,7301,21420
67,1,122,122,0,8,1578.6000000000004,2046.5,4259,10720.5,21508.09999999999
68,2,124,124,1,8,1645,2493,3519,9742,14317
69,2,126,126,0,10,1692.9,3534,4396.5,8876.5,27821.699999999943
70,1,127,127,0,6,1002.1000000000001,2052,3490,9774,31594.899999999994
71,1,128,128,0,8,1925,2595,5145,16816,35743
72,2,130,130,1,11,1309,2569,6946,14349,27189
73,6,136,136,0,23,1860.5000000000002,3616,5671.5,13777,43230.29999999983
74,3,139,144,1,17,7851.1,9623,12994.5,17938,41370.09999999992
75,8,147,147,0,35,6325,7487,8291,12095,28667.799999999974
76,12,159,159,0,15,1763.4,3642,6157,9284,25999.39999999998
77,1,160,160,0,13,2168.2000000000003,3030,5321,9743,23945.59999999997
78,1,161,161,0,20,1698,2741,3396,5702,13852.799999999985
79,1,162,162,0,11,4564.4,5774,7436,9387,13406.999999999996
80,1,163,163,0,15,1670,2598,3887,4786,9160
81,1,164,164,0,17,2904.4,3853,5435,8530,15219.5
82,1,165,165,0,6,3760.8000000000006,4931,7039,9748,22758.599999999915
83,1,166,166,0,35,1822.9,2622,3115.5,4716,16447.799999999937
84,1,167,167,0,19,1993.4,3048,4415,5747,16368.399999999983
85,1,168,168,0,17,1663.4,2434,3780,6207,19523.59999999999
86,1,169,169,0,13,1051.6,2048,3297,7954,9487
87,1,170,170,0,17,2037.6,2414,3535,4467,9751.399999999989
88,1,171,171,0,13,4012,5382,38603,43061,52776
89,1,172,172,1,21,2582,4357,19273,24621,35263
