BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
0,1,1,1,0,0,199584,339563,521956,656826.5,715366.5
1,1,2,2,0,34,169047,308159.5,490419.5,625794,685593.5
2,1,3,3,0,12,158023,297310.5,480774.5,615163,674715
3,3,6,6,0,17,142778,282163.5,465560,599329.5,658821
4,1,7,7,0,38,105607.5,246513,428717,563101.5,621689
5,1,8,8,0,22,84300.5,225393,408585,543871.5,602056.5
6,1,9,9,0,9,76131,217423,402302.5,536199,594657.5
7,1,10,10,0,10,66894.5,208936.5,393702.5,527091.5,586242.5
8,1,11,11,0,17,51037,193906.5,378887,511117.5,570850.5
9,1,12,12,0,17,18435.600000000002,133966,355306,480711,554035.6
10,1,13,13,0,17,9338.2,118608,339707,464629,538151.6
11,1,14,14,0,32,3150.4,88800,310016,434197,510082.19999999995
12,1,15,15,0,12,2827.0000000000005,77993,298817,423634,499764.39999999997
13,1,16,16,0,4,3145.8,76468,296043,420373,496983.19999999995
14,1,17,17,0,18,2241.2000000000003,61597,278994,402916,479641.19999999995
15,1,18,18,0,23,5325.4,39914,258495,380391,458364
16,1,19,19,0,8,2557.2000000000003,33432,251296,373225,451051.19999999995
17,1,20,20,0,20,9818.6,15374,232080,354026,432433.19999999995
18,1,21,21,0,15,1929.8000000000002,3460,218445,342185,419314.2
19,1,22,22,0,47,3630.2,12957,173837,300061,374515.4
20,1,23,23,0,6,3133,20840,168422,296600,371173
21,1,24,24,0,4,5480.4,18291,166091,293589,368450.8
22,1,25,25,0,5,3479.6,19955,162400,290165,365028.8
23,1,26,26,0,29,1713.2000000000003,6820,134443,262574,338503.8
24,1,27,27,0,8,3364.4,7530,127558,256158,333740.6
25,1,28,28,0,15,1997.8000000000002,6302,113458,242442,320317.6
26,1,29,29,0,26,4205.8,6718,88343,217543,298466.8
27,1,30,30,0,43,2876.6,6800,46227,176685,257242
28,1,31,31,0,3,2354,7044,47692,175386,255870.4
29,1,32,32,0,13,4797.6,9632,35526,163689,247190.8
30,1,33,33,0,16,2169.4,5849,21499,148357,233216.59999999998
31,1,34,34,0,23,2621,4340,7900,125991,212011.2
32,1,35,35,0,9,2038.6,3352,9053,118325,204413.2
33,1,36,36,0,32,2313,6044,8860,89134,174313
34,1,37,37,0,2,1891,6335,9698,91220,173883.4
35,1,38,38,0,19,1929.4000000000003,3348,4759,74323,156555.8
36,1,39,39,0,19,1447.6000000000001,3787,6751,55882,139522.4
37,1,40,40,0,2,2869.2000000000003,5014,8686,55358,138581
38,1,41,41,0,19,4254,5501,8946,37200,121019
39,1,42,42,0,12,1874.2000000000003,3811,5262,26643,110395
40,1,43,43,0,21,2235.6000000000004,4107,5304,9133,90717.6
41,1,44,44,0,16,1850,3832,6558,8271,77437.6
42,1,45,45,0,35,3493.8,5320,6647,8265,44187.399999999994
43,1,46,46,0,7,2349,3880,6120,8809,38744.399999999994
44,1,47,47,0,15,1840.6000000000001,2855,4954,14754,30218.199999999993
45,1,48,48,0,21,1955.6000000000001,3235,6707,8665,17846.999999999993
46,1,49,49,0,11,1144.2,2093,2842,5378,13661.599999999995
47,1,50,50,0,33,2362,3700,5730,8859,14105.599999999986
48,1,51,51,0,37,3510.6000000000004,4512,6882,11636,23516.599999999973
49,1,52,52,0,17,1979.2000000000003,2952,4178,6892,17717.599999999984
50,1,53,53,0,3,1667.4,2653,3879,9822,20076.79999999999
51,1,54,54,0,17,5248.6,5874,8951,11067,14839.39999999999
52,1,55,55,0,8,2628.6000000000004,3087,4185,7993,19938.399999999994
53,1,56,56,0,7,2505.6000000000004,3326,6205,7137,15482.399999999998
54,1,57,57,0,20,4328.2,5782,6515,9521,11684.400000000001
55,1,58,58,0,8,2814.4,4107,6533,8602,14348.999999999993
56,1,59,59,0,22,1246,2554,5227,6557,12114.599999999988
57,1,60,60,0,29,1154.8000000000002,2245,4829,7390,11258.599999999999
58,1,61,61,0,11,679.6,1226,5550,9697,11913
59,1,62,62,0,18,1322,1773,3299,7550,11528.399999999994
60,17,79,79,0,389,3219,4482,6216,11058,28282
61,3,82,82,1,11,4390,5482,7189,8533,16929
62,5,87,87,0,10,2129.2000000000003,3339,4159,5296,10078.799999999997
