BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
0,1,1,1,0,0,45600.4,99268,202469,651777,894811.7
1,1,2,2,0,46,3749,53782,157327.5,614834,854620.3999999999
2,1,3,3,0,38,4606.3,16010,119551.5,580132,819941.7
3,1,4,4,0,6,7936.1,10126,113838,577093,817871.4999999999
4,1,5,5,0,18,7158.4,7556,96038.5,562772,802976.2
5,1,6,6,0,15,5048.4,5442,81321.5,550830,791154.3999999999
6,1,7,7,0,11,5864.3,6200,70409.5,541763,782788.7999999998
7,1,8,8,0,10,4308.3,4655,60490.5,533583,775181.6999999998
8,1,9,9,0,5,4674.1,5154,55559.5,530896,772545.6999999998
9,1,10,10,0,13,3140.8,4005,42646,519631,762023.7
10,1,11,11,0,19,8195.9,8463,29646,503901,745404.7
11,3,14,14,0,19,28601.1,29906,30882,488487,728527.8999999999
12,1,15,15,0,35,19491,19931,20042.5,465421,695684.7
13,1,16,16,0,33,5999,6386,6442,435716,667729.8999999999
14,1,17,17,0,9,6036.7,6350,6466,430291,661958.7999999999
15,1,18,18,0,15,5886.5,6255,6337,419265,651778.8999999999
16,1,19,19,0,29,7487.7,7853,7927.5,394602,627178.3999999999
17,1,20,20,0,22,6557.6,6874,6965,376018,607306.5999999999
18,1,21,21,0,24,20587,20854,20932,359451,585691.2999999999
19,1,22,22,0,34,14872.2,15267,15291,327369,554458.2999999998
20,1,23,23,0,19,7209.2,7453,7529,311585,538104.6999999998
21,1,24,24,0,50,6801.799999999999,7210,7269.5,266138,490320.79999999993
22,1,25,25,0,10,7031.5,7290,7347.5,258971,496651.09999999986
23,1,26,26,0,13,7370.200000000001,7607,7694,249394,486754.7999999998
24,1,27,27,0,54,11229.8,11487,11586.5,210321,435687.4999999999
25,1,28,28,0,14,5872.3,6170,6357.5,200335,424951.39999999985
26,1,29,29,0,36,8189.3,8938,9041.5,177117,392218.19999999984
27,1,30,30,0,24,8440.1,8714,8814.5,164931,372041.4999999999
28,1,31,31,0,37,9432.6,9763,9877,140226,338704.7999999999
29,1,32,32,0,42,6224.5,6989,7083,105935,300625.3999999999
30,1,33,33,0,23,5228.4,5456,5493,85899,280323.89999999985
31,1,34,34,0,31,3225.1,3427,3574,57004,259560.09999999983
32,1,35,35,0,39,2866.9,3218,3263.5,23292,230492.8999999998
33,1,36,36,0,15,3054.8999999999996,3389,3516.5,11248,230100.8999999997
34,1,37,37,0,5,3280.2,3562,3644,11958,245596.29999999964
35,1,38,38,0,16,3140.9,3456,3517,12376,238226.29999999973
36,1,39,39,0,143,7176.3,7460,7707.5,13209,112266.59999999992
37,1,40,40,0,50,2620.5,2908,2938,7595,64984.99999999993
38,1,41,41,0,37,3324.2,3686,3993,9425,30652.19999999993
39,1,42,42,0,67,3581.7,3928,4085.5,8077,36096.29999999987
40,1,43,43,0,7,3342.5,3635,3890.5,7877,36983.99999999994
41,1,44,44,0,18,3663.8,4017,4054,7326,23667.599999999948
42,1,45,45,0,25,2422.7,2682,2902.5,6273,41323.49999999981
43,1,46,46,0,10,3007.9,3453,3598.5,7231,41884.59999999987
44,1,47,47,0,60,8849.1,9037,9198,15745,20658.6
45,1,48,48,0,13,4467,4680,4949,12437,24121.699999999953
46,1,49,49,0,31,6176.900000000001,6401,6517,14446,25384.59999999994
47,1,50,50,0,95,8258.4,8404,8467,11288,17717.399999999994
48,1,51,51,0,47,4064.7,4296,4313,7261,17094.29999999999
49,1,52,52,0,14,5290.2,5459,5480.5,8890,11947.699999999999
50,1,53,53,0,37,6423.1,6675,6751,9750,11082.599999999995
51,1,54,54,0,18,3721.5,3930,3973,7487,13247.199999999997
52,1,55,55,0,52,5923.700000000001,6077,6106,9906,12997.299999999988
53,21,76,76,0,28,11911.6,12037,12139.5,22283,67491.69999999997
54,21,97,97,0,23,3752.9,3884,3911,9840,51055.999999999985
55,1,98,98,0,6,704.4000000000001,939,1218,7024,52345.19999999998
56,6,104,104,0,4,354.3,556,737,14656,59760.799999999974
57,1,105,105,0,6,453.6,684,886.5,16831,65630.19999999998
58,1,106,106,0,6,623.4,721,924.5,15935,68497.09999999998
59,4,110,110,0,11,490.8,671,935,8527,62525.7
60,1,111,111,0,8,699.3,717,922,11721,57672.899999999994
61,4,115,115,0,2,364.1,567,738,15219,60684.999999999985
62,3,118,118,0,18,1089,1301,44112,44474,49163
63,11,125,129,1,25,1235,1375,19130,19512,27590
64,3,132,132,0,15,3989.1,4173,4480,11561,16861.199999999993
65,1,133,133,0,35,3548.2,3818,4096,7212,8189.9
66,1,134,134,0,5,328.1,364,663.5,6830,9677.799999999994
67,1,135,135,0,17,552.4,752,998,4638,11142.299999999992
68,1,136,136,0,4,985.2,1021,1237.5,5824,11357.199999999979
69,1,137,137,0,18,5515.3,5727,5784.5,8166,8857.899999999998
70,1,138,138,0,7,479.1,718,902,5153,10276.999999999978
71,1,139,139,0,13,7572.8,7895,8044.5,10406,11976.199999999999
72,1,140,140,0,12,3234.7,3466,3697,7185,9528.199999999993
73,1,141,141,0,12,860.3,1034,1243.5,4367,7896.799999999994
74,1,142,142,0,9,618.7,840,1045.5,4030,12372.999999999958
75,4,146,146,0,81,799.4,997,1142,4745,14720.499999999985
76,8,154,154,0,4,405.4,535,691,10917,38563.800000000054
77,2,156,157,0,1,13246.2,13461,13684,16497,43697.20000000004
78,10,166,166,0,21,299.6,356,500.5,3957,28708.59999999988
79,1,167,167,0,7,1013.8,1220,1391.5,4880,26559.19999999991
80,21,188,188,0,95,267.2,428,598,3387,4615.499999999998
81,92,280,280,0,3,9124.1,9359,9511.5,15236,30234.999999999927
82,124,404,404,0,38,145.40000000000003,376,565.5,7163,15803.199999999995
83,522,926,926,0,21,595.7,864,1030.5,6824,9586.599999999991
84,369,1295,1295,0,4,1130,1285,1547,11405,38578.600000000064
85,40,1335,1345,0,18,10462,13550,13740,20116,39360.00000000003
86,624,1959,1959,0,24,10507.4,10774,11002.5,16483,42836.59999999986
87,96,2055,2055,0,63,938.4,1184,1287.5,8270,42268.799999999916
88,738,2793,2793,0,5,201.00000000000003,924,1227.5,11661,50201.999999999985
89,357,3150,3150,0,31,396.70000000000005,738,1075,8788,25322.199999999993
90,6992,10142,10142,0,81,1281.8000000000002,3130,3450,12288,44606.499999999985
91,645,10787,10787,0,42,695.6,1136,1392,12655,18991.59999999999
92,1192,11979,11979,0,31,1186,1868,2418,8660,11398.299999999996
93,4215,16194,16194,0,12,1068.7,2011,2935.5,8973,31969.89999999991
94,13516,29710,29710,0,141,2823.7,6191,7956.5,19872,49436.59999999992
95,5415,35125,35125,0,11,2855.3,3227,4200,22671,55582.79999999999
96,1964,37089,37089,0,13,1914.8,2005,2514,21645,74143.59999999993
97,22249,59338,59338,0,67,5063.6,10347,13716,23746,72261.19999999987
98,2902,62240,62240,0,32,1274.8000000000002,2791,3674,15735,55971.19999999984
99,4104,66344,66344,0,50,2989.4,3345,4539.5,12650,958612.0999999944
100,4572,70916,70916,0,20,1836.2,3821,6232.5,19725,977872.0999999944
101,37753,108669,108669,0,71,8086.800000000001,24988,29314,387555,1252738.9999999988
102,71713,162695,180382,1,221,48733,71088,81720.5,501706,763222
103,40382,194156,297180,3,100,4312,56945,135324,483828.5,1071799
104,123312,344076,344076,0,267,24752,177782.5,219994,358684,885013.7999999995
105,55952,400028,400028,0,302,14142,63760.5,93160.5,139262,1759891
106,14355,414383,414383,0,77,26154.600000000006,76451,100017,188279,1740938
107,3590,417973,417973,0,55,18519.300000000003,56877,75712.5,162604,1730780
108,18644,436617,436617,0,163,16554,60565,91996,245164,1613420
109,46310,482927,561601,1,277,51779,135274,472542,754145,1384112
110,51991,512639,597755,1,235,32876,82827,498586,791454,1197708
111,80079,536572,614997,1,301,20903.7,145141.5,238092.5,540155.5,953222.3999999997
112,5080,620077,620077,0,116,56100,390724,778668,1108239,2065429
113,134483,726932,754560,1,693,45778,120202.5,225862,473955,1315677.0999999994
114,134483,861415,889043,1,239,52011.200000000026,120728,311907,922152,2267983.399999996
115,92419,973200,981462,1,193,39295.700000000004,136376.5,243428,807486,2351895.6999999946
116,118976,1100438,1100438,0,277,57149,191006,269097,949637,3816154
117,134483,1234921,1234921,1,917,39189,147539,187126,256413,3049496
