BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
0,1,1,1,0,0,"105,965.8","301,796","409,665","504,073","684,526"
1,1,2,2,0,25,"90,991","277,623","389,904","479,915","661,484.6"
2,1,3,3,0,10,"82,704.6","267,849","382,230","470,174","652,586.8"
3,3,6,6,0,43,"56,731.2","225,066","341,516","427,488","610,637.4"
4,1,7,7,0,97,"6,810","128,367","246,200","330,839","514,508.6"
5,1,8,8,0,50,"5,407","79,046","198,677","281,081","465,425.2"
6,1,9,9,0,91,"9,077.4","10,815","109,161","190,365","375,381.2"
7,1,10,10,0,37,"4,628.4","6,914","72,931","153,590","339,107.4"
8,1,11,11,0,51,"5,249.6","6,204","22,173","102,895","289,365.4"
9,1,12,12,0,105,"3,941.6","4,790","5,031","6,208","185,268"
10,1,13,13,0,36,"4,929.4","5,799","5,959","13,049","150,376.6"
11,1,14,14,0,33,"3,094","3,993","4,391","5,007","118,696"
12,1,15,15,0,56,"6,609.4","7,435","8,309","10,414","65,077.2"
13,1,16,16,0,102,"4,895.2","5,414","6,143","8,015","14,501.8"
14,1,17,17,0,26,"1,201.6","2,273","3,466","5,671","9,604.4"
15,1,18,18,0,117,"4,721.6","5,319","5,827","6,501","9,766.4"
16,1,19,19,0,29,"2,845","3,503","4,331","10,153","12,506.2"
17,1,20,20,0,120,"1,669.6","2,241","2,350","4,698","13,824.2"
18,1,21,21,0,8,"1,202.2","2,409","2,644","9,072","30,949.8"
19,1,22,22,0,78,"1,551","2,366","2,802","4,697","43,147.4"
20,1,23,23,0,77,"8,459.6","9,476","9,679","11,477","18,421.8"
21,1,24,24,0,28,"2,525.2","3,295","4,300","8,906","35,741.4"
22,1,25,25,0,83,"2,252.4","2,866","3,880","4,945","13,545.4"
23,1,26,26,0,48,"2,764.2","3,561","4,080","7,941","18,888.2"
24,1,27,27,0,60,"1,743.8","2,525","3,348","4,521","14,715.6"
25,1,28,28,0,147,"1,969.8","2,950","3,219","3,831","13,099.6"
26,1,29,29,0,37,"1,866","2,789","3,714","4,547","13,794.2"
27,1,30,30,0,7,"6,442.4","7,759","8,180","9,196","21,329.2"
28,41,71,71,0,131,"5,032","6,070","6,619","9,534","14,836.8"
29,1,72,72,0,18,"15,869.4","16,684","17,490","19,708","32,499.6"
30,22,94,94,0,64,"4,921.4","5,465","6,788","9,613","16,262.6"
31,1,95,95,0,10,"5,267.8","6,144","6,938","8,839","18,562"
32,13,108,108,0,65,"1,909.4","2,912","3,698","6,181","11,664.6"
33,1,109,109,0,61,"1,473.4","2,588","2,747","3,815","11,874.8"
34,1,110,110,0,12,"2,740.9","3,084","4,620.5","8,357","49,964.6"
35,1,111,111,0,65,"3,108","3,939","4,234.5","8,024","33,741"
36,1,112,112,0,67,"1,477","1,850","2,373","4,511","9,996.4"
37,1,113,113,0,12,"3,684.6","3,893","4,508","5,991","50,793.2"
38,21,134,134,0,77,"1,173.3","1,705","2,031","4,666","34,491.7"
39,215,349,349,0,66,"6,922.6","7,956","8,188","15,262","34,770"
40,134,483,483,0,28,"8,004.6","8,780","9,222","17,428","62,487.2"
41,1695,"2,175","2,178",0,105,"2,331.8","2,777","3,509","8,518","56,062"
42,3,"2,181","2,181",0,16,"8,947.4","10,066","10,523","17,323","116,017.8"
43,6834,"9,015","9,893",0,97,"7,600.4","8,529","9,871","18,578","74,027.2"
44,997,"9,970","10,012",0,20,"22,297.8","24,648","26,065","38,163","141,828.6"
45,10413,"19,130","20,425",0,125,"4,379","5,456","8,051","23,339","131,184"
46,509,"20,834","20,934",1,6,"2,198.6","2,693.5","4,826.5","27,550","130,464.1"
47,7715,"28,649","28,649",0,110,"2,835.4","4,161","6,416","13,885","42,259.2"
48,5563,"34,212","34,212",0,39,"18,814","22,407","28,930","114,939.5","257,610"
49,33430,"58,076","68,037",1,84,"4,578","15,307","26,064","49,721","214,595"
50,1200,"68,842","68,870",1,22,"2,727.6","13,223","42,796","157,558","233,070"
51,33687,"71,903","102,529",1,100,"6,081","16,010","23,584","53,603","158,665"
52,4493,"106,268","107,140",1,25,"2,128","8,567","32,734.5","195,468","949,966.2"
53,34012,"108,758","144,299",2,102,"8,470","26,624","99,915","133,742","899,656"
54,15411,"121,324","157,785",3,69,"8,996","17,447","50,798","78,146","788,897"
55,8318,"123,734","164,763",1,17,"7,610","55,498","171,005","364,346","778,277"
56,25099,"135,181","215,006",6,122,"7,265","24,682","71,627.5","286,785","649,337"
57,29489,"136,070","220,489",4,19,"4,320","44,942","160,806.5","342,936","696,454"
58,35071,"139,314","254,422",4,96,"8,804.4","43,103","156,949","247,753","569,399.6"
59,31440,"140,578","285,862",5,95,"6,146","24,590","68,951","182,647","434,089"
60,12440,"298,302","298,302",0,37,"8,048","40,189","132,173","240,603","539,920"
61,26605,"298,775","324,907",2,73,"8,198","35,154","160,586.5","232,731.5","370,706"
62,3383,"316,781","363,320",1,109,"8,739.2","23,302","106,039","147,054","300,693.8"
63,3873,"332,163","368,030",0,64,"12,927","73,650","125,487.5","229,229","887,325"
