BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
171,9,"2,382,818","2,382,818",0,70,"2,061.8","2,582.5","2,872.5","4,278.5","5,209.1"
172,10,"2,382,828","2,382,828",0,74,"1,398","1,982.5","19,231","21,102","24,265.1"
173,21,"2,382,849","2,382,849",0,64,"3,820","4,561","4,969.5","6,095.5","7,488"
174,21,"2,382,870","2,382,870",0,73,"2,259.2","2,845","4,604","7,537","9,681.5"
175,1,"2,382,871","2,382,871",0,54,992.1,"1,280.5","5,091.5","6,185","7,044.9"
176,21,"2,382,892","2,382,892",0,48,"2,538","3,103","3,424","3,952","5,836"
177,21,"2,382,913","2,382,913",0,73,"1,605.7","2,429.5","2,609.5","3,440.5","3,800.4"
178,21,"2,382,934","2,382,934",0,50,"2,179.6","3,147.5","3,309","4,056","4,663.8"
179,21,"2,382,955","2,382,955",0,72,595,"1,591.5","2,621","3,612.5","4,407.8"
180,1,"2,382,956","2,382,956",0,57,"1,258.4","1,440.5","1,933","2,773.5","4,249"
181,21,"2,382,977","2,382,977",0,90,"1,692.8","2,043","2,772.5","3,650.5","3,973.6"
182,1,"2,382,978","2,382,978",0,10,826,"1,690","2,175","2,524.5","3,237.3"
183,21,"2,382,999","2,382,999",0,87,"1,299.5","1,453","2,906.5","4,807","7,734"
184,21,"2,383,020","2,383,020",0,87,"1,112.7","1,279","2,068","3,261","4,043"
185,1,"2,383,021","2,383,021",0,27,"1,040.2","1,310","1,990","2,688","3,476.5"
186,21,"2,383,042","2,383,042",0,66,"1,171.5","1,589.5","1,859.5","3,068","3,550"
187,1,"2,383,043","2,383,043",0,18,"2,043.1","2,766.5","2,914","3,874.5","5,877"
188,21,"2,383,064","2,383,064",0,79,"1,422.2","2,192.5","2,248.5","3,306","3,631.1"
189,41,"2,383,105","2,383,105",0,112,"1,584.9","2,147","2,582.5","3,745","4,712.2"
190,1,"2,383,106","2,383,106",0,38,"1,635.3","1,938.5","2,454","2,862","4,146"
191,21,"2,383,127","2,383,127",0,76,921,"1,401","1,820.5","2,775","3,533.6"
192,21,"2,383,148","2,383,148",0,59,"1,559.9","1,863","2,395.5","3,872.5","4,434.4"
193,21,"2,383,169","2,383,169",0,63,"3,672","4,980.5","5,273","6,913","7,317"
194,9,"2,383,178","2,383,178",0,56,"4,227.3","5,024","6,841","8,613.5","11,452"
195,26,"2,383,204","2,383,204",0,84,"2,811.6","3,394","4,103","6,036.5","6,432.1"
196,8,"2,383,212","2,383,212",0,55,"1,272","1,689","1,947","2,615.5","3,409.3"
197,21,"2,383,233","2,383,233",0,46,588,"1,467","2,276.5","3,559.5","3,967.9"
198,15,"2,383,248","2,383,248",0,61,"2,043.3","2,319.5","2,950","4,164.5","5,040"
199,7,"2,383,255","2,383,255",0,60,"1,745","2,826.5","3,303","3,434.5","4,243.4"
200,21,"2,383,276","2,383,276",0,70,"1,525","2,269","2,631","3,839","81,213"
201,21,"2,383,297","2,383,297",1,76,"1,757","2,115","3,352","4,268","4,840"
202,21,"2,383,318","2,383,318",0,54,"1,442.2","1,773.5","3,454","5,029","5,810.9"
203,21,"2,383,339","2,383,339",0,80,"1,452","1,904","3,244","4,947","5,593.8"
204,21,"2,383,360","2,383,360",0,75,"1,263.4","1,515","2,165","4,108.5","4,350"
205,21,"2,383,381","2,383,381",0,71,"2,133.8","2,352.5","2,785","3,982.5","4,473.5"
206,1,"2,383,382","2,383,382",0,43,850.9,"1,202.5","1,719","2,574","3,166.6"
207,21,"2,383,403","2,383,403",0,50,"2,614.9","3,289","3,578","5,144","7,639"
208,16,"2,383,419","2,383,419",0,51,"1,447.2","2,318","2,667","4,350.5","4,985"
209,26,"2,383,445","2,383,445",0,96,"1,200.9","1,979","2,274.5","2,925","4,685.6"
210,21,"2,383,466","2,383,466",0,68,"2,276","3,809.5","4,104","5,376.5","7,398.4"
211,1,"2,383,467","2,383,467",0,57,"1,892.3","2,215.5","2,897.5","4,515","5,995"
212,21,"2,383,488","2,383,488",0,53,"1,510.3","1,937.5","2,220","3,325","3,771"
213,21,"2,383,509","2,383,509",0,61,"2,455.6","2,736.5","3,061","4,546","4,896"
214,21,"2,383,530","2,383,530",0,105,"1,912.2","2,767.5","2,915.5","3,610","4,600"
215,21,"2,383,551","2,383,551",0,34,"1,522","1,775","2,662.5","4,120","6,500.8"
216,1,"2,383,552","2,383,552",0,51,"1,041","1,265","2,107","3,609","88,979"
217,21,"2,383,573","2,383,573",1,86,"1,371","1,893","2,154","3,547","4,897"
218,21,"2,383,594","2,383,594",0,46,"1,151","1,477.5","1,999.5","2,651","3,380.5"
219,21,"2,383,615","2,383,615",0,74,"1,763","2,405","2,673","3,732.5","4,115.6"
220,21,"2,383,636","2,383,636",0,73,"1,751.4","2,008","2,685","3,810.5","5,013.2"
221,21,"2,383,657","2,383,657",0,62,"1,985.9","2,173","3,632","4,299","11,084.3"
222,17,"2,383,674","2,383,674",0,66,"2,038.6","2,240.5","3,003.5","3,759.5","4,247.4"
223,5,"2,383,679","2,383,679",0,57,663,"1,647","2,050.5","3,477","4,821.2"
224,21,"2,383,700","2,383,700",0,54,"1,493.6","2,079.5","2,571.5","3,633","4,184.4"
225,21,"2,383,721","2,383,721",0,81,804.1,"1,072.5","1,779","2,955","3,264.2"
226,1,"2,383,722","2,383,722",0,4,"1,170.1","1,460","1,755","2,930.5","3,531"
227,21,"2,383,743","2,383,743",0,86,"2,500","3,847.5","4,122","5,004","5,422"
228,21,"2,383,764","2,383,764",0,80,431,"1,300","2,251","3,265","3,582"
229,35,"2,383,799","2,383,799",0,94,"2,109","2,791","2,939","3,579","4,751"
230,7,"2,383,806","2,383,806",0,35,"1,311","1,731","2,161.5","2,624","3,449"
231,21,"2,383,827","2,383,827",0,70,"1,436","1,906","2,105","3,494","4,532"
232,21,"2,383,848","2,383,848",0,88,"1,444","1,800","2,061","3,117","3,960"
233,1,"2,383,849","2,383,849",0,15,"1,579","2,397","2,585","3,731","4,162"
234,21,"2,383,870","2,383,870",0,77,"1,305","2,032","2,281","2,841","3,852"
235,21,"2,383,891","2,383,891",0,77,"1,281","1,624","69,454","121,367","123,867"
236,21,"2,383,912","2,383,912",1,67,"1,412","2,148","4,151","55,472","62,000"
237,21,"2,383,933","2,383,933",0,53,"1,405","2,430","2,764","9,483","13,087"
238,21,"2,383,954","2,383,954",0,82,"1,556","1,808","3,179","4,158","4,886"
239,1,"2,383,955","2,383,955",0,43,"1,462","1,673","2,489.5","3,004","3,755"
240,21,"2,383,976","2,383,976",0,61,"1,034","1,764","2,415.5","3,464","3,803"
241,26,"2,384,002","2,384,002",0,95,980,"1,672","3,445","4,251","4,547"
242,16,"2,384,018","2,384,018",0,37,"1,788","2,139","3,323","4,679","5,342"
243,21,"2,384,039","2,384,039",0,79,"1,439","2,024","2,282","3,375","4,014"
244,18,"2,384,057","2,384,057",0,43,"1,811","3,346","3,573","4,845","5,878"
245,24,"2,384,081","2,384,081",0,84,"1,830","2,190","2,841","3,710","4,459"
246,1,"2,384,082","2,384,082",0,52,"1,416","1,857","2,113","2,786","3,223"
247,21,"2,384,103","2,384,103",0,69,"1,308","1,974","2,140","2,799","3,070"
248,21,"2,384,124","2,384,124",0,73,830,"1,780","2,747","3,963","4,340"
249,18,"2,384,142","2,384,142",0,29,"1,347","1,485","2,254","3,350","3,511"
250,17,"2,384,159","2,384,159",0,73,"1,602","2,084","2,267","3,931","4,371"
251,8,"2,384,167","2,384,167",0,74,"2,392","3,240","3,312.5","4,320","9,341"
252,21,"2,384,188","2,384,188",0,58,"2,643","3,949","4,118","5,219","6,053"
253,21,"2,384,209","2,384,209",0,82,"1,579","1,712","2,000.5","2,927","3,704"
254,21,"2,384,230","2,384,230",0,72,"1,980","2,239","2,760","3,654","4,019"
255,21,"2,384,251","2,384,251",0,73,"1,582","2,122","2,219","3,793","3,948"
256,21,"2,384,272","2,384,272",0,48,"2,139","2,331","3,817.5","4,480","85,622"
257,14,"2,384,286","2,384,293",1,76,"1,769","2,004","3,755.5","7,826.5","12,786"
258,20,"2,384,306","2,384,306",0,56,"1,644","2,743","3,615","4,840","5,956"
259,9,"2,384,315","2,384,315",0,54,"1,512","1,758","2,476","3,404","4,177"
260,21,"2,384,336","2,384,336",0,56,"1,088","1,369","2,094","3,492","5,053"
261,19,"2,384,355","2,384,355",0,55,"3,936","4,744","5,284","6,391","7,276"
262,23,"2,384,378","2,384,378",0,114,915,"2,389","2,945","4,577","5,879"
263,1,"2,384,379","2,384,379",0,31,"1,764","1,901","2,120","3,471","3,879"
264,21,"2,384,400","2,384,400",0,74,"1,978","2,439","2,734","3,356","4,040"
265,21,"2,384,421","2,384,421",0,57,"1,450","2,230","2,323","2,801","3,775"
266,21,"2,384,442","2,384,442",0,69,"1,023","1,295","1,838","3,215","3,595"
267,7,"2,384,449","2,384,449",0,42,"1,719","1,932","2,332","3,599","4,117"
268,15,"2,384,464","2,384,464",0,65,"2,372","2,475","2,887","3,299","3,968"
269,21,"2,384,485","2,384,485",0,71,"1,329","2,156","3,239","3,922","4,418"
270,27,"2,384,512","2,384,512",0,92,"2,671","4,386","4,679","5,060","9,419"
271,15,"2,384,527","2,384,527",0,32,"2,397","3,141","3,547","4,588","5,245"
272,21,"2,384,548","2,384,548",0,72,"1,000","1,550","2,041","3,306","3,607"
273,21,"2,384,569","2,384,569",0,72,"1,396","1,466","2,007","4,048","5,239"
274,21,"2,384,590","2,384,590",0,66,"2,683","3,410","3,573","4,257","4,809"
275,9,"2,384,599","2,384,599",0,60,"2,332","2,647","4,355","4,622","4,984"
276,13,"2,384,612","2,384,612",0,57,"1,287","1,785","2,050","3,003","3,536"
277,1,"2,384,613","2,384,613",0,28,702,"1,587","2,051","3,364","3,733"
278,41,"2,384,654","2,384,654",0,96,"1,749","1,953","3,342","4,000","6,269"
279,18,"2,384,672","2,384,672",0,63,"3,913","4,502","4,808","5,937","6,847"
280,24,"2,384,696","2,384,696",0,84,"1,904","2,093","2,482","3,970","5,627"
281,17,"2,384,713","2,384,713",0,63,"1,298","2,295","2,812","3,814","5,008"
282,5,"2,384,718","2,384,718",0,41,"1,468","2,022","2,231","2,584","3,310"
283,21,"2,384,739","2,384,739",0,84,"1,191","1,469","2,000","3,344","3,508"
284,21,"2,384,760","2,384,760",0,42,"1,664","1,870","3,024","4,481","8,419"
285,18,"2,384,778","2,384,778",0,57,"1,597","2,339","2,561","2,948","3,859"
286,24,"2,384,802","2,384,802",0,87,"2,117","2,258","2,469","3,892","4,471"
287,1,"2,384,803","2,384,803",0,46,801,"1,025","1,666","2,731","2,975"
288,1,"2,384,804","2,384,804",0,21,"1,696","2,345","2,805","4,017","4,822"
289,41,"2,384,845","2,384,845",0,87,"1,042","1,839","2,024","2,787","3,411"
290,21,"2,384,866","2,384,866",0,86,"1,596","1,709","2,393","3,748","4,163"
291,12,"2,384,878","2,384,878",0,53,"1,586","1,840","2,923","5,889","7,100"
292,10,"2,384,888","2,384,888",0,57,"2,139","2,542","2,712","3,654","4,077"
293,21,"2,384,909","2,384,909",0,81,730,"1,423","2,580","3,141","3,887"
294,21,"2,384,930","2,384,930",0,57,"2,205","3,487","3,650","4,171","4,727"
295,21,"2,384,951","2,384,951",0,68,"1,259","1,577","1,980","3,580","4,558"
296,1,"2,384,952","2,384,952",0,4,"2,063","2,230","2,571","3,184","3,585"
297,21,"2,384,973","2,384,973",0,97,"2,384","2,990","3,257","3,998","4,470"
298,34,"2,385,007","2,385,007",0,91,"1,970","2,433","3,547","3,876","4,197"
299,8,"2,385,015","2,385,015",0,7,"1,178","1,812","2,381","3,110","3,571"
300,21,"2,385,036","2,385,036",0,81,"1,592","2,206","2,399","3,362","4,312"
