BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
101,1,224,224,0,39,846.6,"1,233","1,426","1,803","9,852.4"
102,520,744,744,0,10,"1,767.8","2,501","2,851","3,513","14,003.4"
103,1356,"2,100","2,100",0,74,"1,157.6","2,081","2,794","3,040","9,555.8"
104,136,"2,236","2,236",0,37,"8,048.6","8,361","8,526","8,726","8,882"
105,57,"2,293","2,293",0,26,"1,590.6","1,963","2,353","2,540","6,494.6"
106,10006,"12,299","12,299",0,131,"2,133.8","3,158","4,371","4,645","5,123.8"
107,7478,"19,777","19,777",0,97,"2,833.6","3,881","4,485","5,663","6,082.8"
108,33619,"53,396","53,396",0,201,"7,484.2","11,185","17,047","17,964","18,880.6"
109,26723,"80,119","80,119",0,64,"6,390.8","9,750","11,143","14,341","15,767"
110,6324,"86,443","86,443",0,17,"2,565.3","3,559","5,147","5,599","66,670.6"
111,33615,"120,058","120,058",1,101,"4,917.2","14,547","26,218","27,855","46,245"
112,33616,"153,674","153,674",0,74,"5,180.1","12,923","17,486.5","21,861","86,034.7"
113,33616,"187,290","187,290",0,83,"20,773","24,047","76,622.5","276,198.5","451,963"
114,33616,"220,906","220,906",1,137,"7,072","29,844","90,932.5","321,364","673,361"
115,33615,"254,521","254,521",1,63,"30,067","136,083","450,486","803,021","1,173,398"
116,33615,"288,060","288,137",2,222,"7,759","204,186","598,705","1,067,771","1,882,317"
117,33616,"321,751","321,752",4,391,"9,430","211,361","581,041.5","1,144,258","1,516,549"
118,33615,"355,366","355,367",1,195,"7,668.5","237,001.5","612,627.5","1,193,080.5","1,674,460"
119,33616,"388,983","388,983",1,611,"8,117.3","59,544.5","342,345.5","670,017","1,172,454"
120,33615,"422,598","422,598",0,89,"7,012","65,747","378,019","707,206","1,161,103"
121,33615,"456,213","456,213",2,198,"8,268","66,031.5","451,389.5","832,065","1,203,580.5"
122,33615,"489,828","489,828",1,82,"16,623.6","215,948","430,286","803,881","1,343,609.6"
123,33614,"523,442","523,442",1,163,"9,954","101,257","494,243","911,056","1,201,788"
124,33614,"557,056","557,057",1,83,"9,092","56,269","382,360","883,530","1,128,589"
125,33616,"590,671","590,672",0,107,"7,195","138,166","602,304","929,477","1,140,865"
126,33615,"624,287","624,287",1,149,"8,734","134,406","517,043","745,254","1,124,493"
127,33615,"657,902","657,902",1,142,"49,200","476,139","865,630","1,450,733","1,984,058"
128,33615,"691,517","691,517",1,108,"77,073","599,267.5","862,789.5","1,319,582.5","1,885,952"
129,33615,"725,132","725,132",1,361,"97,753.2","419,518","643,352","1,038,971","1,507,230.8"
130,33615,"758,747","758,747",2,191,"6,560.5","310,053","522,422.5","879,887","1,489,988"
131,33615,"792,362","792,362",1,58,"7,084","429,772","850,413.5","1,074,466","1,622,856"
132,33615,"825,977","825,977",2,80,"5,549","444,520","892,543","1,187,560","1,811,698"
133,33615,"859,592","859,592",0,65,"172,065","666,736","968,547","1,130,439","1,493,169"
134,33615,"893,207","893,207",1,476,"6,555","162,658","550,487.5","711,123","1,150,699"
135,33616,"926,823","926,823",0,113,"37,608.3","267,519","481,799","676,484","1,293,399.7"
136,33615,"960,438","960,438",0,397,"8,636.6","68,099","152,934","331,057","886,902.8"
137,33615,"994,053","994,053",0,70,"35,620.2","136,746","574,859","991,912","1,532,056"
138,33615,"1,027,668","1,027,668",1,307,"28,656","275,356","687,019","1,083,915","1,951,419"
139,33615,"1,061,283","1,061,283",2,88,"56,328.6","294,789.5","709,597","1,175,211.5","1,922,343.9"
140,33615,"1,094,898","1,094,898",2,265,"9,426","313,736","716,956","1,137,874","1,806,472"
141,33615,"1,128,512","1,128,513",2,62,"6,733.8","109,486","669,857","1,138,843","1,948,628.8"
142,33615,"1,162,127","1,162,128",1,117,"6,137","486,468","863,740","1,175,061","2,121,721"
143,33615,"1,195,743","1,195,744",2,246,"8,620.4","491,424","621,381.5","1,148,738","2,091,432.2"
144,33614,"1,229,357","1,229,359",1,214,"7,239","188,545","526,604","1,413,353","2,592,494"
145,33616,"1,262,972","1,262,973",1,115,"7,258","311,589.5","570,447.5","1,574,749.5","3,530,783"
146,33615,"1,296,588","1,296,588",2,122,"7,644","232,991","543,708","1,422,637","2,655,850"
147,33616,"1,330,203","1,330,204",1,140,"8,131.1","128,016","377,262","1,304,243","2,856,202.5"
148,33615,"1,363,819","1,363,819",0,113,"38,096.6","124,386","424,408","1,350,472","3,036,224.6"
149,33615,"1,397,434","1,397,434",1,128,"6,309","111,170","337,561","1,275,059","2,518,887"
150,33615,"1,431,049","1,431,049",1,110,"7,584","96,130","370,862.5","1,472,181","4,981,079"
151,33614,"1,464,663","1,464,664",1,176,"6,958","34,014.5","146,684","1,149,769.5","2,772,149.5"
152,33615,"1,498,278","1,498,279",1,61,"8,430","46,236","250,651","1,006,027","2,378,421"
153,33614,"1,531,892","1,531,894",1,90,"5,619","24,155","209,510.5","1,147,161","2,719,821"
154,33615,"1,565,506","1,565,507",0,28,"5,956","39,667","464,871","1,165,522","2,698,315"
155,33615,"1,599,122","1,599,122",1,127,"8,164","82,818","377,344","807,356","2,577,449"
156,33616,"1,632,736","1,632,738",1,131,"8,422","156,697","424,739","712,546.5","4,941,093.5"
157,33614,"1,666,351","1,666,353",2,134,"5,719","188,250","320,550","1,145,960","5,263,110.8"
158,33614,"1,699,966","1,699,968",2,43,"6,303","135,850.5","386,484.5","1,015,970.5","7,381,589"
159,33616,"1,733,581","1,733,582",0,51,"6,492.4","210,183","388,300","888,942","3,748,662"
160,33615,"1,767,197","1,767,197",0,81,"5,964.1","166,021","447,224","1,042,277","4,273,675"
161,15613,"1,782,810","1,800,812",0,69,"4,576","118,405","383,320","808,707","4,809,543.4"
162,1,"1,782,811","1,782,811",0,27,964.2,"125,355","392,454","977,331","4,803,890.6"
163,28,"1,782,839","1,816,426",0,38,"1,863.4","88,572","325,756.5","803,754","4,227,069.8"
164,33615,"1,816,454","1,816,455",0,50,"7,230","119,792","336,955","789,210","2,519,999"
165,33615,"1,850,069","1,850,069",2,78,"5,630","37,330","211,437","545,040","2,460,741"
166,33616,"1,883,685","1,883,685",0,63,"23,599","94,058","299,867","541,797","2,412,691"
167,33615,"1,917,300","1,917,300",1,116,"6,365","27,267","190,475","348,672","2,308,342"
168,33615,"1,950,915","1,950,915",1,24,"6,540","55,796.5","188,197","529,081.5","2,295,604"
169,33615,"1,980,483","1,984,530",1,42,"5,068","18,252","135,699.5","434,732","2,263,832"
170,33615,"2,018,145","2,018,145",1,48,"4,702.2","20,940","226,030","611,611","3,667,485.6"
171,33616,"2,051,760","2,051,761",0,44,"8,444","64,332","164,034","685,467","2,193,450"
172,33615,"2,085,376","2,085,376",1,45,"7,421","48,707","165,235","775,038","2,156,743"
173,20069,"2,105,445","2,118,991",1,27,"3,961","27,396","249,037","959,175","2,135,697"
174,33615,"2,139,060","2,152,606",1,49,"5,871.3","22,850","168,543.5","705,976","4,388,024.2"
175,11432,"2,150,492","2,150,492",0,21,"4,986.5","12,620.5","156,439","741,925.5","5,955,481.5"
176,1643,"2,152,135","2,152,135",0,39,"2,248.6","7,292","99,636","555,436","5,152,335"
177,33615,"2,185,750","2,185,750",0,18,"5,163.6","12,235","93,664","553,305","5,193,028.4"
178,7960,"2,193,710","2,193,710",0,9,"3,745","8,349.5","113,947","703,570","5,979,226"
179,10016,"2,203,726","2,203,726",0,19,"3,398","5,928","98,926","693,520.5","6,033,482.5"
180,903,"2,204,629","2,204,629",0,34,"1,538.5","2,805.5","66,888","666,459.5","6,011,133"
181,2443,"2,207,072","2,207,072",0,37,"2,119","3,418.5","32,459.5","635,159","5,987,873"
182,7154,"2,214,226","2,214,226",0,6,"1,857.5","3,194.5","31,945.5","635,962","5,989,984"
183,1,"2,214,227","2,214,227",0,6,853,"1,768.5","29,706.5","636,733","5,986,848.5"
184,1,"2,214,228","2,214,228",0,2,"1,299","1,844.5","31,413","639,535.5","5,987,395"
185,1,"2,214,229","2,214,229",0,16,"1,029","1,576.5","20,965","627,883","5,974,689.5"
186,33615,"2,247,844","2,247,844",0,14,"8,167.5","15,086.5","29,751","622,620","6,091,372"
187,2,"2,247,846","2,247,846",0,26,"1,779.5","2,801.5","10,213.5","599,890.5","6,068,853.5"
188,1,"2,247,847","2,247,847",0,22,"1,516.5","3,596.5","7,068.5","581,248.5","6,049,434.5"
189,33615,"2,281,462","2,281,462",0,89,"7,629.4","12,498","17,940","391,241","5,255,924.6"
190,7364,"2,288,826","2,297,939",0,28,"3,640.8","5,126","11,305","367,901","5,260,689.8"
191,33616,"2,322,442","2,322,442",0,32,"7,466.5","12,311","15,332","450,346.5","6,224,584"
192,11417,"2,333,859","2,333,859",0,34,"2,540.5","4,507","6,738","419,563","6,244,691.5"
193,2,"2,333,861","2,333,861",0,35,331,"1,147","1,568.5","385,010","6,211,877.5"
194,1,"2,333,862","2,333,862",0,9,648,"1,094","1,714","376,693.5","6,204,492.5"
195,1,"2,333,863","2,333,863",0,6,617,"1,090.5","1,588","371,287","6,200,311"
196,1,"2,333,864","2,333,864",0,5,921,"1,198","1,347","366,987.5","6,197,750"
197,1,"2,333,865","2,333,865",0,26,"1,836","3,099","4,896.5","341,908","6,174,354"
198,5823,"2,339,688","2,339,688",0,9,"2,226","3,810","5,835","334,703.5","6,189,347.5"
199,9809,"2,349,497","2,349,497",0,7,"2,724","4,136","5,714.5","330,418.5","6,226,063"
200,1,"2,349,498","2,349,498",0,52,"1,553.5","2,030.5","2,169","278,937.5","6,176,382.5"
201,8,"2,349,506","2,349,506",0,10,573,877,"1,038.5","269,696.5","6,168,354"
202,1,"2,349,507","2,349,507",0,41,"1,634","1,925","2,345.5","229,494.5","6,129,537"
203,6,"2,349,513","2,349,513",0,31,933.5,"1,439.5","1,704","199,317.5","6,100,994"
204,1,"2,349,514","2,349,514",0,64,669.5,"1,099.5","1,495","136,032.5","6,038,982"
205,1,"2,349,515","2,349,515",0,6,"1,300","1,635.5","1,995","130,720","6,034,744.5"
206,1,"2,349,516","2,349,516",0,27,"1,279","1,585","1,762","107,042","6,009,688"
207,1,"2,349,517","2,349,517",0,26,"1,206.5","1,514","1,784.5","94,880","5,985,466"
208,1,"2,349,518","2,349,518",0,40,"1,471","2,213","2,403","75,764","5,947,365"
209,1,"2,349,519","2,349,519",0,12,"1,263.5","1,528","1,909.5","69,876.5","5,936,986.5"
210,1,"2,349,520","2,349,520",0,18,"1,260.5","1,558","1,716","61,065","5,920,821.5"
211,1,"2,349,521","2,349,521",0,61,"1,505.5","1,855.5","2,063","31,038.5","5,861,604"
212,1,"2,349,522","2,349,522",0,10,939.5,"1,392.5","1,898.5","25,994.5","5,853,317"
213,1,"2,349,523","2,349,523",0,17,538.5,812.5,893.5,"17,148.5","5,837,855"
214,2,"2,349,525","2,349,525",0,371,465.5,784,977,"2,388","5,468,684.5"
215,2,"2,349,527","2,349,527",0,49,"1,192.5","1,466.5","1,700","2,013","5,421,310.5"
216,1,"2,349,528","2,349,528",0,50,654,973,"1,337.5","1,747","5,373,196"
217,3,"2,349,531","2,349,531",0,18,"1,021","1,518.5","1,635","2,056.5","5,356,796"
218,3,"2,349,534","2,349,534",0,29,"1,040.5","1,454.5","1,704","2,080.5","5,329,668.5"
219,1,"2,349,535","2,349,535",0,3,729,993,"1,058","1,604","5,328,296"
220,1,"2,349,536","2,349,536",0,81,621,"1,098.5","1,269","1,789.5","5,249,206"
221,1,"2,349,537","2,349,537",0,7,988.5,"1,254","1,339","1,691","5,244,012"
222,1,"2,349,538","2,349,538",0,62,"1,081","1,433.5","1,457.5","1,762.5","5,184,348.5"
223,1,"2,349,539","2,349,539",0,16,"1,153.5","1,438","1,730.5","1,995","5,170,296.5"
224,2,"2,349,541","2,349,541",0,22,517,772,830,"1,237","5,150,691.5"
225,1,"2,349,542","2,349,542",0,44,909.5,"1,202","1,439.5","2,597.5","5,108,402.5"
226,2,"2,349,544","2,349,544",0,58,"1,177.5","1,542.5","1,670.5","1,993","5,052,386"
227,12,"2,349,556","2,349,556",0,87,"1,248.5","1,545","1,929.5","2,130.5","4,967,614.5"
228,1,"2,349,557","2,349,557",0,4,"1,176.5","1,823","1,889","2,092.5","4,965,291"
229,1,"2,349,558","2,349,558",0,53,683,"1,016","1,440.5","1,646.5","4,913,814.5"
230,1,"2,349,559","2,349,559",0,8,"1,409","1,779","1,925.5","2,078","4,907,493"
231,1,"2,349,560","2,349,560",0,50,973.4,"1,208","1,539","1,648","3,928,883.6"
232,1,"2,349,561","2,349,561",0,5,640.4,885,994,"1,337","3,925,300.8"
233,1,"2,349,562","2,349,562",0,14,475.4,735,793,870,"3,912,642.4"
234,1,"2,349,563","2,349,563",0,19,"1,016","1,233","1,275","1,674","3,895,058.4"
235,1,"2,349,564","2,349,564",0,38,"1,353.2","1,607","1,685","1,759","3,858,303.2"
236,1,"2,349,565","2,349,565",0,75,"1,365.6","1,606","1,695","2,048","3,784,642.8"
237,1,"2,349,566","2,349,566",0,60,"1,289.2","1,503","1,598","1,777","3,727,799.8"
238,2,"2,349,568","2,349,568",0,67,"1,093.6","1,351","1,818","1,900","3,702,188.2"
239,1,"2,349,569","2,349,569",0,13,267.2,944,"1,032","1,192","3,698,134.2"
240,1,"2,349,570","2,349,570",0,18,697.8,925,"1,161","1,429","3,692,337"
241,1,"2,349,571","2,349,571",0,30,"1,007.4","1,395","1,578","1,753","3,681,726"
242,1,"2,349,572","2,349,572",0,13,601.2,872,"1,373","1,424","3,677,510.8"
243,1,"2,349,573","2,349,573",0,131,984.8,"1,213","1,327","1,561","3,626,347.2"
244,1,"2,349,574","2,349,574",0,75,"1,372.2","1,639","1,721","1,983","3,597,863.8"
245,1,"2,349,575","2,349,575",0,170,553.6,823,893,"1,264","3,530,471.2"
246,1,"2,349,576","2,349,576",0,16,"1,176.4","1,444","1,527","1,720","3,525,716.6"
247,1,"2,349,577","2,349,577",0,25,464.8,721,789,906,"3,516,295"
248,1,"2,349,578","2,349,578",0,34,573.4,789,"1,005","1,351","3,504,109.2"
249,3,"2,349,581","2,349,581",0,185,664.6,971,"1,324","1,481","3,431,534.8"
250,4,"2,349,585","2,349,585",0,8,948.6,"1,237","1,337","1,411","3,429,719.8"
251,2,"2,349,587","2,349,587",0,9,868.8,"1,129","1,212","1,270","3,427,096.8"
252,1,"2,349,588","2,349,588",0,37,"1,375.6","1,610","1,705","1,776","3,413,780.2"
253,13,"2,349,601","2,349,601",0,102,798.4,"1,035","1,258","1,351","3,374,115.6"
254,19,"2,349,620","2,349,620",0,182,597,857,909,978,"3,302,351.8"
255,1,"2,349,621","2,349,621",0,15,"1,336.4","1,571","2,008","2,167","3,298,170.6"
256,1,"2,349,622","2,349,622",0,21,843.8,"1,079","1,149","1,284","3,290,557.4"
257,7,"2,349,629","2,349,629",0,79,"1,248.4","1,416","1,519","1,800","3,260,334.6"
258,42,"2,349,671","2,349,671",0,229,"1,161","1,552","1,867","2,054","3,170,357.8"
259,32,"2,349,703","2,349,703",0,161,"1,096.8","1,329","1,454","1,681","3,107,216.4"
260,1,"2,349,704","2,349,704",0,160,"1,133.6","1,391","1,451","1,636","3,044,491.4"
261,1,"2,349,705","2,349,705",0,3,"1,125.6","1,358","1,433","1,738","3,044,474.6"
262,1,"2,349,706","2,349,706",0,32,583.6,814,901,"1,068","3,032,626.6"
263,1,"2,349,707","2,349,707",0,7,716,"1,175","1,258","1,340","3,031,588.8"
264,1,"2,349,708","2,349,708",0,13,729.2,955,"1,043","1,367","3,028,018.4"
265,1,"2,349,709","2,349,709",0,15,"1,311.8","1,548","1,638","1,953","3,023,690"
266,1,"2,349,710","2,349,710",0,5,984.2,"1,213","1,336","1,679","3,023,347.6"
267,1,"2,349,711","2,349,711",0,19,728.4,"1,020","1,154","1,455","3,016,759.2"
268,1,"2,349,712","2,349,712",0,71,438.6,761,823,868,"2,989,376.4"
269,1,"2,349,713","2,349,713",0,44,971,"1,405","1,693","1,854","2,973,555.8"
270,7,"2,349,720","2,349,720",0,1471,"1,363.2","1,689","1,926","2,142","2,386,458.2"
271,12,"2,349,732","2,349,732",0,30,651,856,923,"1,184","2,375,217.6"
272,8,"2,349,740","2,349,740",0,291,"1,869.8","2,178","2,270","2,462","2,260,859.8"
273,30,"2,349,770","2,349,770",0,127,283.2,999,"1,087","1,390","2,210,912.4"
274,2,"2,349,772","2,349,772",0,27,875.6,"1,187","1,587","1,836","2,202,204.2"
275,1,"2,349,773","2,349,773",0,22,"1,647.2","1,917","2,035","2,334","2,194,347.4"
276,1,"2,349,774","2,349,774",0,5,"1,022","1,290","1,392","1,760","2,193,405.6"
277,1,"2,349,775","2,349,775",0,68,"1,026.2","1,247","1,266","1,368","2,167,039.6"
278,1,"2,349,776","2,349,776",0,37,"1,435.2","1,712","1,777","1,826","2,153,780.4"
279,1,"2,349,777","2,349,777",0,18,900,"1,200","1,282","1,714","2,147,629.4"
280,1,"2,349,778","2,349,778",0,19,"1,284.2","1,584","1,673","2,076","2,141,509.8"
281,1,"2,349,779","2,349,779",0,38,"1,002","1,239","1,311","1,506","2,127,148"
282,1,"2,349,780","2,349,780",0,50,"1,041.2","1,270","1,713","1,887","2,108,656.6"
283,1,"2,349,781","2,349,781",0,9,715,952,"1,089","1,366","2,105,893.8"
284,1,"2,349,782","2,349,782",0,3,"1,211.4","1,471","1,925","2,039","2,106,334.6"
285,3,"2,349,785","2,349,785",0,196,956.2,"1,221","1,324","1,758","2,029,808.6"
286,5,"2,349,790","2,349,790",0,28,"1,538.4","1,813","2,070","2,267","2,019,487.6"
287,1,"2,349,791","2,349,791",0,14,678.6,"1,026","1,345","1,502","2,014,711.4"
288,13,"2,349,804","2,349,804",0,3,511.6,785,"1,037","1,135","2,014,589"
289,1,"2,349,805","2,349,805",0,28,"1,267.7","1,375","1,453.5","1,835","515,171.6"
290,1,"2,349,806","2,349,806",1,4,599.3,745,866,"1,131.5","511,769.5"
291,1,"2,349,807","2,349,807",0,10,973.8,"1,212","1,564","1,858","2,002,888"
292,1,"2,349,808","2,349,808",0,17,596.8,894,966,"1,140","1,997,391.4"
293,1,"2,349,809","2,349,809",0,10,571.4,869,909,"1,243","1,994,394.4"
294,1,"2,349,810","2,349,810",0,42,856.6,"1,086","1,111","1,392","1,978,974.8"
295,1,"2,349,811","2,349,811",0,33,614.2,888,"1,293","1,440","1,966,910.4"
296,1,"2,349,812","2,349,812",0,29,590.6,858,958,"1,414","1,956,572.8"
297,1,"2,349,813","2,349,813",0,27,477.4,757,894,"1,111","1,946,679.8"
298,1,"2,349,814","2,349,814",0,5,735,999,"1,060","1,401","1,946,242.4"
299,6,"2,349,820","2,349,820",0,573,"1,141.6","1,425","1,502","1,549","1,718,518.8"
300,2,"2,349,822","2,349,822",0,37,872.4,"1,219","1,287","1,714","1,705,000.6"
301,1,"2,349,823","2,349,823",0,14,950,"1,212","1,372","1,683","1,700,553.6"
302,1,"2,349,824","2,349,824",0,29,"1,656.4","1,958","2,099","2,287","1,690,323.8"
303,13,"2,349,837","2,349,837",0,33,716,"1,180","1,338","1,408","1,678,324.2"
304,6,"2,349,843","2,349,843",0,22,"1,153","1,434","1,698","1,771","1,670,568.2"
305,2,"2,349,845","2,349,845",0,10,272,927,950,"1,027","1,667,739.2"
306,1,"2,349,846","2,349,846",0,13,"1,071.8","1,388","1,421","1,489","1,663,722.6"
307,1,"2,349,847","2,349,847",0,22,"1,280.8","1,618","1,730","1,983","1,656,254.8"
308,19,"2,349,866","2,349,866",0,69,"1,296.8","1,630","1,735","2,042","1,630,213.2"
309,1,"2,349,867","2,349,867",0,52,"1,048.4","1,543","1,678","1,969","1,610,526.2"
310,13,"2,349,880","2,349,880",0,37,603.8,831,904,"1,095","1,596,655.6"
311,1,"2,349,881","2,349,881",0,130,753.2,"1,027","1,141","1,552","1,546,039.2"
312,1,"2,349,882","2,349,882",0,20,"1,301.6","1,589","1,889","2,180","1,540,495.4"
