BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
136,2279,"139,893","139,893",0,79,"30,008.6","59,365","112,809","169,008","193,916.2"
137,16532,"156,425","156,425",0,64,"26,421","55,807","118,558","180,919","412,900"
138,27809,"177,313","184,234",1,73,"23,891","50,394.5","126,665","228,140.5","575,170.5"
139,20255,"193,306","224,079",2,57,"7,823.1","42,362","103,925","296,054","530,900.4"
140,42135,"203,962","246,624",2,58,"19,617","39,171","73,410","200,574.5","523,167.5"
141,3057,"249,681","249,681",0,117,"22,494","72,455","102,006","187,243","448,457"
142,5085,"253,979","254,766",1,33,"20,528","63,561","117,875","177,878","433,301"
143,1752,"256,518","267,198",1,65,"22,673","108,550","228,492","383,618","570,506"
144,4802,"261,320","377,327",2,85,"22,733","111,018","249,442","324,293","490,805"
145,23803,"285,123","367,952",1,101,"20,414.2","104,989","183,524","278,955","431,180.8"
146,113445,"398,568","398,568",0,105,"71,281","139,466","202,499","292,352","393,891"
147,9562,"408,130","408,130",0,111,"16,390.8","74,933","159,913","279,204","413,046"
148,25287,"433,417","478,776",1,77,"22,720","84,229.5","167,906","238,458.5","383,849"
149,580,"433,997","514,032",2,89,"12,960","81,471","128,383","175,725","392,217.8"
150,51435,"439,244","485,432",1,64,"25,262","90,092","127,707","248,180","581,397"
151,49540,"485,937","534,972",0,131,"26,314","73,643","359,723","490,101.5","593,883"
152,15550,"550,522","579,690",1,102,"40,554","101,199","305,147","396,907","498,411"
153,35645,"550,696","590,759",2,191,"54,341","135,470","222,073","348,707","472,306"
154,13414,"586,706","601,288",2,131,"15,628.8","106,278","185,241","265,092","432,659.4"
155,9670,"600,509","609,251",2,97,"21,775","71,455","126,529","214,423","424,897"
156,23120,"632,371","632,371",0,84,"35,694","65,119","132,955","195,843","1,824,932"
157,33820,"660,678","666,191",0,127,"25,733.2","85,823","341,373","585,424","946,635.2"
158,31651,"667,554","800,674",2,120,"26,972.6","110,754","297,043","498,912","716,620"
159,13253,"706,939","711,095",1,132,"28,915.4","103,184","172,510","462,667","956,186.8"
160,19087,"730,182","730,182",0,170,"9,116","69,329","227,486","348,307","1,430,441"
161,87354,"817,536","817,536",0,70,"56,833.1","144,211","278,972.5","357,125.5","1,416,756"
162,10995,"828,531","828,531",0,181,"60,609","87,386","131,284","254,405","1,268,132"
163,64102,"892,633","892,633",0,144,"45,550","131,306","194,604","295,078","1,178,626"
164,123368,"1,016,001","1,016,001",0,153,"64,517.4","163,082","274,205","397,120.5","1,428,462.1"
165,134484,"1,043,289","1,150,485",1,96,"31,456.2","160,374","304,048","472,418","1,367,467.2"
166,6204,"1,092,067","1,156,689",1,197,"14,919","111,583","218,219","402,796","1,212,518"
167,76591,"1,159,995","1,233,280",1,60,"16,626","140,797","194,873","379,960","1,174,265"
168,118778,"1,352,058","1,352,058",0,147,"77,276","342,629","720,323","1,062,170","1,752,979"
169,2479,"1,354,537","1,383,585",2,367,"49,704","230,994","411,973.333","751,458","1,265,440"
170,10350,"1,364,887","1,386,211",3,134,"29,903.1","126,288","370,142","624,319","1,262,311"
171,33402,"1,383,825","1,403,844",2,113,"34,955","167,005","389,772","573,874","1,158,289"
172,34242,"1,399,076","1,453,215",2,223,"28,556.9","142,565","365,626.5","621,486","1,796,332.9"
173,25930,"1,458,461","1,458,461",0,188,"90,026","141,528","260,483","616,136","813,238"
174,52543,"1,475,402","1,511,004",0,112,"66,304","115,048","237,066","551,769","845,411"
175,19427,"1,521,550","1,530,431",0,140,"69,917","168,888","449,086","581,579","1,058,201"
176,74846,"1,559,585","1,605,277",2,120,"32,613","146,487","407,990","689,385","1,087,554"
177,85134,"1,584,724","1,690,411",0,266,"60,075","149,936","412,721","842,420","1,262,668"
178,61978,"1,711,975","1,752,389",1,256,"44,557","80,722","197,888","669,100","1,730,083"
179,1,"1,752,390","1,776,740",0,358,"47,508","98,741.5","106,259","350,887.5","1,390,381"
180,29991,"1,771,424","1,782,381",1,107,"11,383","44,464","307,998.5","690,021","1,327,040.5"
181,24549,"1,806,930","1,916,863",1,399,"51,253","109,316.5","223,701.5","380,775.5","1,010,401"
182,134482,"1,837,018","1,941,412",1,108,"52,913","110,652","224,361","462,028","1,482,235"
183,95934,"2,037,346","2,037,346",0,114,"32,321.4","39,612","383,344.5","1,002,846","1,566,132.1"
184,7865,"2,045,211","2,045,211",0,43,"4,892.9","8,258.5","381,075.5","1,030,875","1,938,204.5"
185,2750,"2,047,961","2,047,961",0,8,"2,739","8,230.5","422,670","1,030,400","1,974,805.3"
186,15414,"2,063,375","2,063,375",0,414,"56,061","60,604","119,229","1,141,438","1,611,838"
187,12553,"2,065,172","2,075,928",1,81,"7,309","8,794","55,227","660,047","1,558,866"
188,4950,"2,080,878","2,080,878",0,66,"43,306","46,012","58,034","655,360","1,514,926"
189,19717,"2,100,595","2,100,595",0,228,"59,136","62,828","132,297","967,127","1,589,278"
190,1643,"2,102,238","2,118,450",1,442,"76,359","88,798","130,014","568,926","1,158,226"
191,54087,"2,156,325","2,156,325",0,87,"23,002","27,128","94,262","343,094","1,113,216"
192,2,"2,156,327","2,156,327",0,367,"54,836","56,124","81,195","97,215","1,070,118"
193,53241,"2,209,568","2,209,568",0,137,"50,919.4","67,873","82,256.5","329,078.5","1,050,434"
194,10413,"2,219,981","2,219,981",0,95,"3,764.9","4,945","23,871.5","386,973","968,798.5"
195,1,"2,219,982","2,219,982",0,23,"1,570.1","2,053","18,006","383,605","974,432.2"
196,4138,"2,224,120","2,224,120",0,510,"30,991.2","36,098","44,182","85,007","481,919"
197,15985,"2,240,105","2,240,105",0,74,"6,886.3","10,004.5","74,388","123,479","391,994.8"
198,5157,"2,240,436","2,245,262",1,70,"17,236","32,720","50,956","63,147","385,262"
199,3550,"2,248,812","2,248,812",0,50,"1,812.4","5,077","17,397","31,036","365,494.2"
200,1622,"2,250,434","2,250,434",0,8,935.2,"1,413","14,688","41,321","609,375.2"
201,1,"2,250,435","2,250,435",0,2,"1,316","1,586","14,252","60,455","915,602"
202,1,"2,250,436","2,250,436",0,8,"1,012","1,645","8,896","68,205","922,649"
203,184,"2,250,620","2,250,620",0,30,"22,266.2","22,713","23,125","46,927","896,656.4"
204,116,"2,250,736","2,250,736",0,39,"1,700.1","2,169","7,844","29,198","860,958.7"
205,1918,"2,250,737","2,252,654",0,36,"10,112","10,462","15,851","37,857","835,252"
206,3775,"2,256,429","2,259,801",1,32,"25,265.3","29,316.5","36,227","53,808.5","814,865.8"
207,5312,"2,261,741","2,261,741",0,47,"22,295.9","23,888","27,973","41,839","775,237.9"
208,2381,"2,264,122","2,264,122",0,59,"2,159.6","2,954","10,191","16,944","734,176"
209,2821,"2,266,943","2,266,943",0,16,"13,457.2","14,798","15,340","36,394","731,987"
210,1,"2,266,944","2,266,944",0,38,"12,180.8","12,496","12,873","27,567","700,596.4"
211,238,"2,267,182","2,267,182",0,21,"1,212.4","2,208","6,856","17,368","687,776"
212,1,"2,267,183","2,267,183",0,10,"1,168.1","1,488","4,334","40,091","679,659.5"
213,17813,"2,267,184","2,284,996",0,240,"40,807.7","48,316","55,501","72,181.5","450,087"
214,241,"2,285,237","2,285,310",0,69,"1,396.8","1,701","4,408.5","11,740","393,081.2"
215,1006,"2,286,243","2,286,243",0,14,"8,097.8","8,585","9,264","17,948","390,865"
216,1,"2,286,244","2,286,244",0,11,"1,049","1,334","2,492","10,763","388,376"
217,14,"2,286,258","2,286,258",0,4,"1,524.4","1,967","3,088","9,643","390,726"
218,11,"2,286,269","2,286,269",0,2,"1,261","1,496","3,777","11,647","394,750.4"
219,1,"2,286,270","2,286,270",0,30,713,"1,307","2,843","7,410","361,282.7"
220,10,"2,286,280","2,286,280",0,9,"4,209.8","4,683","5,920","11,668","355,131.6"
221,1,"2,286,281","2,286,281",0,7,491,833,"1,574","11,130","360,077"
222,1,"2,286,282","2,286,282",0,2,"2,555.6","2,818","3,280","11,997","361,655.4"
223,1,"2,286,283","2,286,283",0,5,"3,705.6","4,349","4,808","9,473","364,453.6"
224,1,"2,286,284","2,286,284",0,27,"6,113.2","6,378","6,951","8,328","339,346.8"
225,214,"2,286,498","2,286,498",0,22,"1,126.6","1,648","2,806","5,611","321,856.6"
226,477,"2,286,975","2,286,975",0,8,"3,496.2","4,018","4,426","8,136","319,703.6"
227,1,"2,286,976","2,286,976",0,22,"5,274","5,845","44,032","48,063","146,514"
228,1242,"2,288,218","2,289,665",1,18,"2,931.2","6,450","24,941.5","32,100","115,253.2"
229,1759,"2,289,977","2,289,977",0,24,"2,534.2","3,769","11,159","29,303","268,405.4"
230,2,"2,289,979","2,289,979",0,15,"1,296.2","1,687","2,146","18,480","256,720.2"
231,22,"2,290,001","2,290,001",0,23,835,"1,109","4,009","13,274","238,254"
232,7,"2,290,008","2,290,008",0,48,"5,680.2","6,137","6,827","12,870","196,715"
233,2056,"2,292,064","2,292,064",0,7,"1,666.6","2,195","4,834","7,835","199,352.8"
234,23,"2,292,087","2,292,087",0,7,"1,333.4","1,741","2,078","5,992","199,464.2"
235,4,"2,292,091","2,292,091",0,30,"1,448.2","1,822","2,228","8,023","173,231.2"
236,664,"2,292,755","2,292,755",0,15,902,"1,688","2,951","5,225","163,757.4"
237,483,"2,293,238","2,293,238",0,15,"2,344.6","3,170","3,782","7,465","153,845.8"
238,1235,"2,294,473","2,294,473",0,16,"6,072","6,869","10,894.5","20,822","109,935"
239,63,"2,294,485","2,294,536",1,16,"1,356","1,854","3,568","11,149","202,710"
240,852,"2,295,388","2,295,388",0,7,"3,795","4,158","4,702","7,773","208,914.4"
241,169,"2,295,557","2,295,557",0,16,"3,653.4","4,207","4,551","7,208","198,078"
242,1,"2,295,558","2,295,558",0,13,"7,994.4","8,296","8,758","9,964","191,920.6"
243,1,"2,295,559","2,295,559",0,27,"1,792.8","2,110","2,466","3,360","172,382"
244,1,"2,295,560","2,295,560",0,10,"2,228","2,612","3,035","4,936","173,846.8"
245,2,"2,295,562","2,295,562",0,22,"1,492","1,773","3,100.5","32,625","156,202"
246,2,"2,295,564","2,295,564",1,21,"1,711","2,432.5","3,599","12,146.5","139,652"
247,1,"2,295,565","2,295,565",0,10,"1,381.8","1,898","2,501","4,638","133,976.6"
248,1,"2,295,566","2,295,566",0,9,"1,547.4","1,852","2,445","3,327","131,982.6"
249,6,"2,295,572","2,295,572",0,24,"1,249","1,509","2,160","3,075","110,902.6"
250,1,"2,295,573","2,295,573",0,8,"4,527.4","4,867","5,237","6,309","105,222.8"
251,1,"2,295,574","2,295,574",0,14,611.6,860,"1,161","1,999","93,033.1"
252,76,"2,295,650","2,295,650",0,12,"1,276.2","1,495","2,019","4,248","82,574"
253,23,"2,295,673","2,295,673",0,24,933,"1,576","2,394","6,172","60,492.2"
254,237,"2,295,910","2,295,910",0,15,"6,934.8","7,435","7,914.5","10,966","47,404.6"
255,345,"2,296,255","2,296,255",0,28,"1,509.4","1,809","3,050.5","5,344","24,326.5"
256,11,"2,296,266","2,296,266",0,8,804.8,"1,244","1,512","2,912","18,300.4"
257,661,"2,296,927","2,296,927",0,30,"2,651.4","2,986","3,763","6,430","7,927.6"
258,1268,"2,298,195","2,298,195",0,12,"4,565.2","5,841","9,132","89,748","94,549.4"
259,4738,"2,299,783","2,302,933",1,32,"9,110.4","19,912","29,416","59,315","70,269.6"
260,1462,"2,304,395","2,304,739",0,46,"9,674.6","11,709","13,878","22,069","30,626"
261,4104,"2,308,499","2,308,499",0,24,"2,501.1","3,281","4,482","7,194","15,136.6"
262,130,"2,308,629","2,308,629",0,39,"8,746","9,905","11,031","13,107","14,057.2"
263,4941,"2,313,570","2,313,570",0,16,"5,377.6","7,426","13,990","18,422","30,659.6"
264,1542,"2,315,107","2,315,112",1,9,"1,445.2","2,861","5,818","14,247","33,534.8"
265,12,"2,315,124","2,315,124",0,3,"2,377.7","3,559","6,471","16,454","36,642.4"
266,299,"2,315,423","2,315,423",0,12,"1,668","1,818","5,505","13,866","40,691"
267,123,"2,315,546","2,315,549",1,11,"1,371","1,492","2,779","6,853","42,528"
268,93,"2,315,639","2,315,639",0,8,"3,552.6","3,790","4,212.5","9,078","27,421.7"
269,476,"2,316,115","2,316,115",0,15,"1,461.6","1,788","2,821.5","5,171","23,038.2"
270,1419,"2,317,534","2,317,534",0,18,"1,325","2,329","3,443.5","7,666","14,970.8"
271,2344,"2,319,878","2,319,878",0,29,"3,367.8","4,121","5,308","8,234","14,458"
272,1712,"2,321,590","2,321,590",0,8,"1,605.8","2,113","2,545","6,140","15,853.2"
273,432,"2,322,022","2,322,022",0,19,"1,522.8","1,919","3,069","6,139","12,501.8"
274,1060,"2,323,082","2,323,082",0,21,"3,426","4,101","24,548","43,683","47,160"
275,2152,"2,325,234","2,325,565",1,12,"2,206","3,278","16,551","32,802","40,373"
276,1334,"2,326,568","2,326,568",0,29,"2,668.4","3,403","4,567","9,841","14,748"
277,2236,"2,328,804","2,328,804",0,18,"5,004.4","5,405","6,646","9,632.5","14,104.6"
278,2296,"2,331,100","2,331,176",0,18,"5,003","5,730","6,643","15,864","25,265"
279,1571,"2,332,671","2,332,671",0,27,"13,263","14,497","14,793","21,520","28,749"
280,2883,"2,335,388","2,335,554",0,20,"9,094.8","10,777","11,970","16,470","28,565.4"
281,2591,"2,338,145","2,338,145",0,15,"1,238","2,958","3,181","6,452","25,177.2"
282,1,"2,338,146","2,338,146",0,5,"1,422","2,026","2,227","6,637","26,958.6"
283,12,"2,338,158","2,338,158",0,34,"1,132.8","1,465","1,758","5,368","17,708.2"
284,1627,"2,339,785","2,339,785",0,7,"1,703.2","2,113","2,684","14,141","25,470.2"
285,171,"2,339,956","2,339,956",0,10,"3,361.6","3,590","3,747","7,677","24,265.8"
286,70,"2,340,026","2,340,026",0,8,"1,454","1,630","1,913","4,713","26,596"
287,114,"2,340,140","2,340,140",0,30,459,"1,294","1,761","5,890","13,185.6"
288,2476,"2,342,616","2,342,616",0,24,"5,267.8","5,833","6,838","11,183","12,681.4"
289,1605,"2,344,221","2,344,221",0,13,"2,981.6","4,456","5,890","20,890.5","37,141.9"
290,1855,"2,346,076","2,346,076",0,10,"1,175","2,286","3,278","23,552","37,917.6"
291,1,"2,346,077","2,346,077",0,17,757,893,"1,179","10,677","25,587.4"
292,210,"2,346,287","2,346,287",0,20,"4,088.8","4,341","4,942","9,967","12,311.8"
293,1,"2,346,288","2,346,288",0,13,762,908,"1,461","2,837","5,343.2"
294,2310,"2,348,598","2,348,598",0,12,"3,352.3","4,085.5","4,767","9,850","12,993"
295,1112,"2,349,710","2,349,710",0,18,"4,312.9","4,610.5","5,169","9,237","16,898"
296,2405,"2,352,115","2,352,115",0,16,"3,045.4","3,686","4,426","7,327","9,513.6"
297,2290,"2,354,405","2,354,405",0,27,"2,864","3,171","4,214","9,315","11,347"
298,2555,"2,356,960","2,359,596",0,27,"1,055","3,211.5","4,576","12,889","21,920.8"
299,3327,"2,360,287","2,360,287",0,15,"2,999.6","3,450.5","6,537","16,939","45,014"
300,546,"2,360,833","2,360,833",0,6,"1,662.2","1,876.5","5,540.5","23,684","54,492"
