BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
0,1,1,1,0,0,101293.60000000002,298010,402962,693522,781417.3999999999
1,1,2,2,0,29,82153.40000000001,272764,375095,666283,754642.6
2,1,3,3,0,14,74681.00000000001,260001,361481,653258,741682
3,3,6,6,0,69,33354.600000000006,192927,292940,586059,673538.2
4,1,7,7,0,86,2093.6,108361,207160,501036,589689
5,1,8,8,0,87,3108.4,28614,120427,415179,503514.6
6,1,9,9,0,52,1639.8000000000002,5285,68661,364805,452639.3999999999
7,1,10,10,0,86,1537.8000000000002,1995,6939,280147,367629.79999999993
8,1,11,11,0,48,1826.4,2377,4991,233120,320437.39999999997
9,1,12,12,0,61,1443.2,2467,5622,172856,260272.59999999998
10,1,13,13,0,80,2157,2830,5003,94990,181553.39999999997
11,1,14,14,0,53,5055,5564,5981,43396,129580.59999999996
12,1,15,15,0,30,982.8,1465,2431,14291,100428.79999999996
13,1,16,16,0,78,1243,1757,2749,3556,23686.79999999996
14,1,17,17,0,78,1389.4,1736,1983,4644,6685.4
15,1,18,18,0,29,1763.8,2123,2317,3669,7835.5999999999985
16,1,19,19,0,86,1290,1699,2155,3561,6047.799999999994
17,1,20,20,0,62,1110.4,1498,3585,5380,11823.39999999999
18,1,21,21,0,90,1224.8,1491,1932,3776,17834.59999999999
19,1,22,22,0,73,9030.6,9321,9775,14035,18091
20,1,23,23,0,18,8377.6,8977,9424,12890,14973.799999999996
21,1,24,24,0,74,1317,1718,2028,5921,16516.4
22,1,25,25,0,43,2298,3229,6356,8644,14582.199999999995
23,1,26,26,0,73,5139.8,5495,6446,9293,18348.39999999999
24,1,27,27,0,51,17630.8,18234,20154,21328,68494.59999999992
25,1,28,28,0,66,15620.599999999999,16701,18576,30472,36498.6
26,1,29,29,0,134,10599.599999999999,11789,13091,19844,26589.6
27,1,30,30,0,10,20731,22345,23137,30605,37514.399999999994
28,1,31,31,0,79,10009,10921,11499,15922,22758.19999999999
29,33,64,64,0,61,1615.2000000000003,2454,3263,10901,17972
30,17,81,81,0,32,2699.4,3300,6457,11277,19908.599999999995
31,13,94,94,0,54,9882.2,10790,11699,16152,29637.799999999996
32,14,108,108,0,92,3695,4175,6386,25154,129676
33,8,116,116,1,75,1541,2309,4883.5,15787,66487
34,1,117,117,0,36,10901.7,11636,12971,17284,56987.29999999984
35,1,118,118,0,94,779,1246,2793,8806,128528
36,6,124,125,1,69,709,1167,1881,9202,61025
37,16,140,140,0,57,629,1003,1144,1714,8427.999999999993
38,1,141,141,0,7,2978.4,3262,3666,4277,9691.199999999999
39,640,781,781,0,99,6184.6,6632,7267,9894,20279.199999999983
40,226,1007,1007,0,12,4337.3,4586,5229.5,8541,77957.89999999953
41,1197,2184,2204,0,98,1890.4,2252,2932,14482,103668.79999999993
42,5866,8070,8452,0,86,1978.8000000000002,4320,6049.5,19874,27707.29999999998
43,591,8661,8661,0,23,4951,5708,6782,10915,22525.19999999999
44,7146,15807,15807,0,102,4204.700000000001,5453,7727.5,10781,68115.29999999961
45,672,16356,16479,1,16,2364.2,3368,38381,134317,148527.39999999994
46,13431,28957,30209,2,104,4856,10776.5,25263,34787.5,56026.5
47,668,30578,30578,0,19,6755,14144,40099,176567,190388
48,28000,56427,58578,1,101,10344.5,17252,52897,95533.5,129519
49,2888,61466,70520,1,45,4889,33110,39818,57231,92156
50,9185,70651,70651,0,45,6517.799999999999,8792,157626,278584,529700.5999999996
51,49911,79936,122402,5,120,9906,30151,100951,204868,417969
52,4823,84956,127921,3,36,9822,35512,123809.5,238063,414642
53,4726,87983,138355,2,46,4705,57543,217545,643751,1171106
54,6142,90275,160509,3,96,15235,26725,200064,608116,1080431
55,49705,93891,193932,4,69,8087,40363,163589,497966,1009105
56,16211,184191,204361,3,54,5879.600000000001,50978,175082,452090,957793.9999999998
57,3777,188151,215779,1,28,6044,111187,239121,426612,920199
58,45935,189654,265801,4,97,10027,52078,157616,286558,838095
59,22758,191233,282023,2,53,8190,65301,163470,305090,823008
60,40995,311513,334346,1,112,16221,61323,153189,273198.5,726314
61,1011,316645,362151,2,111,15229,40253,125632.5,242566.5,617575.6999999997
62,47130,357424,370681,2,82,52326.100000000006,118133,276746,460100,640714
63,12503,376101,402169,2,87,24549,156952,273620,412702,562683
64,68327,412903,444605,2,84,29669,113089,271928,392849,528450.9999999999
65,3993,448598,501611,1,97,121981.79999999999,210956,336706,492704,598339.2000000001
66,826,449424,545529,4,324,9698.300000000001,51619,130849.5,213722,294627.19999999995
67,24798,474222,570389,0,101,23878,90858,185704.5,383001,626692
68,91878,515355,569438,3,192,28492.800000000003,91735,216048,391566,1084550
69,17025,567133,583125,1,116,22759,136363,264979.5,526927,1073244
70,11685,594810,614907,2,112,9903,103719,207655,542343,1690614
71,34437,629247,704144,1,110,27737.5,128934,290007,455821,2074767.5
72,10910,640157,763731,1,64,57397.600000000006,291936,642487,928877,1979495
73,134484,683278,774641,2,243,31987,316227,559976,847741,1771483
74,77173,817762,872797,2,169,17255.5,305845.5,520903.5,744390.5,2046840
75,41288,893102,986297,2,314,30284,98562,283804,661443,2259201
76,86499,979601,979601,0,176,77795,150118,172672,800423,2209550
77,72965,1052566,1113914,1,179,29142,151604,216109,678935,2130084
78,26882,1079448,1154497,1,321,28534.000000000007,123230,800977,1082728,2344599
79,134482,1194227,1213931,2,468,32237,272052,469456,727006,1950513
80,85950,1282781,1341339,1,292,22526.800000000003,263054,388024,781039,2959968
81,108650,1408530,1434362,1,167,24854.700000000004,277898,488776,1191675,2897339
82,69641,1478171,1543012,2,313,45356.50000000001,165184,366907,1169811,2642327
83,134482,1531222,1612653,1,403,58810,80498,273286,898215,2309383
84,134482,1682159,1747135,0,158,31883,176356,503516,1280207,2577757
85,103686,1812480,1850821,1,726,26687,120246.5,166143.5,517646.5,1956879
