BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
81,30449,"1,034,408","1,034,408",0,173,"7,568","53,484","174,589","495,345","614,979"
82,33615,"1,068,023","1,068,023",1,193,"8,432.5","40,988","101,110","322,343","435,709.5"
83,33615,"1,101,638","1,101,638",1,73,"11,259","112,909","279,666.5","485,341","793,591.7"
84,33615,"1,135,253","1,135,253",1,119,"46,827","170,944","412,251","625,652.5","897,294"
85,33615,"1,168,868","1,168,868",3,259,"9,323","107,218","285,368.5","466,749","707,474"
86,33615,"1,202,483","1,202,483",1,224,"9,183","137,015","165,830","316,059","803,202"
87,33615,"1,236,098","1,236,098",1,239,"9,963","43,254","104,569.5","182,022","847,334"
88,33615,"1,269,713","1,269,713",0,58,"13,808.6","29,803","89,132.5","247,465.5","886,624"
89,33615,"1,303,328","1,303,328",0,45,"28,381","75,872","152,618","368,220","903,302"
90,33616,"1,336,944","1,336,944",0,97,"10,002.4","187,665","399,374","780,572","1,229,270.6"
91,33616,"1,370,559","1,370,560",1,89,"64,375","131,459","455,624","732,258","1,109,673"
92,33615,"1,404,174","1,404,175",2,197,"9,418.3","103,565","315,855","645,650","1,121,650"
93,33615,"1,437,790","1,437,790",1,340,"10,140","51,790","296,929","754,815","844,923"
94,33615,"1,471,405","1,471,405",1,125,"8,995","72,327","468,191","670,129","929,495.4"
95,33615,"1,505,020","1,505,020",2,334,"8,317.8","50,350","147,056","404,869","683,921.6"
96,33616,"1,538,635","1,538,636",1,82,"9,514","106,208","249,303","366,252","724,766"
97,33615,"1,572,251","1,572,252",1,153,"12,297.4","64,998","196,221","377,802","678,304.6"
98,33615,"1,605,866","1,605,867",2,72,"9,204","32,318","139,061","557,072","945,306"
99,33615,"1,639,481","1,639,481",1,259,"9,942","100,130","163,083.5","346,720","698,484"
100,33615,"1,673,096","1,673,096",0,86,"47,876","128,584","512,830","769,914","829,184"
101,33615,"1,706,711","1,706,711",2,355,"8,533","45,004","245,422","427,225","580,135"
102,33615,"1,740,326","1,740,326",1,125,"11,192","265,929","402,895","674,370","1,136,719"
103,33616,"1,773,940","1,773,942",2,320,"10,961","68,940","268,427","461,700","963,209"
104,33615,"1,807,556","1,807,557",1,69,"16,305.6","83,520","288,088.5","478,366","986,672.3"
105,33615,"1,841,171","1,841,172",2,107,"9,296","154,953","202,266","376,195","985,732"
106,33614,"1,874,786","1,874,786",0,230,"23,131.4","50,969","200,755","386,024","733,124.6"
107,33615,"1,908,401","1,908,401",1,92,"23,234","98,752","213,719","434,295","718,233"
108,33615,"1,942,016","1,942,017",1,198,"11,914.4","94,217","145,764.5","269,204","628,183"
109,33616,"1,975,632","1,975,632",1,78,"8,730","40,112","126,200","282,758","588,536"
110,33615,"2,009,247","2,009,247",0,51,"10,204","46,831","176,456","304,469","609,001"
111,33616,"2,042,862","2,042,863",1,126,"8,461","48,325","226,819","443,080","712,808"
112,33615,"2,076,478","2,076,478",1,167,"18,014","41,807","240,012","295,172.5","556,921"
113,16433,"2,092,911","2,110,093",1,104,"9,898","147,777","184,089","274,395","537,291"
114,33615,"2,126,526","2,126,526",1,181,"5,885","28,193","48,903","184,565","367,866"
115,33616,"2,160,141","2,160,142",1,39,"8,517","38,728","60,395","250,447","362,711"
116,33615,"2,193,757","2,193,757",0,45,"8,592","58,273","114,337","227,155","343,133"
117,33615,"2,227,372","2,227,372",0,96,"32,541","47,372","76,437","148,201","228,918"
118,33617,"2,260,989","2,260,989",0,98,"13,982","19,051","22,078","65,784","148,931"
119,26386,"2,287,375","2,287,375",0,29,"13,136","14,344","20,163","45,991","140,514"
120,33616,"2,320,991","2,320,991",0,132,"7,380","20,732","29,953","34,579","124,964"
121,33616,"2,354,606","2,354,608",2,54,"8,321","17,505","20,310","25,301","79,908"
122,14473,"2,369,080","2,369,080",0,43,"5,739","6,681","9,108","11,371","44,085"
123,13512,"2,382,592","2,382,592",0,60,"4,987","5,984","7,757","8,580","9,488"
124,33,"2,382,625","2,382,625",0,86,"1,426","1,602","2,363","3,165","3,402"
125,1,"2,382,626","2,382,626",0,7,"1,291.5","1,501.5","1,846.5","2,453.5","4,302.2"
126,21,"2,382,647","2,382,647",0,109,"1,319.8","1,528","2,067","2,286.5","2,387.5"
127,2,"2,382,649","2,382,649",0,10,573.3,"1,019.5","1,246","1,610.5","2,043.7"
128,40,"2,382,689","2,382,689",0,92,964,"1,524.5","1,908","2,117","2,353.5"
129,21,"2,382,710","2,382,710",0,103,965.5,"1,166.5","1,465.5","1,823","1,892.6"
130,21,"2,382,731","2,382,731",0,38,"1,299.9","1,630","2,119.5","2,421","3,782"
131,21,"2,382,752","2,382,752",0,84,985.1,"1,375","1,872.5","2,187","2,346.6"
132,21,"2,382,773","2,382,773",0,50,424,950,"1,261.5","1,487.5","1,573.9"
133,21,"2,382,794","2,382,794",0,81,"1,543.4","1,964","2,108.5","2,282","2,795.6"
134,6,"2,382,800","2,382,800",0,36,"3,197.9","3,442","3,934","4,254","4,379.6"
135,17,"2,382,817","2,382,817",0,67,600.4,870,"1,157.5","1,521.5","1,644.7"
136,20,"2,382,837","2,382,837",0,62,922.8,"1,128","1,519","1,754","2,055.9"
137,21,"2,382,858","2,382,858",0,72,"1,522.7","1,710.5","1,906","2,347.5","2,595.4"
138,41,"2,382,899","2,382,899",0,94,"1,236.7","1,474","1,742.5","1,983","2,164.9"
139,1,"2,382,900","2,382,900",0,38,"1,114.4","1,704.5","1,918","2,072.5","2,212.2"
140,21,"2,382,921","2,382,921",0,59,686,"1,280","1,491","1,771.5","2,100"
141,21,"2,382,942","2,382,942",0,51,"1,024.9","1,302","1,586.5","1,905.5","2,065.8"
142,21,"2,382,963","2,382,963",0,78,943.7,"1,163","1,489","1,840.5","2,978.1"
143,21,"2,382,984","2,382,984",0,93,907.6,"1,115","1,513.5","1,791.5","1,867.3"
144,21,"2,383,005","2,383,005",0,41,"1,620.1","1,978.5","2,116","2,780","4,334.8"
145,1,"2,383,006","2,383,006",0,15,"1,117.5","1,243.5","1,511","1,875","1,995.9"
146,31,"2,383,037","2,383,037",0,97,544,"1,132","1,698","2,086.5","2,240.3"
147,11,"2,383,048","2,383,048",0,56,"1,080.7","1,333","1,562","1,885","2,073"
148,21,"2,383,069","2,383,069",0,88,"2,052.7","2,276","2,582","3,208","3,362.3"
149,41,"2,383,110","2,383,110",0,73,458,"1,028.5","1,335.5","1,666","1,758.7"
150,1,"2,383,111","2,383,111",0,55,775.6,"1,130","1,308","1,541","1,676.4"
151,21,"2,383,132","2,383,132",0,46,881.6,"1,316","1,785","146,502","147,050.8"
152,21,"2,383,153","2,383,153",1,84,"1,074.2","1,398","1,982","62,970","63,774.2"
153,21,"2,383,174","2,383,174",0,61,"1,463.4","1,834.5","2,545","2,917","3,413.6"
154,21,"2,383,195","2,383,195",0,43,816,"1,126","1,328.5","1,833.5","1,999.6"
155,21,"2,383,216","2,383,216",0,75,"1,098.9","1,389","1,597","1,872","2,049.1"
156,15,"2,383,231","2,383,231",0,46,"1,138.8","1,490","1,841.5","2,003.5","2,266.8"
157,27,"2,383,258","2,383,258",0,112,"1,248.4","1,406","1,698","1,959","2,120.9"
158,3,"2,383,261","2,383,261",0,23,944.9,"1,127","1,493","1,682.5","1,749"
159,5,"2,383,266","2,383,266",0,2,609.3,778.5,"1,049.5","1,272","1,538.2"
160,35,"2,383,301","2,383,301",0,94,"1,429","1,836","2,180.5","2,403.5","2,528.5"
161,21,"2,383,322","2,383,322",0,96,842,"1,320.5","1,569","1,882.5","2,081.1"
162,21,"2,383,343","2,383,343",0,75,"1,801","2,143.5","2,339","2,602.5","2,750.6"
163,21,"2,383,364","2,383,364",0,45,543,"1,053","1,677","2,214","5,808.7"
164,21,"2,383,385","2,383,385",0,51,837.9,"1,070.5","1,329","1,690.5","1,874.7"
165,21,"2,383,406","2,383,406",0,75,"1,013.9","1,244","1,627","1,820","2,081.3"
166,21,"2,383,427","2,383,427",0,93,801.6,"1,025","1,308","1,714","1,847"
167,18,"2,383,445","2,383,445",0,37,812,"1,324","1,598","2,007.5","2,288.4"
168,24,"2,383,469","2,383,469",0,85,"1,209.5","1,327","2,002.5","2,385","2,478.1"
169,21,"2,383,490","2,383,490",0,93,"1,410.8","1,531.5","1,834.5","2,152","2,385.4"
170,1,"2,383,491","2,383,491",0,17,"1,541.2","1,916","2,104","2,316.5","2,472.7"
171,21,"2,383,512","2,383,512",0,60,"1,526.4","1,695","2,042","2,441.5","2,553.4"
172,21,"2,383,533","2,383,533",0,87,920.2,"1,221","1,750.5","1,838","2,039.6"
173,21,"2,383,554","2,383,554",0,32,849.4,"1,166","1,580.5","1,741","2,396.5"
174,21,"2,383,575","2,383,575",0,64,"1,270.1","1,500.5","1,785","2,493","4,095.3"
175,21,"2,383,596","2,383,596",0,64,651.9,965,"1,237.5","1,467.5","1,685.3"
176,21,"2,383,617","2,383,617",0,60,"1,531","1,719.5","1,971.5","2,204","2,335.6"
177,21,"2,383,638","2,383,638",0,89,"1,286.4","1,625","2,080","2,339","4,995.6"
178,21,"2,383,659","2,383,659",0,71,943,"1,542.5","1,778.5","2,117","2,348.6"
179,21,"2,383,680","2,383,680",0,51,873,"1,246","1,408","1,742","1,996.3"
180,21,"2,383,701","2,383,701",0,72,851,"1,411","1,732.5","2,045","2,278.5"
181,21,"2,383,722","2,383,722",0,83,"1,457","1,699","2,045.5","2,576","3,352.2"
182,21,"2,383,743","2,383,743",0,71,803.3,"1,102.5","1,429","1,676","2,138.1"
183,1,"2,383,744","2,383,744",0,26,"1,646.4","1,817","2,117","2,494.5","2,577.5"
184,1,"2,383,745","2,383,745",0,6,885,"1,511","1,840","1,933.5","2,426.8"
185,41,"2,383,786","2,383,786",0,122,811.8,912,"1,512","1,787","1,945.1"
186,21,"2,383,807","2,383,807",0,71,"1,080.2","1,292","1,494.5","1,819","2,013.7"
187,21,"2,383,828","2,383,828",0,41,"1,547.7","1,913.5","2,112.5","2,382","2,849.1"
188,21,"2,383,849","2,383,849",0,109,767.5,"1,002","1,298","1,617.5","1,780"
189,21,"2,383,870","2,383,870",0,37,736.5,"1,120.5","1,355","1,658","2,644.2"
190,21,"2,383,891","2,383,891",0,45,"1,587.2","2,034.5","2,219.5","2,503","3,147.2"
191,13,"2,383,904","2,383,904",0,74,868.8,"1,164.5","1,384.5","1,848.5","1,899.6"
192,9,"2,383,913","2,383,913",0,52,624.1,805.5,"1,155.5","1,350","1,608.8"
193,1,"2,383,914","2,383,914",0,7,"1,514.7","1,687","2,090","2,437","2,582.8"
194,37,"2,383,951","2,383,951",0,74,"1,154.4","1,602","1,874","2,225.5","2,340.5"
195,25,"2,383,976","2,383,976",0,107,"1,432.7","1,587","1,952","2,174","2,284.8"
196,21,"2,383,997","2,383,997",0,66,"1,761.4","2,004.5","2,272.5","2,523","2,848"
197,21,"2,384,018","2,384,018",0,64,391,"1,123.5","1,563","2,008","4,323.3"
198,21,"2,384,039","2,384,039",0,51,967.4,"1,277.5","1,489","1,976","2,187.1"
199,21,"2,384,060","2,384,060",0,78,"1,060","1,728","1,904","2,314","2,482.3"
200,21,"2,384,081","2,384,081",0,76,"1,691.7","1,971","2,391.5","2,637","3,748"
201,1,"2,384,082","2,384,082",0,22,"1,415","1,855","1,940","2,180","158,655"
202,21,"2,384,103","2,384,103",1,64,542,"1,180","1,425","1,775","95,395"
203,21,"2,384,124","2,384,124",0,93,"1,663.2","2,134.5","2,815","3,112","3,557"
204,21,"2,384,145","2,384,145",0,52,978.3,"1,191","1,240","1,676","1,876"
205,21,"2,384,166","2,384,166",0,52,968,"1,404","1,717","2,232","3,505"
206,21,"2,384,187","2,384,187",0,75,"1,194","1,571","1,883","2,041","2,170"
207,21,"2,384,208","2,384,208",0,92,"1,012","1,278","1,438","1,639","1,767"
208,21,"2,384,229","2,384,229",0,26,"1,396","1,680","1,910","2,287","2,862"
209,21,"2,384,250","2,384,250",0,89,"1,536","1,881","2,211","2,428","2,595"
210,21,"2,384,271","2,384,271",0,74,"1,183","1,424","1,734","1,947","2,126"
211,21,"2,384,292","2,384,292",0,55,"1,392","1,648","2,212","2,352","2,817"
212,1,"2,384,293","2,384,293",0,32,727,934,"1,045","1,303","1,547"
213,29,"2,384,322","2,384,322",0,79,"1,605","1,964","2,117","2,346","2,429"
214,13,"2,384,335","2,384,335",0,55,"1,351","1,553","1,840","1,960","2,213"
215,21,"2,384,356","2,384,356",0,78,467,"1,023","1,401","1,494","1,595"
216,21,"2,384,377","2,384,377",0,55,562,"1,151","1,387","1,564","1,838"
217,21,"2,384,398","2,384,398",0,54,474,"1,217","1,341","1,668","1,979"
218,21,"2,384,419","2,384,419",0,82,"1,374","1,507","1,840","2,170","2,346"
219,21,"2,384,440","2,384,440",0,59,"1,909","2,442","2,676","2,972","3,465"
220,21,"2,384,461","2,384,461",0,60,895,"1,020","1,560","1,941","2,095"
221,21,"2,384,482","2,384,482",0,67,"1,930","2,098","2,351","2,505","2,898"
222,21,"2,384,503","2,384,503",0,84,"1,667","2,105","2,239","2,648","2,998"
223,1,"2,384,504","2,384,504",0,55,"1,207","1,376","1,858","1,955","2,251"
224,41,"2,384,545","2,384,545",0,63,"1,677","2,117","2,313","2,546","2,692"
225,21,"2,384,566","2,384,566",0,80,"1,313","1,603","1,943","2,284","3,640"
226,1,"2,384,567","2,384,567",0,36,765,"1,034","1,267","1,565","1,823"
227,21,"2,384,588","2,384,588",0,66,941,"1,211","1,494","1,643","1,978"
228,27,"2,384,615","2,384,615",0,81,"1,251","1,439","2,246","2,505","3,686"
229,15,"2,384,630","2,384,630",0,56,867,"1,183","1,325","1,590","1,840"
230,21,"2,384,651","2,384,651",0,73,"1,611","1,867","2,118","2,327","2,451"
231,21,"2,384,672","2,384,672",0,54,"1,706","1,876","2,221","2,309","2,621"
232,21,"2,384,693","2,384,693",0,70,259,939,"1,385","1,478","1,607"
233,21,"2,384,714","2,384,714",0,78,"1,406","1,657","1,968","2,080","2,294"
234,21,"2,384,735","2,384,735",0,35,588,"1,278","1,603","1,804","2,332"
235,21,"2,384,756","2,384,756",0,100,"1,271","1,422","1,598","2,042","2,072"
236,21,"2,384,777","2,384,777",0,47,565,"1,400","1,641","1,858","3,101"
237,9,"2,384,786","2,384,786",0,55,"1,146","1,379","1,871","2,124","3,086"
238,13,"2,384,799","2,384,799",0,51,329,840,"1,125","1,282","1,554"
239,36,"2,384,835","2,384,835",0,91,"1,417","1,891","2,332","2,426","2,551"
240,23,"2,384,858","2,384,858",0,57,"1,001","1,830","2,223","2,668","3,825"
241,4,"2,384,862","2,384,862",0,62,"1,626","1,963","2,279","2,520","2,926"
242,21,"2,384,883","2,384,883",0,57,"1,356","1,812","1,940","2,185","2,330"
243,21,"2,384,904","2,384,904",0,60,"1,721","1,869","2,158","2,441","2,529"
244,21,"2,384,925","2,384,925",0,80,955,"1,082","1,461","1,598","1,937"
245,21,"2,384,946","2,384,946",0,63,"1,013","1,176","1,674","1,836","2,063"
246,21,"2,384,967","2,384,967",0,63,"1,341","1,627","1,835","2,199","2,268"
247,21,"2,384,988","2,384,988",0,52,"1,664","1,900","2,376","2,738.5","88,461"
248,21,"2,385,009","2,385,009",1,86,"1,225","1,359.5","1,797","1,977","2,635"
249,21,"2,385,030","2,385,030",0,40,"1,420","1,670","1,868","1,951","2,180"
250,21,"2,385,051","2,385,051",0,90,980,"1,761","1,871","2,432","2,706"
251,21,"2,385,072","2,385,072",0,84,434,927,"1,245","1,533","1,651"
252,1,"2,385,073","2,385,073",0,22,"1,620","2,044","2,278","2,474","2,563"
253,21,"2,385,094","2,385,094",0,67,"1,577","1,794","2,089","2,450","2,604"
254,41,"2,385,135","2,385,135",0,92,874,"1,001","1,321","1,686","1,935"
255,21,"2,385,156","2,385,156",0,83,791,"1,517","1,731.5","2,037","2,682"
256,1,"2,385,157","2,385,157",0,10,884,"1,114","1,445","1,756","1,960"
257,21,"2,385,178","2,385,178",0,82,"1,204","1,470","1,667","1,824","2,034"
258,21,"2,385,199","2,385,199",0,82,735,"1,426","1,728.5","2,129","2,607"
259,21,"2,385,220","2,385,220",0,29,"1,108","1,406","1,618","1,953","2,123"
260,1,"2,385,221","2,385,221",0,11,"1,368","1,612","1,915","2,127","3,650"
261,21,"2,385,242","2,385,242",0,87,691,843,"1,153","1,393","1,566"
262,41,"2,385,283","2,385,283",0,127,"1,634","1,893","2,202.5","2,648","2,767"
263,21,"2,385,304","2,385,304",0,39,"1,004","1,284","1,535.5","1,899","2,011"
264,1,"2,385,305","2,385,305",0,53,982,"1,139","1,422","1,618","1,817"
265,21,"2,385,326","2,385,326",0,67,950,"1,116","1,403","1,614","1,733"
266,21,"2,385,347","2,385,347",0,53,855,963,"1,338","1,553","1,687"
267,21,"2,385,368","2,385,368",0,77,790,"1,346","1,727.5","1,981","2,114"
268,21,"2,385,389","2,385,389",0,75,"1,162","1,411","1,592","1,774","1,959"
269,21,"2,385,410","2,385,410",0,48,790,"1,275","1,655","1,856","2,182"
270,21,"2,385,431","2,385,431",0,72,"1,029","1,233","1,592.5","1,810","2,174"
271,21,"2,385,452","2,385,452",0,70,"1,122","1,659","2,015","2,380","2,502"
272,21,"2,385,473","2,385,473",0,38,"1,201","1,345","1,844.5","2,224","2,893"
273,21,"2,385,494","2,385,494",0,96,945,"1,539","1,870","2,719","3,981"
274,21,"2,385,515","2,385,515",0,80,799,"1,180","1,449.5","1,650","2,030"
275,21,"2,385,536","2,385,536",0,40,"1,533","1,752","1,993.5","2,691","2,857"
276,10,"2,385,546","2,385,546",0,53,840,"1,297","1,520.5","1,716","4,243"
277,12,"2,385,558","2,385,558",0,70,"1,872","2,570","2,994","3,413","4,727"
278,41,"2,385,599","2,385,599",0,86,"1,421","1,670","2,074.5","2,571","3,357"
279,1,"2,385,600","2,385,600",0,32,"1,013","1,287","1,472.5","1,742","1,932"
280,21,"2,385,621","2,385,621",0,62,909,"1,167","1,526","1,691","1,805"
281,21,"2,385,642","2,385,642",0,88,"1,363","1,632","1,880.5","2,073","2,236"
282,21,"2,385,663","2,385,663",0,36,"1,071","1,600","1,814","2,275","2,673"
283,21,"2,385,684","2,385,684",0,61,"1,346","1,475","1,787","2,152","2,273"
284,21,"2,385,705","2,385,705",0,74,"1,225","1,731","2,070","2,232","2,534"
285,21,"2,385,726","2,385,726",0,73,"1,633.2","1,932","2,146","74,020","116,192"
286,21,"2,385,747","2,385,747",1,72,927.2,"1,504","1,862.5","2,357","44,697.2"
287,8,"2,385,755","2,385,755",0,42,"1,846","2,172","2,413","2,915","4,257"
288,27,"2,385,782","2,385,782",0,75,"1,449","1,726","2,072","2,220","2,391"
289,26,"2,385,808","2,385,808",0,70,751,875,"1,428","1,683","2,478"
290,3,"2,385,811","2,385,811",0,49,529,"1,073","1,300","1,503","1,878"
291,21,"2,385,832","2,385,832",0,59,"1,448","1,781","2,019","2,133","2,381"
292,21,"2,385,853","2,385,853",0,85,948,"1,466","69,810","108,370","108,778"
293,21,"2,385,874","2,385,874",1,68,"1,703","2,259","2,799","40,940","42,063"
294,21,"2,385,895","2,385,895",0,38,"1,865","2,694","3,386","3,825","4,356"
295,26,"2,385,921","2,385,921",0,131,566,"1,194","1,450","1,832","2,150"
296,16,"2,385,937","2,385,937",0,45,690,969,"1,061","1,376","1,513"
297,21,"2,385,958","2,385,958",0,27,"2,038","2,148","2,627","2,954","4,584"
298,21,"2,385,979","2,385,979",0,78,"1,002","1,330","1,736","2,088","2,171"
299,17,"2,385,996","2,385,996",0,51,"1,173","1,640","2,164","2,582","2,978"
