BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
0,1,1,1,0,0,367929.5,614154.5,707976,932277.5,1241751.5
1,1,2,2,0,10,362673,604956.5,705708.5,924933,1237565.5
2,1,3,3,0,6,358306.5,599236.5,702273,922713.5,1233778.5
3,1,4,4,0,44,316244,555486.5,662442,879942.5,1193636
4,3,7,7,0,89,229843,466742,576606,792301.5,1106691.5
5,1,8,8,0,48,183432,418976,531204.5,745610.5,1063766.5
6,1,9,9,0,82,24474.4,330533,439931,644163,967439.5999999999
7,1,10,10,0,74,8458.600000000002,256941,370414,570618,898768.9999999998
8,1,11,11,0,61,10356.800000000001,196864,317817,509895,849762.3999999998
9,1,12,12,0,98,7837.8,99243,223133,412180,754902.1999999997
10,1,13,13,0,50,7155,49668,175479,362448,706541.3999999997
11,1,14,14,0,88,4570.6,7789,89530,274798,621094.5999999997
12,1,15,15,0,89,1283.8000000000002,1671,8761,186329,535500.7999999998
13,1,16,16,0,30,2610.4,3288,11024,156874,508280.1999999997
14,1,17,17,0,34,5490.8,6127,11883,123316,476861.3999999998
15,1,18,18,0,44,1044.4,1687,6821,79746,437925.79999999976
16,1,19,19,0,75,899,1439,5110,12607,382967.39999999973
17,1,20,20,0,49,713,1217,2406,12699,348673.59999999974
18,1,21,21,0,128,2127,2417,2796,6588,225903.19999999972
19,1,22,22,0,16,5710.6,6066,6154,12409,230315.79999999976
20,1,23,23,0,79,3901,4388,5601,12444,153635.19999999975
21,1,24,24,0,58,2432.4,2834,3531,14473,97921.39999999975
22,1,25,25,0,110,5764,6049,8072,15407,48657.59999999989
23,1,26,26,0,58,7057.4,7472,7724,20535,45593.19999999998
24,1,27,27,0,44,3416,3791,4738,11363,56460.59999999995
25,1,28,28,0,52,1622,2112,7854,13867,49496.399999999965
26,1,29,29,0,52,1969.8000000000002,2378,3738,8193,38632.999999999956
27,1,30,30,0,107,5679.4,6256,7603,17061,26516
28,1,31,31,0,53,22242.8,22695,23647,27860,39831.19999999998
29,1,32,32,0,52,25166,25768,27796,35754,42472
30,1,33,33,0,28,1132.8000000000002,1617,2780,16639,33816.59999999999
31,1,34,34,0,82,24583.199999999997,25460,27548,35069,46139.79999999999
32,1,35,35,0,97,2978.8,4319,7230,13718,20505.799999999996
33,1,36,36,0,45,5928.4,6341,9082,11219,32120.599999999988
34,1,37,37,0,70,3569,3956,4267,7345,26364.599999999962
35,1,38,38,0,71,6926.6,7161,8106,14475,40709.19999999991
36,1,39,39,0,49,1270.8000000000002,1509,4119,7125,27830.59999999996
37,1,40,40,0,84,3651.8,3945,4716,5493,17221.799999999974
38,1,41,41,0,30,4852.4,5084,5147,6229,13428.799999999992
39,29,70,70,0,153,3494.6000000000004,3836,3942,6735,20839.799999999974
40,1,71,71,0,7,4358.4,4688,4826,8769,25706.199999999968
41,5,76,76,0,45,1122.4,1375,1651,4243,11128.599999999999
42,1,77,77,0,12,1152.2,1754,2316,4745,9559.999999999996
43,41,118,118,0,88,781.8000000000001,1039,3479,10027,36493.79999999997
44,1,119,119,0,11,3502.4,4009,5371,14391,30760.59999999997
45,4,123,123,0,80,1350,2317,54030,137434,143390.59999999998
46,1,124,124,1,43,4883.6,5381,25229,94645,103793.59999999998
47,1,125,125,0,90,3264,4705,4860,9426,16208.399999999998
48,6,131,131,0,102,623.8000000000001,1235,1375,5689,31824.6
49,16,147,147,0,52,11729.8,12044,12446,20037,34489.59999999999
50,11,158,158,0,38,24155.4,24885,25047,30601,42246
51,1607,1765,1765,0,98,4394.2,4952,6919,13425,61307.39999999974
52,119,1882,1884,0,24,4603.8,5033,6030.5,10843,58951.39999999982
53,3269,5153,5153,0,89,7758.8,8420,9792,15941,29836.399999999976
54,1082,6235,6235,0,19,37719.4,38535,41477.5,45951,90725.69999999963
55,3603,9838,12410,0,81,17374.9,23316,24780,35136,70001.89999999985
56,3225,13063,13063,0,58,34070,35296,42489,55752,114355.39999999995
57,8104,21167,28025,0,80,10464,17510,20683,27445,140066
58,6979,28131,28146,1,22,3868.0000000000005,4923,13342,22135,139471.59999999974
59,15752,43898,43898,0,104,6652.400000000001,9102,15969,34119,90724.59999999989
60,4005,47903,47903,0,29,3516.8000000000006,4576,16906,31141,170592.99999999994
61,33886,81289,85322,0,116,13345,15301,28483,56061,143321
62,9507,91296,91322,1,38,2611,11098,21777,68318,212684
63,29322,120618,120925,1,85,4984,20888,66156,144019,253822
64,13661,122920,134279,1,55,6420,11603,48499,108771,269628
65,28848,137957,163127,0,65,14887,17534,34153,68898,234314
66,4818,167945,167945,0,28,6308,9549,39520.5,198366,393819
67,49172,202716,220793,2,104,16804,46726,150011,552889,942056
68,63489,280606,314987,1,204,75029,139328,389766,748933,1747039
69,27366,307972,415089,3,256,44102,157671,382606,545048,1615584
70,111586,405257,419558,1,221,76055.1,205930,358941,562130,1342356
71,8901,428459,470993,1,240,24167,102805,231842,393182,689101.5999999996
72,9896,438355,516345,1,122,31455,69725,157266,260510,782593.7999999961
73,12797,451152,451152,0,114,28687,57288,135068,336297,981006
74,6939,458091,458091,0,58,23359,104319,372685,765827,1103479
