BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
0,1,1,1,0,0,77264.8,247409,443934,538604,849784
1,1,2,2,0,22,62297.80000000001,226367,428035,520332,830073.3999999999
2,1,3,3,0,15,52899.8,211751,415128,507342,818054.7999999999
3,3,6,6,0,98,4952.6,114208,318338,415351,721584.3999999999
4,1,7,7,0,94,3821.2,23461,225356,325579,629604.9999999999
5,1,8,8,0,72,3247.6,3713,162840,255380,560083
6,1,9,9,0,64,6562.2,7673,103116,192690,497490.6
7,1,10,10,0,75,4610.6,5188,31832,120230,425587.6
8,1,11,11,0,106,6449.8,6889,7470,17213,320932.99999999994
9,1,12,12,0,99,2481.2000000000003,3073,3356,10836,223810.79999999993
10,1,13,13,0,72,3732.8,4130,4627,14032,153315.39999999994
11,1,14,14,0,94,1982.4,2318,2450,7917,60942.19999999994
12,1,15,15,0,68,2584.2,2828,2990,6409,14393.799999999988
13,1,16,16,0,7,2271.4,2667,2766,5250,11108.999999999993
14,1,17,17,0,14,1422.6,1665,2060,3805,8924.8
15,1,18,18,0,98,1817,2248,3186,8508,15294.599999999995
16,1,19,19,0,63,14722.599999999999,15031,15731,24887,25821.8
17,1,20,20,0,88,1411,1933,3015,6630,12560.39999999999
18,1,21,21,0,22,8781.4,9245,9633,13331,18126.8
19,1,22,22,0,69,3268.3999999999996,3616,4155,6428,11844.39999999999
20,1,23,23,0,76,1320.8000000000002,2173,4599,9988,15427.999999999998
21,1,24,24,0,49,31785.4,32359,33777,40712,58262.39999999996
22,1,25,25,0,79,6308.200000000001,6799,7555,11211,20410.599999999995
23,1,26,26,0,86,5125,6318,7345,9335,26986.199999999975
24,1,27,27,0,24,2726,3234,3609,6358,20510.199999999986
25,1,28,28,0,100,2717.2,3087,3212,4028,14733.599999999995
26,1,29,29,0,62,2446.4,2769,3475,5973,12354.199999999997
27,1,30,30,0,75,1973,2340,3658,9130,17401.59999999998
28,1,31,31,0,51,6617.8,6936,7145,10200,14392.400000000001
29,1,32,32,0,71,1954.2,2276,2452,2787,19554.399999999965
30,23,55,55,0,35,9344,9603,9728,10318,14418.999999999993
31,30,85,85,0,67,2858.8,3134,3451,6515,24960.39999999998
32,1,86,86,0,25,3082.8,3655,3843,5864,10806.2
33,28,114,114,0,85,569.2,1149,1334,3530,13172.199999999993
34,1,115,115,0,16,6427.8,6694,7014,8829,17583.399999999994
35,1,116,116,0,99,1169.1,1353,1555.5,3027,48929.09999999964
36,4,120,120,0,107,672.3000000000002,948,1207.5,8033,25648.299999999967
37,2,122,122,0,22,6442.4,7062,7313,9679,59081.59999999971
38,214,260,336,0,103,1267.6000000000004,1574,2534,16867,47336.39999999963
39,29,365,366,0,24,2690.7000000000003,2949,3702,7468,35901.99999999975
40,1725,2090,2090,0,89,1250.2,1856,2407,7843,11868.799999999997
41,59,2149,2149,0,10,1352.8000000000002,1613,1698,5570,17044.799999999996
42,4751,6900,6900,0,94,7644.8,8338,9789.5,14862,76508.39999999959
43,629,7529,7598,1,28,8739.2,9962,10640,16451,158154.29999999984
44,7319,14848,16675,0,115,2828.6000000000004,3804,6429,18322,53791.399999999834
45,2301,17149,17149,0,20,2506,3548,3791,14815,57147.99999999991
46,10926,28075,28075,0,95,3836.4,5557,6556,18788,39210.4
47,628,28703,28703,0,8,1568.2,2335,3248.5,24206,103028.7999999997
48,26794,55497,57745,0,104,9517.900000000003,12006,16522.5,32292.5,142799.69999999774
49,2395,57761,58171,1,56,9933,10623,12558,24221,213297
50,6297,64035,65083,1,20,15338,17819,30569.5,219912,448296
51,33617,65008,97806,5,118,6062.8,18579,24351,110444,302785.6000000002
52,33615,97983,131421,2,71,7640,15720,39045.5,121139,309865
53,5805,103647,137226,0,17,5559,39862,283019,443151,720827
54,33616,139416,170842,2,112,10322,42489,201239,369236,569867
55,33615,160030,204457,5,57,8932,60003,178578.5,332148,530784.8999999999
56,21179,168155,225636,5,72,5625.300000000003,96383,171274,281923,520233.8999999992
57,30915,177792,256551,3,71,4354,42163,155680,247682,491576
58,9380,182125,265931,2,43,3421.8,25600,140616,230585,458216.4000000001
59,23817,272060,289748,0,73,13315,88957,220581,359174,441521.3999999999
60,19559,309307,313820,1,56,20214.8,148058,224652,328294,412552.79999999993
61,23988,333295,347435,4,121,7814.300000000001,71641,220234,312462,469204
62,33615,338006,371355,1,113,20654,85716,147960,254283,407992
63,26283,393193,393193,0,70,68173,192333,314847,634650,972195
64,20075,402064,426808,2,162,11559,94954,232990,523911,845749
65,7594,420862,460424,2,97,14255,122404,248090,426994.5,784883
66,7033,427895,444234,1,74,24307,164697,262193,368636,815216
67,25748,453643,453643,0,78,45722.200000000004,101883,252744,397279,794306.1999999995
68,31874,485517,485517,0,174,45270,162584,303881,500809,955919
69,1655,487172,519132,1,94,12514,111890,269605,516685,865874
70,33615,520787,552747,3,74,9538,119043,228971,411688,936980.9999999987
71,33616,554403,554403,0,244,46900,97375,158063,272337,793592
72,33616,588019,588019,0,119,84343.2,146114,442575,548101,813808.5999999992
73,33614,603746,621634,3,142,13992,135497,446984,670400,1278146
74,23013,644646,644959,1,172,122016.6,275082,470337,612723,1270781.799999997
75,33615,678261,678574,4,236,10953,140951,227481,424213,1079939
76,33615,711876,712189,0,147,11179,146782,305887,761966,1909436
77,33615,745491,745491,1,187,15926.300000000003,102256,211620,628088.5,2029471.899999997
78,33615,779105,779107,0,94,6816,69161,191224.5,630327,1980573
79,33615,812721,812721,0,90,99605,193120,593844,1166749,1924017
80,33615,846336,846336,1,220,39082,175272,575487,921255,1731933
81,33616,879951,879952,2,182,14922,118631,433713,791662,1588236.1999999997
82,33615,913566,913567,1,73,12180,94283,259107,793863,1706276.7999999996
83,33615,947182,947182,0,212,74249,284151,775877,1052057,1838597
84,33615,980797,980797,1,212,43049,163570,631589,920424,1498375.799999998
85,33615,1014412,1014412,1,154,56946,235646,461149,892034,1493695
86,33615,1048027,1048027,1,306,13438,182385,406210,708733,1197537
87,33615,1081642,1081642,0,480,49104.600000000035,259643,510786,885920,1393940.7999999998
88,33615,1115257,1115257,2,268,12340.2,70713,253072,633230,1143143.7
89,33615,1148872,1148872,0,409,66062,737501,1669765.5,4999835,10320813
90,33615,1182487,1182487,3,106,82259,874170,2772806,5868500.75,10229043
91,33615,1216102,1216102,3,319,169768,1122646,3229063,5890038,9988401
92,33615,1249717,1249717,2,211,168707,1890795,3787851,5551226,10058930
93,33615,1283332,1283332,1,1110,87066,1562700,3192803.5,5681597.5,9270953
94,33615,1316947,1316947,2,858,12590.2,1458996,2452013.5,5089082,9421518.2
95,33615,1350562,1350562,2,145,10337,1604393,4252267,5277163,9331561
96,33615,1384177,1384178,2,1467,8130,1922450,3655193,6231031,8243150
97,33615,1417792,1417792,0,2868,11745,621754,3001186.5,3882031.5,5411010
98,33615,1451407,1451407,1,1067,79136.80000000006,933332,2766700,3189931,4313254.199999994
99,33615,1485022,1485022,1,480,17368.999999999996,73004,1922639,2458503,4690188.800000001
100,33615,1518637,1518637,0,1270,13698,674534,1135423,1447417,3876193
101,33615,1552252,1552252,0,779,11975,140203,444936,816839,3451242
102,33615,1585867,1585867,0,482,21777,125827,213327.5,502891,3313672
103,33614,1619481,1619482,0,193,20486,75951,149548.5,379908,3144391
104,33615,1653095,1653096,0,133,24620,73399,131303,508653,3078588
105,33615,1686710,1686711,0,189,16031,53999,110188.5,417839.5,3095370
106,33615,1720326,1720326,0,111,16264,77078.5,170795,452451.5,3197271
107,33616,1753941,1753942,1,130,12491,66265,138205,648184,3078147
108,33616,1787557,1787558,0,123,12834,71436,133845,301695,2966579
109,33616,1821173,1821174,0,259,9717,84237,133073,165894,2810572
110,33615,1854789,1854789,0,248,53451.50000000002,65782.5,99660,278945,2824535.1999999946
111,33615,1888404,1888404,0,139,12917,83009,145948,452415,2785775
112,33615,1922019,1922020,1,151,12994,46992,75354,203833,2644079
113,33615,1955634,1955634,0,447,36345.000000000015,66840,78218.5,96187.5,2283117.7999999956
114,33615,1989249,1989249,0,112,64448,69802,101562,356525,759126
115,33615,2022864,2022865,1,134,21824.40000000001,65263,105804.5,281938,625060.3000000002
116,33616,2056480,2056480,1,118,7796,39662,64504,158739,550753
117,33615,2090095,2090095,0,105,64976,77854,128109,354014,1844071
118,33615,2123710,2123710,1,141,17892.000000000007,48643,110470,264956,940444.7999999886
119,33615,2157325,2157326,1,100,20856,60486,141663,232581,1753694
120,33615,2190940,2190940,0,72,10309.8,70175,119801.5,189414,462526.5999999919
