BlockNumber,TxNumber,Min total tx,Max total tx,Forkscount,BlockTime,5th percentile of propagation(ms),25th percentile of propagation(ms),50th percentile of propagation(ms),75th percentile of propagation(ms),95th percentile of propagation(ms)
28,1,31,31,0,73,"10,645.8","12,136","13,443","16,611","26,392"
29,1,32,32,0,43,"1,813","3,084","4,590","11,087","30,074.6"
30,1,33,33,0,55,"2,895","3,635","4,925","7,843","17,583.2"
31,1,34,34,0,87,"2,279.8","3,095","6,736","16,203","21,535.8"
32,11,45,45,0,76,"3,330.4","3,949","6,815.5","14,505","36,398.7"
33,21,62,66,0,26,"1,834.4","6,043","19,995","133,658","169,539.6"
34,1,67,67,1,33,"4,741.6","10,255","20,937","101,443","150,062.6"
35,26,93,93,0,95,"4,548.6","6,896","8,442.5","16,721","67,700.3"
36,1,94,94,0,36,"8,632.4","9,241","9,605","10,713","39,977.6"
37,23,117,117,0,71,"2,570.2","3,450","4,077","5,519","15,966.2"
38,1,118,118,0,15,"13,968","14,824","15,385","18,640","30,344.6"
39,1,119,119,0,68,"1,747.2","2,505","2,630","6,461","23,895.8"
40,1,120,120,0,83,"2,516.4","3,098","3,599","11,260","151,039.4"
41,9,129,129,0,92,"2,926.4","3,530","4,907","13,305","64,493.2"
42,1,130,130,0,21,"31,416.6","32,455","32,714","36,023","57,435.2"
43,8,138,138,0,61,"12,389","12,626","13,330","20,086","150,938.4"
44,60,198,281,0,108,794.3,"1,204","3,300.5","25,536","60,398.9"
45,121,315,319,0,37,"4,184.2","4,538","5,191","15,971","105,759.6"
46,1614,"1,933","1,950",0,83,"1,934.8","3,038","5,248","8,135","30,628.4"
47,32,"1,965","1,965",0,10,"3,380.8","3,912","4,316","6,343","28,885.8"
48,4326,"6,291","6,291",0,93,"2,862.1","3,716","5,764.5","12,331","56,778.3"
49,244,"6,514","6,535",0,23,"9,139","10,007","11,042","18,208","122,524.2"
50,7764,"14,299","14,792",0,110,"3,234.5","4,745","7,089","13,253","40,208"
51,465,"14,764","14,764",0,20,"8,123.4","10,232","10,457","17,669","56,069.8"
52,12391,"27,155","27,155",0,98,"6,144.9","7,535","11,738","30,670.5","193,909.3"
53,355,"27,450","27,597",1,38,"4,855","9,391","12,892","171,841","426,788"
54,27241,"33,958","57,546",2,92,"6,852","17,055","24,126","85,458","283,861"
55,2394,"37,421","57,145",1,58,"11,205","12,769","28,597","152,734","575,707"
56,5672,"37,809","64,713",2,29,"12,413.7","20,266","210,283.5","306,038","481,841"
57,33615,"38,242","96,432",4,106,"9,347.4","26,522","115,720","206,260","320,044"
58,24865,"70,382","121,297",3,57,"11,060","46,614","106,504","200,817","275,696"
59,1245,"72,373","122,542",2,17,"11,310","100,672","259,854","361,049","434,860.8"
60,33615,"150,896","156,157",2,139,"13,477.6","53,163","156,144","250,147","316,473.2"
61,19189,"172,176","185,820",3,87,"10,720","67,823","127,108.5","210,861","290,114"
62,20391,"187,245","195,737",0,98,"12,772","56,003","118,118.5","123,416","302,899"
63,22861,"207,211","218,598",1,51,"4,717","45,607","72,667","109,514","293,210"
64,8422,"227,020","227,020",0,60,"25,419","38,554","104,636","201,296","363,857"
65,15360,"227,363","242,380",2,56,"4,305","17,658","93,657","207,772","497,395"
66,8800,"247,350","259,605",2,38,"8,514","68,714","126,112","221,424","624,448"
67,7901,"259,081","272,512",1,121,"9,805","54,859","108,878","203,996","548,093"
68,33615,"292,696","292,696",0,103,"59,785.8","133,896","331,304","534,178","965,960"
69,1310,"294,006","299,678",1,123,"31,898","111,792","280,949","448,692","848,088"
70,15778,"304,093","317,765",3,64,"17,156","95,661","234,351.5","382,053.5","791,969"
71,6588,"315,293","316,372",1,131,"26,569","62,857","179,415","357,644","704,351.5"
72,22217,"338,589","338,589",0,108,"7,073","66,790","142,730.5","271,917","641,690"
73,17767,"355,376","372,204",1,104,"9,546","35,658","78,258","208,670","589,178"
74,28500,"384,856","389,971",0,79,"14,074.9","39,687.5","84,357","232,799","569,962"
75,19681,"404,537","404,537",0,46,"12,932","70,254","225,861","687,170","1,618,353.4"
76,33614,"438,151","438,152",1,111,"14,963","83,028.5","188,170","592,926.5","1,387,779"
77,33615,"471,766","471,766",0,215,"41,347","204,182","404,944","512,620","1,879,130"
78,33616,"505,381","505,382",1,71,"13,309","174,009","357,710.5","478,087","1,852,582"
79,33615,"538,997","538,997",0,149,"48,074","107,110","262,209","357,677","1,747,094"
80,33615,"572,612","572,612",0,214,"45,644","169,100","368,522","922,844","1,572,108"
81,26851,"599,463","606,227",1,156,"12,666","151,950","567,255","922,105","1,432,460"
82,33615,"633,078","636,327",2,253,"39,226.5","138,994","533,299.5","790,168.5","1,170,024"
83,33615,"666,693","669,942",2,205,"13,825","130,756","411,684.5","714,810","1,078,968"
84,33615,"700,308","703,557",0,392,"13,453","171,825.5","255,993","368,971.5","722,937"
85,32995,"733,303","733,303",0,168,"48,056.4","206,474","709,208","1,114,447","2,261,016.8"
86,33615,"766,918","766,918",1,169,"65,792.4","314,047","651,423","943,276","2,098,692.8"
87,33614,"800,532","800,533",1,299,"28,387.8","247,645","441,819","783,985","1,963,657.2"
88,33615,"834,147","834,148",2,327,"44,953","366,884","928,972.5","1,498,077.5","2,362,500"
89,33615,"867,762","867,763",1,276,"19,828","438,724","812,402.5","1,425,316","2,132,066"
90,33615,"901,377","901,377",1,250,"71,256","380,744","748,495","1,256,942","1,931,645"
91,33615,"934,992","934,992",2,282,"16,824","310,556","552,995","1,227,589","1,785,370"
92,33615,"968,607","968,607",0,208,"16,113","459,769","1,062,505","1,357,201","1,942,284"
93,33615,"1,002,222","1,002,222",0,392,"20,540","313,813","738,993","1,296,402","1,839,927"
94,33615,"1,035,837","1,035,837",1,309,"78,163","538,172","1,911,846","2,847,730.5","4,715,592.3"
95,33615,"1,069,452","1,069,452",1,1013,"93,686","543,647","1,434,153","2,797,438","4,573,000"
96,33615,"1,103,067","1,103,068",3,613,"47,082","709,103","1,597,189","2,506,139","4,151,029"
97,33615,"1,136,682","1,136,683",3,557,"57,318","519,017","1,581,027","2,478,164","3,842,782.4"
98,33615,"1,170,297","1,170,298",1,713,"24,652.2","467,301","1,624,156","2,598,118","4,153,365.8"
99,33616,"1,203,912","1,203,913",1,322,"24,955","737,106","1,677,031","3,457,849","4,332,559"
100,33615,"1,237,528","1,237,529",2,341,"39,070","493,697","1,330,674","3,342,203","4,029,150"
101,33615,"1,271,143","1,271,144",1,668,"144,494","338,051","741,322","3,030,711","3,559,633"
102,33615,"1,304,758","1,304,758",0,631,"18,178","200,522","613,168","2,671,610","3,813,484"
103,33615,"1,338,373","1,338,374",1,693,"65,973","431,476","641,976","2,245,167","3,552,125"
104,33615,"1,371,988","1,371,988",0,604,"25,813","189,020","348,074","1,987,209","2,726,596"
105,33615,"1,405,603","1,405,604",1,244,"28,391","141,622","443,742","1,836,888","3,199,817"
106,33615,"1,439,218","1,439,218",0,266,"27,211","180,272","389,473","2,063,675","3,360,282"
107,33616,"1,472,833","1,472,834",1,834,"62,514","208,978","274,410","1,938,587","2,763,765"
108,33615,"1,506,449","1,506,449",1,1198,"94,997","157,208","590,257","1,613,206","2,598,430"
109,33615,"1,540,064","1,540,065",1,526,"109,470","352,289","1,053,467.5","2,100,643","2,681,875"
110,33615,"1,573,679","1,573,679",2,1027,"86,615","1,038,747","1,845,191","3,804,026","6,094,133"
111,33615,"1,607,294","1,607,294",1,507,"419,887","1,309,245","2,121,927","3,386,581","5,926,105.7"
112,33615,"1,640,909","1,640,910",2,705,"146,572.7","966,824","1,837,831","2,870,067","5,197,619"
113,33615,"1,674,524","1,674,525",2,1177,"20,107","679,104","1,643,889","2,586,799","4,922,049"
114,33615,"1,708,139","1,708,140",1,558,"13,169","902,395","1,784,165","2,116,749","4,886,247"
115,33616,"1,741,755","1,741,755",0,1306,"89,677","227,316.5","852,861.5","1,834,408","4,140,785.5"
116,33615,"1,775,370","1,775,370",1,326,"164,397.2","553,576","1,228,290","2,176,239","3,323,678"
117,33615,"1,808,985","1,808,985",1,268,"146,876.6","726,510","1,147,242","1,914,767","3,626,054.8"
118,33615,"1,842,600","1,842,600",1,1045,"72,932","222,925","656,570","1,039,568","3,999,580.4"
119,33615,"1,876,215","1,876,215",0,306,"63,226","315,533","790,319","1,832,760","3,129,691"
120,33615,"1,909,830","1,909,830",1,972,"204,932","353,575","429,215","932,708","4,081,509"
121,33615,"1,943,445","1,943,445",0,498,"19,614","144,503","292,033","624,017","4,010,840"
122,33616,"1,977,060","1,977,061",0,228,"53,229","140,348","255,551","666,688","2,235,846"
123,33615,"2,010,676","2,010,676",1,221,"112,429","130,942","295,345","834,243.5","4,030,997.2"
124,33616,"2,044,291","2,044,292",1,241,"80,526","174,479","356,700","881,748","2,585,558"
125,33615,"2,077,906","2,077,907",0,339,"66,391","172,989.5","876,479","1,138,658","2,065,525"
126,16826,"2,094,733","2,111,522",1,527,"69,603","159,198","584,164","669,794","1,825,915"
127,33615,"2,128,348","2,145,137",0,398,"75,411","209,346","262,870","299,547","1,588,080"
128,33616,"2,161,964","2,161,964",0,371,"59,639","111,596","143,783.5","421,065","2,869,071"
129,12979,"2,171,047","2,192,674",0,196,"16,720","30,830","82,741","146,973","1,337,594"
130,44,"2,174,987","2,174,987",0,89,"1,186","3,208","24,347","120,755","1,364,746"
131,321,"2,175,308","2,175,308",0,233,"41,896","45,057","55,681","90,233","1,199,934"
132,33615,"2,208,923","2,208,923",0,108,"31,687","53,357","104,378.5","292,268","1,257,333"
133,33615,"2,231,120","2,242,538",0,108,"37,414","44,879","79,141","323,551","2,323,343"
134,20939,"2,263,477","2,263,481",0,72,"16,871","34,249","70,858","319,715","2,260,911"
135,1,"2,263,478","2,263,478",0,222,"23,505","24,812","25,885","160,988","2,043,417"
136,4,"2,263,482","2,263,482",0,48,"4,185","4,933","21,858","119,371","1,998,529"
137,15,"2,263,497","2,263,497",0,785,"24,223","25,066","26,485","57,413","1,216,146"
138,1,"2,263,498","2,263,498",0,38,"1,810","2,610","32,026","42,524","1,180,320"
139,2,"2,263,500","2,263,500",0,37,"1,044","1,986","4,201","32,108","1,145,484"
140,2,"2,263,502","2,263,502",0,32,"1,986","2,283","25,098","56,696","1,114,376"
141,1,"2,263,503","2,263,503",0,117,"5,436","5,686","7,142","31,967","998,379"
142,1,"2,263,504","2,263,504",0,47,"1,297","1,705","7,317","27,557","957,213"
143,2,"2,263,506","2,263,506",0,48,"25,268","26,234","27,421","35,059","913,225"
144,7,"2,263,513","2,263,513",0,43,"3,168","3,627","4,506","11,821","870,926"
145,1,"2,263,514","2,263,514",0,13,"15,098","16,267","16,975","22,222","859,062"
146,5,"2,263,519","2,263,519",0,48,"2,119","2,746","5,325","12,174","811,588"
147,5,"2,263,524","2,263,524",0,73,703,"1,694","11,052","36,581","739,256"
148,3,"2,263,527","2,263,527",0,78,"14,941","15,656","17,059","22,160","663,317"
149,2,"2,263,529","2,263,529",0,104,"6,215","6,855","7,769","10,062","563,278"
150,1,"2,263,530","2,263,530",0,66,"2,107.6","2,387.5","3,367","6,441","700,026.5"
151,3,"2,263,533","2,263,533",0,86,508,"1,349","4,449.5","12,736","615,518.6"
152,1,"2,263,534","2,263,534",0,78,976.7,"1,438","7,529","15,466.5","538,524.3"
153,1,"2,263,535","2,263,535",0,20,"22,563.6","23,132.5","23,514","34,384","521,482.7"
154,2,"2,263,537","2,263,537",0,63,"1,682","2,078","4,011","10,681","259,794"
155,4,"2,263,541","2,263,541",0,79,"1,025","1,333","4,671","10,345","183,351"
156,1,"2,263,542","2,263,542",1,47,"1,270","1,923","3,398","12,282","137,885"
157,6,"2,263,548","2,263,548",0,34,"1,340.9","1,822","4,012","6,173","309,625.5"
158,10,"2,263,558","2,263,558",0,102,"2,384.7","2,640.5","3,250.5","6,173.5","209,082.5"
159,1,"2,263,559","2,263,559",0,33,"4,084.4","4,332","4,990.5","5,971","205,120.9"
160,21,"2,263,580","2,263,580",0,98,"2,948.3","3,397.5","3,973","6,759","197,393.2"
161,1,"2,263,581","2,263,581",0,20,"3,086.6","3,382","4,301.5","5,956.5","193,211.5"
162,21,"2,263,602","2,263,602",0,106,"1,428.3","1,948","4,749","9,120","186,123.6"
163,21,"2,263,623","2,263,623",0,56,"2,567","3,052","3,397","4,106","89,344"
164,3,"2,263,626","2,263,626",1,82,979,"1,819","7,336","9,051","12,176"
165,1,"2,263,627","2,263,627",0,37,"1,475.2","1,686","3,236","5,302.5","166,752.1"
166,19,"2,263,646","2,263,646",0,85,"1,672","2,498","2,941","3,733","155,611.9"
167,21,"2,263,667","2,263,667",0,50,"2,472.3","3,290.5","3,573.5","4,418","151,885.3"
168,1,"2,263,668","2,263,668",0,89,"1,535.7","1,822","6,681","12,023","150,708.2"
169,1,"2,263,669","2,263,669",0,21,"9,902.2","10,211.5","11,244","14,930.5","154,636.6"
170,21,"2,263,690","2,263,690",0,100,"2,330","2,408","2,696","3,796","4,443"
171,21,"2,263,711","2,263,711",0,71,"1,876","2,182","2,435","3,748","7,438"
172,4,"2,263,715","2,263,715",0,50,"2,153","2,350","2,724","3,261","4,117"
173,18,"2,263,733","2,263,733",0,33,"2,879","2,941","3,240","5,346","7,835"
174,12,"2,263,745","2,263,745",0,78,"1,201","2,032","2,864","3,838","7,973"
175,10,"2,263,755","2,263,755",0,53,"1,900","2,112","2,389","3,882","5,523"
176,21,"2,263,776","2,263,776",0,83,"3,340","4,015","4,316","6,796","8,655"
177,21,"2,263,797","2,263,797",0,68,"1,513","1,648","1,871","4,127","7,132"
178,3,"2,263,800","2,263,800",0,48,"6,171","6,259","6,943","8,216","9,870"
179,19,"2,263,819","2,263,819",0,60,"1,569","1,932","2,295","3,602","4,292"
180,21,"2,263,840","2,263,840",0,79,"3,026","3,574","4,016","4,614","5,650"
181,14,"2,263,854","2,263,854",0,40,"7,225","7,692","8,444","9,904","12,533"
182,8,"2,263,862","2,263,862",0,16,"6,086","6,217","6,908","8,879","12,882"
183,21,"2,263,883","2,263,883",0,108,"1,089","1,777","2,453","3,418","4,442"
184,21,"2,263,904","2,263,904",0,73,"1,595","1,923","2,320","4,450","7,909"
185,1,"2,263,905","2,263,905",0,12,"1,950","2,436","2,708","3,184","4,109"
186,21,"2,263,926","2,263,926",0,76,721,"1,735","1,988","2,359","3,515"
187,21,"2,263,947","2,263,947",0,90,"1,728","2,383","2,504","3,998","5,187"
188,21,"2,263,968","2,263,968",0,72,"2,110","2,332","2,566","6,525","8,607"
189,7,"2,263,975","2,263,975",0,41,"2,769","3,513","4,966","5,797","7,967"
190,15,"2,263,990","2,263,990",0,63,"1,656","1,901","2,197","3,424","4,548"
191,21,"2,264,011","2,264,011",0,69,"1,887","2,111","2,575","3,351","4,452"
192,1,"2,264,012","2,264,012",0,5,"2,501","2,708","2,983","3,746","4,071"
193,21,"2,264,033","2,264,033",0,83,"1,753","2,033","2,288","3,343","4,076"
194,33,"2,264,066","2,264,066",0,101,"6,139","6,843","7,250","7,824","8,930"
195,9,"2,264,075","2,264,075",0,57,"1,314","1,579","2,038","2,412","3,157"
196,21,"2,264,096","2,264,096",0,61,"1,190","1,830","2,367","3,481","3,952"
197,21,"2,264,117","2,264,117",0,65,"2,772","2,882","3,200","5,823","7,022"
198,9,"2,264,126","2,264,126",0,50,"1,644","1,994","2,448","3,388","4,325"
199,13,"2,264,139","2,264,139",0,72,"2,690","3,185","3,590","4,218","4,933"
200,21,"2,264,160","2,264,160",0,54,"2,183","2,442","3,098","3,653","4,221"
201,21,"2,264,181","2,264,181",0,70,"1,346","1,679","2,021","3,757","4,281"
202,1,"2,264,182","2,264,182",0,19,"2,133","2,322","2,852","3,494","3,974"
203,29,"2,264,211","2,264,211",0,90,"1,687","1,769","2,238","3,419","3,954"
204,13,"2,264,224","2,264,224",0,62,"1,398","1,605","1,933","3,323","3,671"
205,21,"2,264,245","2,264,245",0,77,"1,624","1,745","2,407","3,412","4,011"
206,21,"2,264,266","2,264,266",0,52,"1,012","1,816","2,384","3,214","3,660"
207,21,"2,264,287","2,264,287",0,70,372,"1,233","1,722","2,717","4,195"
208,21,"2,264,308","2,264,308",0,64,"2,090","2,306","2,954","4,170","8,261"
209,1,"2,264,309","2,264,309",0,48,"1,281","1,350","1,910","2,689","3,656"
210,21,"2,264,330","2,264,330",0,71,"2,145","2,704","3,046","3,500","4,231"
211,21,"2,264,351","2,264,351",0,65,937,"1,636","2,230","4,671","5,239"
212,21,"2,264,372","2,264,372",0,59,"2,183","2,364","2,696","5,193","8,125"
213,21,"2,264,393","2,264,393",0,111,"1,871","2,073","2,419","3,515","4,040"
214,21,"2,264,414","2,264,414",0,40,"1,012","1,295","1,603","3,998","5,127"
215,2,"2,264,416","2,264,416",0,59,"5,603","6,268","6,494","7,447","8,139"
216,20,"2,264,436","2,264,436",0,44,"1,216","1,411","1,600","3,267","3,839"
217,21,"2,264,457","2,264,457",0,78,"1,565","1,777","2,277","2,915","3,648"
218,16,"2,264,473","2,264,473",0,62,"2,240","2,941","3,239","4,222","4,562"
219,14,"2,264,487","2,264,487",0,71,"2,127","2,358","3,245.5","5,175","106,614"
220,13,"2,264,500","2,264,500",1,57,646,"1,394","2,540","3,371","49,976"
221,21,"2,264,521","2,264,521",0,48,"1,790","2,331","2,679","3,202","6,294"
222,21,"2,264,542","2,264,542",0,91,"1,603","1,911","2,313","3,697","75,802"
223,21,"2,264,563","2,264,563",1,71,"1,390","2,118","2,979","4,384","61,298"
224,7,"2,264,570","2,264,575",1,59,"1,205","1,895","2,578","3,937","4,355"
225,15,"2,264,585","2,264,585",0,63,"1,623","1,845","2,347","3,457","4,378"
226,21,"2,264,606","2,264,606",0,49,765,"1,554","2,343","3,707","4,836"
227,20,"2,264,626","2,264,626",0,55,"2,117","2,486","2,842","3,663","4,548"
228,13,"2,264,639","2,264,639",0,71,"1,115","1,902","2,377","3,748","5,609"
229,10,"2,264,649","2,264,649",0,60,"1,737","2,248","2,424","3,425","3,767"
230,21,"2,264,670","2,264,670",0,62,"1,872","2,147","2,458","3,432","3,836"
231,21,"2,264,691","2,264,691",0,74,"1,829","1,971","2,545","3,698","4,296"
232,21,"2,264,712","2,264,712",0,62,"1,626","1,991","2,325","4,559","9,072"
233,15,"2,264,727","2,264,727",0,58,"1,766","2,249","2,679","3,957","4,658"
234,11,"2,264,738","2,264,738",0,74,"4,855","5,553","5,779","7,468","7,882"
235,17,"2,264,755","2,264,755",0,66,"2,249","2,410","3,029","3,765","4,279"
236,28,"2,264,783","2,264,783",0,91,"2,032","2,360","2,731","4,229","4,909"
237,7,"2,264,790","2,264,790",0,5,"1,693","2,115","2,429","3,002","3,938"
238,23,"2,264,813","2,264,813",0,83,"1,880","2,023","2,610","4,519","6,240"
239,6,"2,264,819","2,264,819",0,7,"1,595","1,733","3,162","177,886","180,010.4"
240,21,"2,264,840","2,264,840",1,103,"1,627","2,108","2,983","75,339","78,150"
241,16,"2,264,856","2,264,856",0,71,"3,727","3,798","4,734","7,130","8,244"
242,2,"2,264,858","2,264,858",0,14,729,"1,498","2,082","2,815","3,982"
243,25,"2,264,883","2,264,883",0,87,"1,400","1,781","2,472.5","4,567","8,279"
244,21,"2,264,904","2,264,904",0,77,769,"1,497","1,968","8,619","15,302"
245,1,"2,264,905","2,264,905",0,25,"1,701","1,967","2,350.5","2,860","3,687"
246,21,"2,264,926","2,264,926",0,95,994,"1,678","2,316.5","3,232","4,356"
247,21,"2,264,947","2,264,947",0,80,"1,445","1,752","2,985","6,243","8,039"
248,9,"2,264,956","2,264,956",0,7,"1,916","2,332","2,731","3,753","4,306"
249,30,"2,264,986","2,264,986",0,83,"1,323","1,592","2,293","3,930","6,119"
250,15,"2,265,001","2,265,001",0,74,998,"2,008","2,195","4,212","6,069"
251,10,"2,265,011","2,265,011",0,59,"1,301","1,643","1,753","3,195","3,710"
252,21,"2,265,032","2,265,032",0,71,772,"1,581","1,716","3,220","3,646"
253,21,"2,265,053","2,265,053",0,73,"1,786","1,875","2,582","3,280","3,799"
254,1,"2,265,054","2,265,054",0,6,971,"1,209","1,545","2,307","3,101"
255,27,"2,265,081","2,265,081",0,104,"1,390","2,204","2,459","4,226","4,877"
256,15,"2,265,096","2,265,096",0,55,"4,322","4,450","5,033","6,588","8,198"
257,21,"2,265,117","2,265,117",0,76,"4,911","5,212","5,706","6,381","6,854"
258,21,"2,265,138","2,265,138",0,58,"1,465","1,567","1,967","3,527","4,422"
259,21,"2,265,159","2,265,159",0,90,"1,738","1,858","2,167","2,576","3,218"
260,7,"2,265,166","2,265,166",0,28,"1,838","2,285","2,769","4,716","5,370"
261,23,"2,265,189","2,265,189",0,70,"1,666","2,449","3,048","4,457","6,323"
262,13,"2,265,202","2,265,202",0,73,"2,149","2,293","3,100","4,181","6,659"
263,21,"2,265,223","2,265,223",0,61,493,"1,350","1,700","3,119","3,452"
264,21,"2,265,244","2,265,244",0,70,"2,011","2,303","2,414","4,059","5,136"
265,21,"2,265,265","2,265,265",0,66,"1,129","1,828","2,279","4,248","6,251"
266,14,"2,265,279","2,265,279",0,59,"1,236","1,384","2,031","2,793","3,642"
267,8,"2,265,287","2,265,287",0,69,"2,238","2,513","3,031","5,194","7,236"
268,21,"2,265,308","2,265,308",0,48,"1,709","1,908","2,479","3,334","4,358"
269,1,"2,265,309","2,265,309",0,3,"2,026","2,159","2,671","4,009","4,474"
270,41,"2,265,350","2,265,350",0,102,"2,409","2,591","3,362","4,790","5,500"
271,21,"2,265,371","2,265,371",0,78,"1,276","1,443","1,784","2,930","3,933"
272,13,"2,265,384","2,265,384",0,78,530,"1,215","1,721","2,802","3,441"
273,9,"2,265,393","2,265,393",0,43,"1,619","1,698","1,898","3,108","3,764"
274,21,"2,265,414","2,265,414",0,74,771,"1,583","1,827","2,998","3,789"
275,21,"2,265,435","2,265,435",0,63,"1,186","1,832","2,086","3,550","4,259"
276,21,"2,265,456","2,265,456",0,81,"4,946","5,506","5,753","6,238","7,701"
277,21,"2,265,477","2,265,477",0,59,"2,266","2,414","2,849","4,065","5,651"
278,12,"2,265,489","2,265,489",0,48,"1,457","1,783","2,392","4,486","5,910"
279,10,"2,265,499","2,265,499",0,52,"2,141","2,249","2,661","3,571","4,098"
280,21,"2,265,520","2,265,520",0,63,"2,367","2,603","3,227","3,869","5,143"
281,21,"2,265,541","2,265,541",0,65,"1,680","2,401","8,178","132,817","134,095.2"
282,21,"2,265,562","2,265,562",1,82,"1,426.4","2,008","4,922","51,153","55,332.4"
283,21,"2,265,583","2,265,583",0,47,"4,073","4,423","4,782","7,009","10,775"
284,12,"2,265,595","2,265,595",0,80,"1,340","1,579","2,205","2,779","4,029"
285,10,"2,265,605","2,265,616",0,76,"3,598","4,092","4,745","6,706","7,899"
286,21,"2,265,626","2,265,626",0,64,"1,929","2,151.5","2,847.5","4,444.5","5,510"
287,12,"2,265,638","2,265,638",0,7,"2,233","2,562","2,952","3,859","4,525"
288,30,"2,265,668","2,265,668",0,89,"1,926","2,365","2,733.5","4,342","4,837"
289,21,"2,265,689","2,265,689",0,82,"2,007","2,173.5","2,528","4,693.5","10,681"
290,20,"2,265,709","2,265,709",0,59,"2,253","2,457","2,790","4,154","4,904"
291,2,"2,265,711","2,265,711",0,55,"2,034","2,805","132,024.5","207,650","211,052"
292,27,"2,265,738","2,265,739",1,86,"1,208.4","4,311","50,990","122,626","126,138"
293,15,"2,265,753","2,265,753",1,42,"1,276","1,745","5,524","80,700","86,069"
294,21,"2,265,774","2,265,774",0,77,"2,018","3,667.5","3,955","8,784.5","10,358"
295,21,"2,265,795","2,265,795",0,58,"1,571","1,856","2,171","3,656","4,756"
296,14,"2,265,809","2,265,809",0,57,"3,580","4,343","4,809","5,825","7,427"
297,19,"2,265,828","2,265,828",0,74,"1,247","2,066.5","2,456","5,921","9,752"
298,10,"2,265,838","2,265,838",0,48,888,"1,675","2,020","3,265","3,963"
299,21,"2,265,859","2,265,859",0,88,"1,657","2,048","2,653","3,646","121,387"
300,21,"2,265,880","2,265,880",1,79,536,"1,879","2,265","3,595","42,698"
