height,forkscount
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,0
31,0
32,0
33,1
34,0
35,0
36,2
37,0
38,1
39,0
40,1
41,2
42,2
43,3
44,2
45,5
46,3
47,2
48,3
49,4
50,2
51,2
52,2
53,2
54,1
55,0
56,1
57,3
58,3
59,2
60,1
61,5
62,3
63,4
64,1
65,1
66,2
67,4
68,3
69,3
70,0
71,0
72,3
73,1
74,2
75,1
76,2
77,3
78,1
79,0
80,1
81,1
82,2
83,2
84,0
85,1
86,0
87,1
88,2
89,0
90,1
91,0
92,0
93,1
94,0
95,0
