height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
0,1,1,"101293.60000000002",298010,402962,693522,"781417.3999999999"
1,2,2,"82153.40000000001",272764,375095,666283,"754642.6"
2,3,3,"74681.00000000001",260001,361481,653258,741682
3,6,6,"33354.600000000006",192927,292940,586059,"673538.2"
4,7,7,"2093.6",108361,207160,501036,589689
5,8,8,"3108.4",28614,120427,415179,"503514.6"
6,9,9,"1639.8000000000002",5285,68661,364805,"452639.3999999999"
7,10,10,"1537.8000000000002",1995,6939,280147,"367629.79999999993"
8,11,11,"1826.4",2377,4991,233120,"320437.39999999997"
9,12,12,"1443.2",2467,5622,172856,"260272.59999999998"
10,13,13,2157,2830,5003,94990,"181553.39999999997"
11,14,14,5055,5564,5981,43396,"129580.59999999996"
12,15,15,"982.8",1465,2431,14291,"100428.79999999996"
13,16,16,1243,1757,2749,3556,"23686.79999999996"
14,17,17,"1389.4",1736,1983,4644,"6685.4"
15,18,18,"1763.8",2123,2317,3669,"7835.5999999999985"
16,19,19,1290,1699,2155,3561,"6047.799999999994"
17,20,20,"1110.4",1498,3585,5380,"11823.39999999999"
18,21,21,"1224.8",1491,1932,3776,"17834.59999999999"
19,22,22,"9030.6",9321,9775,14035,18091
20,23,23,"8377.6",8977,9424,12890,"14973.799999999996"
21,24,24,1317,1718,2028,5921,"16516.4"
22,25,25,2298,3229,6356,8644,"14582.199999999995"
23,26,26,"5139.8",5495,6446,9293,"18348.39999999999"
24,27,27,"17630.8",18234,20154,21328,"68494.59999999992"
25,28,28,"15620.599999999999",16701,18576,30472,"36498.6"
26,29,29,"10599.599999999999",11789,13091,19844,"26589.6"
27,30,30,20731,22345,23137,30605,"37514.399999999994"
28,31,31,10009,10921,11499,15922,"22758.19999999999"
29,64,64,"1615.2000000000003",2454,3263,10901,17972
30,81,81,"2699.4",3300,6457,11277,"19908.599999999995"
31,94,94,"9882.2",10790,11699,16152,"29637.799999999996"
32,108,108,3695,4175,6386,25154,129676
33,116,116,1541,2309,"4883.5",15787,66487
34,117,117,"10901.7",11636,12971,17284,"56987.29999999984"
35,118,118,779,1246,2793,8806,128528
36,125,124,709,1167,1881,9202,61025
37,140,140,629,1003,1144,1714,"8427.999999999993"
38,141,141,"2978.4",3262,3666,4277,"9691.199999999999"
39,781,781,"6184.6",6632,7267,9894,"20279.199999999983"
40,1007,1007,"4337.3",4586,"5229.5",8541,"77957.89999999953"
41,2204,2184,"1890.4",2252,2932,14482,"103668.79999999993"
42,8452,8070,"1978.8000000000002",4320,"6049.5",19874,"27707.29999999998"
43,8661,8661,4951,5708,6782,10915,"22525.19999999999"
44,15807,15807,"4204.700000000001",5453,"7727.5",10781,"68115.29999999961"
45,16479,16356,"2364.2",3368,38381,134317,"148527.39999999994"
46,30209,28957,4856,"10776.5",25263,"34787.5","56026.5"
47,30578,30578,6755,14144,40099,176567,190388
48,58578,56427,"10344.5",17252,52897,"95533.5",129519
49,70520,61466,4889,33110,39818,57231,92156
50,70651,70651,"6517.799999999999",8792,157626,278584,"529700.5999999996"
51,122402,79936,9906,30151,100951,204868,417969
52,127921,84956,9822,35512,"123809.5",238063,414642
53,138355,87983,4705,57543,217545,643751,1171106
54,160509,90275,15235,26725,200064,608116,1080431
55,193932,93891,8087,40363,163589,497966,1009105
56,204361,184191,"5879.600000000001",50978,175082,452090,"957793.9999999998"
57,215779,188151,6044,111187,239121,426612,920199
58,265801,189654,10027,52078,157616,286558,838095
59,282023,191233,8190,65301,163470,305090,823008
60,334346,311513,16221,61323,153189,"273198.5",726314
61,362151,316645,15229,40253,"125632.5","242566.5","617575.6999999997"
62,370681,357424,"52326.100000000006",118133,276746,460100,640714
63,402169,376101,24549,156952,273620,412702,562683
64,444605,412903,29669,113089,271928,392849,"528450.9999999999"
65,501611,448598,"121981.79999999999",210956,336706,492704,"598339.2000000001"
