height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
66,545529,449424,"9698.300000000001",51619,"130849.5",213722,"294627.19999999995"
67,570389,474222,23878,90858,"185704.5",383001,626692
68,569438,515355,"28492.800000000003",91735,216048,391566,1084550
69,583125,567133,22759,136363,"264979.5",526927,1073244
70,614907,594810,9903,103719,207655,542343,1690614
71,704144,629247,"27737.5",128934,290007,455821,"2074767.5"
72,763731,640157,"57397.600000000006",291936,642487,928877,1979495
73,774641,683278,31987,316227,559976,847741,1771483
74,872797,817762,"17255.5","305845.5","520903.5","744390.5",2046840
75,986297,893102,30284,98562,283804,661443,2259201
76,979601,979601,77795,150118,172672,800423,2209550
77,1113914,1052566,29142,151604,216109,678935,2130084
78,1154497,1079448,"28534.000000000007",123230,800977,1082728,2344599
79,1213931,1194227,32237,272052,469456,727006,1950513
80,1341339,1282781,"22526.800000000003",263054,388024,781039,2959968
81,1434362,1408530,"24854.700000000004",277898,488776,1191675,2897339
82,1543012,1478171,"45356.50000000001",165184,366907,1169811,2642327
83,1612653,1531222,58810,80498,273286,898215,2309383
84,1747135,1682159,31883,176356,503516,1280207,2577757
85,1850821,1812480,26687,"120246.5","166143.5","517646.5",1956879
86,1893012,1893012,46650,99210,581174,1301692,1842964
87,2027495,1926244,"25594.2",162864,513980,1146323,"1853608.5999999992"
88,2060727,2054952,"20177.600000000002","148364.5",308653,"1061241.5","1815187.4999999974"
89,2122555,2075899,"38247.50000000001","74299.5",359483,"845606.5","1849585.0999999826"
90,2235268,2151747,"15769.7",89660,"310962.5",871772,"1795327.4999999825"
91,2293330,2293330,"22354.4",34122,60643,537465,"1626537.399999987"
92,2357878,2340500,"84949.6",122675,126722,137086,"1022596.1999999871"
93,2361734,2361734,"8193.100000000002",12303,"15179.5",27216,"560291.0999999829"
94,2365161,2362239,"3754.0000000000005",5381,7739,12804,"813331.1999999871"
95,2371464,2371464,"6730.6",8224,11929,13938,"761528.5999999872"
96,2376080,2376080,4327,6085,9079,30840,132237
97,2378254,2377799,3696,4858,7016,15871,116524
98,2380730,2380730,"2847.5",4596,5804,9801,"985000.3999999915"
99,2382431,2382431,"1239.7",2314,"3533.5",5084,"955934.1999999915"
100,2382432,2382432,"1081.1",1632,"1888.5",2079,"896662.0999999916"
101,2382433,2382433,"1408.5",1918,"2337.5",2470,"889571.4999999916"
102,2382434,2382434,"1353.8",1845,"2143.5",2661,"873504.6999999918"
103,2382435,2382435,954,1325,"1888.5",2101,"849110.7999999919"
104,2382436,2382436,"1906.9",2184,"2983.5",3206,"819185.0999999923"
105,2382437,2382437,"1184.4",1578,"1918.5",2195,"792867.7999999925"
106,2382438,2382438,"1150.1000000000001",1527,1748,2239,"774492.6999999927"
107,2382439,2382439,996,1589,"1948.5",2328,"758424.9999999928"
108,2382440,2382440,1123,1646,1867,2110,"743127.199999993"
109,2382441,2382441,"614.1000000000001",999,"1245.5",1446,"723867.8999999932"
110,2382442,2382442,"1243.5000000000002",1757,"2054.5",2289,"708941.3999999933"
111,2382443,2382443,"1020.2",1571,1844,2135,"693490.2999999934"
112,2382444,2382444,1515,2027,"2265.5",2725,"669057.4999999937"
113,2382445,2382445,"1323.7",1637,2237,2499,"648633.1999999939"
114,2382446,2382446,"756.3000000000001",1328,1624,2091,"636121.299999994"
115,2382447,2382447,"1059.7",1328,1761,1977,"617014.1999999942"
116,2382448,2382448,"1052.3000000000002",1448,1675,2016,"595951.5999999944"
117,2382449,2382449,"1585.2",2135,"2257.5",2612,"578162.1999999946"
118,2382450,2382450,"219.00000000000006",1074,"1547.5",2031,"565077.2999999947"
119,2382451,2382451,"861.8000000000002",1147,1606,1854,"536819.699999995"
120,2382452,2382452,"804.0000000000001",1092,"1417.5",1836,"522367.79999999504"
121,2382453,2382453,"844.2",1394,1468,1732,"499673.9999999953"
122,2382454,2382454,"335.6000000000001",1138,1486,1898,"488324.1999999954"
123,2382455,2382455,"1733.9",2141,"2731.5",3007,"470536.2999999956"
124,2382456,2382456,742,1422,1988,2146,"495569.59999999596"
125,2382457,2382457,"542.3000000000001",1175,"1300.5",1752,"466427.39999999607"
126,2382458,2382458,1433,1801,1992,4525,202160
127,2382459,2382459,6244,7727,7946,8636,106085
128,2382460,2382460,"805.4000000000001",1241,"1524.5",1871,"373577.99999999657"
129,2382471,2382471,"764.9000000000001",1478,"1670.5",2933,"359019.8999999967"
130,2382472,2382472,"4875.200000000001",6071,"6385.5",7167,"354689.7999999968"
131,2382475,2382475,"1424.4",2116,"2368.5",2825,"334149.4999999969"
132,2382479,2382479,"1627.1000000000001",2196,"2779.5",3224,"310392.1999999971"
133,2382484,2382484,"1025.3",1608,"1696.5",2634,"286616.8999999974"
134,2382495,2382495,"1070.8000000000002",1559,2060,2941,"274448.9999999975"
135,2382498,2382498,"1118.4",1619,"1767.5",2589,"258721.69999999768"
136,2382507,2382507,"740.8000000000001",1286,1752,2236,"234059.6999999978"
137,2382520,2382520,"1707.5",2261,"2558.5",2910,"218565.19999999803"
138,2382541,2382541,1168,1565,"1826.5",2519,633215
139,2382551,2382551,1331,1688,2236,2625,578621
140,2382562,2382562,"1320.5",1772,2088,2594,"230237.49999999884"
141,2382564,2382564,"2056.8",2452,"2770.5",3011,"149992.69999999885"
142,2382573,2382573,"1405.8000000000002",1976,2324,2769,"124186.39999999887"
143,2382584,2382584,1079,1632,"1955.5",2341,"100518.99999999907"
144,2382594,2382594,"1951.7",2483,2601,3103,"77045.89999999931"
145,2382605,2382605,"1052.5000000000002",1497,1719,1944,"63849.59999999942"
146,2382606,2382606,"1490.1000000000001",2140,2489,3022,"64191.49999999943"
147,2382626,2382626,"1922.4",2271,2775,3215,"36226.59999999969"
148,2382646,2382646,"882.6000000000001",1404,1740,2226,"11978.69999999992"
149,2382672,2382672,"1219.8000000000002",1670,"1937.5",2293,"2589.1"
150,2382693,2382693,"1401.2",1666,"2338.5",2824,"3564.199999999997"
