height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
49,52,52,"3,199.4","3,896","4,769","5,649","10,798.6"
50,53,53,"1,714.4","2,529","3,277","4,665","8,898.8"
51,54,54,"2,195.4","2,843","3,240","4,066","7,046.2"
52,55,55,"1,849.6","2,422","3,495","3,994","6,303.4"
53,56,56,"3,847.6","4,606","5,172","7,104","15,450.6"
54,57,57,"1,543.8","2,003","2,370","3,746","8,638.6"
55,58,58,"2,027","2,865","3,393","3,990","11,110"
56,59,59,"1,795.6","2,357","3,245","5,298","19,564.8"
57,60,60,"1,397.8","2,226","3,691","7,560","22,372.4"
58,61,61,"3,488","4,429","5,323","7,557","11,697.2"
59,62,62,"1,465","1,891","2,469","4,242","9,344.4"
60,89,89,"2,430","3,328","4,117","6,284","24,049.8"
61,100,100,"1,828.8","2,939.5","5,634","17,329.5","43,224"
62,101,101,"2,695.2","10,290","20,059","26,919","45,347.6"
63,102,102,"1,804","4,768","12,535","19,556","37,589"
64,107,107,"2,795","4,586","11,439.5","17,324","49,234.7"
65,109,109,"3,745","5,752","9,659","15,971","25,529"
66,110,110,"2,720","6,361","8,381","15,943","44,199"
67,111,111,"2,028","4,116","9,054","15,121","36,749"
68,116,115,"1,833","6,019","25,321","30,385","36,599"
69,126,125,"6,317","8,372","14,248","16,616","24,484"
70,130,130,"2,407","3,563","5,570","7,747","14,208.4"
71,131,131,"2,336.8","3,326","4,104.5","8,524","24,586.6"
72,137,132,"2,342.8","3,052","4,033.5","8,782","17,130.6"
73,138,138,"1,410.6","2,389","2,964","5,997","15,707.4"
74,141,141,"2,582","3,419","4,770","10,775","43,473"
75,143,143,"3,047","4,997","7,435.5","19,958","29,791"
76,151,151,"2,290","3,461","4,746","6,795.5","11,387"
77,152,152,"2,319.2","3,060","5,057","6,039","15,547.4"
78,161,161,"4,709.8","7,399","9,470","12,349","26,639.8"
79,162,162,"2,751.8","4,350","4,995","7,819","16,474.4"
80,163,163,"4,701.4","5,851","7,454","14,217","31,340.3"
81,164,164,"1,780.7","2,364","3,489.5","9,097","18,077.6"
82,165,165,"1,094.8","2,262","2,697","3,790","10,410.8"
83,166,166,"2,246.1","3,062","3,955.5","10,335","50,463.6"
84,167,167,"3,084","4,616","8,658.5","15,365.5","22,963.3"
85,168,168,"3,006","4,371","6,389","12,799","21,650.2"
86,169,169,"2,203.2","2,777","4,523","7,536","11,546.4"
87,170,170,"2,397.4","3,255","4,642","7,325","17,004.8"
88,171,171,"2,875","3,781","6,895","55,617","69,204"
89,172,172,"2,808","4,869.5","14,975","30,687","42,550"
90,173,173,"2,019","4,217","5,374","8,784","23,443"
91,174,174,"2,942.2","4,141","4,864","9,715","16,494"
92,175,175,"1,530.6","2,902","3,642","6,942","23,542.6"
93,177,177,"2,025","4,119","4,905","6,648","22,136.6"
94,180,180,"6,342.8","7,457","8,277","19,464","46,932.6"
95,182,182,"6,371.1","10,642","12,633","23,369","62,254.9"
96,187,187,"6,220","9,113","13,489.5","32,428","67,152"
97,200,195,"3,482","4,541","12,941","25,406","57,246"
98,201,201,"2,813.4","4,610","7,831","12,475","65,636.4"
99,239,239,"3,131","4,886","6,849","25,352","98,587"
100,263,245,"6,379","8,015","15,342","50,327","125,440"
101,358,343,"3,705","4,689","7,555","24,905","100,587"
102,506,506,"16,214.6","18,500","19,995","26,893","118,566.4"
103,874,874,"8,721.8","14,899","20,030","37,208","136,145.2"
104,"1,040","1,040","3,379.8","5,345","11,979","50,082","143,784.6"
105,"1,160","1,151","2,391.8","5,857","16,536","65,174","139,953.4"
106,"1,264","1,264","14,336.8","18,794","22,860","79,957","155,053.2"
107,"1,502","1,502","5,745.8","13,392","76,938","89,992","147,621.6"
108,"1,697","1,612","8,884.6","18,461","57,378.5","90,199.5","146,372.8"
109,"2,074","1,979","5,573.2","10,655.5","21,955","85,249.5","175,233.1"
110,"3,691","3,691","8,914","15,143","101,520","128,931","161,388"
111,"5,641","3,695","12,106","33,174","70,711","110,766","139,981"
112,"7,234","6,266","11,796.5","37,892","76,322.5","108,157.5","183,662.6"
113,"9,485","8,363","8,117.4","25,753","50,617","77,591","165,404.2"
114,"12,270","9,555","8,358","18,478","28,509","66,223","95,796"
115,"14,357","14,357","28,478","39,766","59,765","101,748","156,435"
116,"17,541","16,341","7,079.4","14,077","47,437","81,811","134,827.1"
117,"19,401","17,786","4,301","8,069","21,594","53,250","119,427"
118,"20,280","20,280","8,075.4","12,604","20,690","98,268","145,487.4"
119,"20,952","20,952","4,988.6","9,411","13,005","82,899","167,615.8"
120,"29,691","29,691","12,916.6","15,823","21,659","26,126","124,294.4"
121,"31,734","31,734","10,534.4","14,750","18,038","43,372","111,565.6"
122,"36,002","36,002","6,328.2","8,527","11,847","49,405","98,656.6"
123,"42,199","38,298","17,614.6","21,942","25,080.5","45,685","92,151.1"
124,"44,343","44,343","8,559.8","12,917","14,527","58,067","127,215"
125,"57,614","50,485","5,103","11,870","16,883","34,443","137,823"
126,"60,529","57,647","5,014","9,446","12,119","27,801","145,878"
127,"68,742","62,255","5,291","11,290","14,587.5","25,418","142,427"
128,"75,039","69,070","5,166.9","6,679","8,889","30,136","157,181.3"
129,"78,883","78,883","8,384","11,956","82,237.5","114,766","254,769"
130,"85,863","85,346","8,623.9","34,923","66,773","114,803","247,328.6"
131,"93,027","86,448","6,405.3","19,757","67,664.5","143,039","220,532.2"
132,"120,064","91,202","3,664.3","9,718","14,859","33,374.5","139,365.2"
133,"132,167","110,700","15,381","17,440","22,868","67,917","125,668"
134,"134,402","133,180","7,147","7,501","14,077","35,692","94,874"
135,"151,560","149,319","3,060","13,143","15,068","40,913","84,914"
136,"154,740","149,772","3,863","8,639","11,207","36,720","92,137.8"
137,"156,853","156,853","5,273","5,574","7,656","52,047.5","126,590"
138,"163,063","161,727","6,331","7,550","42,326","120,161","170,874"
139,"178,365","168,938","8,159","13,051","74,979.5","121,567.5","211,757"
140,"179,610","169,343","1,590","7,961","19,180","87,722","176,755"
141,"201,886","201,886","14,051","25,171","37,433","85,231","169,494"
142,"202,350","202,350","3,477","19,262","28,200.5","77,013","288,212"
143,"206,075","206,075","1,570","18,256","34,430","86,763","287,515"
144,"215,655","207,651","15,288.8","46,247","163,801","283,269","331,235.8"
145,"249,270","238,792","26,070","84,962.5","221,136","357,537.5","490,772"
146,"272,408","242,642","29,480.4","149,165","229,034","317,516","455,543.4"
147,"290,664","276,257","7,194.2","110,234","205,649","269,483","405,006.6"
148,"305,933","288,484","26,475","119,706.5","199,895","308,261","539,669"
149,"322,100","315,481","30,909","136,902","210,115","324,802","546,922"
150,"355,715","349,096","21,760","68,124","137,994.5","235,405","441,323"
151,"382,712","372,823","8,109","35,294","128,754.5","221,056.5","517,426"
152,"405,821","404,831","12,064.6","99,351","178,393","369,084","646,570.8"
153,"438,446","436,779","27,696","52,130","154,119.5","339,541","621,272"
154,"472,062","453,613","6,312","43,155","153,109","342,041","543,897"
155,"483,432","479,489","7,453.7","73,936","153,292","411,701","820,133.5"
156,"517,047","507,991","15,788","94,362","275,548","372,345","676,064.5"
157,"550,662","541,606","10,222","106,755","198,602","354,450","715,960"
158,"575,222","562,697","24,962.4","168,366","282,518","431,516","721,406.8"
159,"601,600","596,312","8,817","100,754","261,022","500,766","683,667"
160,"629,927","629,927","55,384","158,798","353,469.5","534,061.5","1,109,095"
161,"663,543","663,542","14,294","127,591","262,670","522,457","1,067,785"
162,"697,157","690,003","8,956.2","137,102","268,345","617,968","1,004,389.7"
163,"730,772","730,248","10,216.8","86,597","183,636","512,083","820,302.2"
164,"763,863","763,863","67,907","102,038","301,898","595,973","952,534"
165,"797,478","797,478","10,467","103,614","310,902","769,175","1,946,791"
166,"831,093","831,093","9,307","78,496","382,053","761,629.5","1,861,682"
167,"864,708","864,708","51,935","114,529","417,793","909,552","2,100,318"
168,"898,323","898,323","10,842.6","329,168.5","943,208","1,942,491","3,381,789.9"
169,"931,938","931,938","44,548","337,334.5","1,072,313.5","1,795,878","2,970,045.5"
170,"965,553","965,553","10,534.7","311,103","968,304","1,485,438.5","2,598,784.6"
171,"999,168","999,168","10,373","128,901","859,815","1,403,530","2,706,073"
172,"1,032,783","1,032,782","8,231","66,218","1,013,370","1,636,906","2,562,955"
173,"1,066,398","1,066,397","9,077","292,348","1,380,889.5","1,981,640.5","2,659,459.4"
174,"1,100,013","1,100,012","8,707","63,686","685,028.5","1,160,771","2,002,489.4"
175,"1,133,628","1,133,627","8,260","146,338","536,058","1,476,695","2,145,526"
176,"1,167,243","1,167,243","10,207","142,776","651,138","1,342,037","1,993,948"
177,"1,200,858","1,200,857","9,356","70,894","433,558","1,233,378","2,235,056"
178,"1,234,473","1,234,473","9,916","67,308","104,426","613,970","1,733,701"
179,"1,268,088","1,268,088","10,221","86,006","124,645","757,301","1,629,382"
180,"1,301,704","1,301,702","9,929","81,526","88,055","559,779","1,637,882"
181,"1,335,319","1,335,318","10,364","69,513","124,596","1,000,568","1,545,367.6"
182,"1,368,934","1,368,934","15,647","88,556","110,722","1,036,875.5","1,832,296"
183,"1,402,549","1,402,549","10,744","104,708","154,176","975,934","1,767,660"
184,"1,436,164","1,436,164","10,905.2","124,737","603,633","967,165","2,101,481.8"
185,"1,469,779","1,469,779","10,385.6","75,462","493,106","809,621","2,046,123.6"
186,"1,503,395","1,503,394","10,313","161,570","583,997","809,470","2,283,121"
187,"1,537,010","1,537,009","10,555","237,722","587,517","959,299","1,855,948"
188,"1,570,624","1,570,623","9,327","65,370","123,191","495,379","1,961,475"
189,"1,604,239","1,604,239","67,169","149,771","906,801","1,448,030","2,316,523"
190,"1,637,854","1,637,854","57,723","149,567","785,560","1,312,502","2,115,684"
191,"1,671,469","1,671,469","8,303.4","331,943","640,664","1,185,950","1,787,872"
192,"1,705,084","1,705,084","9,447","123,454","772,970.5","1,222,889","1,838,110"
193,"1,738,699","1,738,698","9,603","131,686","512,616","1,011,220","1,820,475"
194,"1,772,314","1,772,314","7,572","135,251","534,347","684,664","1,613,805"
195,"1,805,930","1,805,928","9,030","52,426","342,672.5","508,356","1,548,245"
196,"1,839,545","1,839,545","13,849.3","267,849.5","564,363.5","802,480.5","1,543,372.8"
197,"1,873,160","1,873,159","8,286.6","58,770","179,239","354,138.5","783,057"
198,"1,906,775","1,906,775","9,422","145,097","258,727","360,678","839,117"
199,"1,940,390","1,940,390","34,338","83,242","130,266.5","424,462","618,861"
200,"1,974,005","1,974,004","10,722","51,406","88,161","338,926","618,966"
201,"2,007,620","2,007,619","11,942","58,954","145,870","524,017","883,337"
202,"2,041,235","2,041,234","9,325","52,746.5","76,045.5","297,936","688,300"
203,"2,074,850","2,074,849","11,136","51,253","93,817","188,330","791,536"
204,"2,108,465","2,108,465","7,970","43,827","66,399.5","281,405","487,108"
205,"2,142,079","2,142,079","8,359","38,496","50,295.5","193,617","425,092"
206,"2,175,694","2,175,694","9,736","44,761","77,224","244,200","529,158"
207,"2,209,309","2,209,309","7,196","24,987","39,783","92,719","505,337"
208,"2,242,925","2,242,924","6,069","32,759","35,407","117,099","493,333"
209,"2,276,541","2,276,541","5,105","31,933","39,265","44,227","453,878"
210,"2,310,156","2,310,156","18,172.2","21,624","31,114","36,843.5","420,391"
211,"2,343,771","2,328,513","6,095.1","12,071","18,394.5","20,395.5","419,285"
212,"2,362,128","2,362,128","15,444.6","20,541","25,121","32,076","414,997"
213,"2,382,705","2,382,705","12,950.2","17,259","19,205","24,123","392,148"
214,"2,382,708","2,382,708","2,669","4,290","5,520.5","12,620","367,689"
215,"2,382,712","2,382,712","3,769","4,594","6,381","8,397","353,687"
216,"2,382,714","2,382,714","1,836","3,018","3,924.5","6,178","346,428"
217,"2,382,715","2,382,715","4,298.5","5,588","13,285.5","18,105.5","296,961.6"
218,"2,382,717","2,382,717","2,718.5","4,020.5","7,700","12,366","290,475.5"
219,"2,382,718","2,382,718","3,825.8","6,063","11,290","30,406","289,046"
220,"2,382,723","2,382,722","2,486.6","3,692","4,727","22,079","280,479"
221,"2,382,724","2,382,724","1,560.7","2,268.5","3,125.5","4,108","302,038"
222,"2,382,725","2,382,725","1,475.1","2,311.5","2,531","3,020.5","276,649"
223,"2,382,733","2,382,733","1,246.8","1,652","1,824","1,976","258,514"
224,"2,382,735","2,382,735","1,389.4","1,801","1,916","2,256","249,233"
225,"2,382,738","2,382,738","2,232.2","2,690","3,115","3,318","233,294"
226,"2,382,749","2,382,749","1,984","2,449","3,294","3,432","210,956"
227,"2,382,750","2,382,750","1,225.6","1,476","1,964","2,415","207,498"
228,"2,382,756","2,382,756","1,190.4","1,577","1,900","2,469","181,161"
229,"2,382,761","2,382,761","1,872.2","2,175","2,271","2,695","179,882"
230,"2,382,764","2,382,764","918.2","1,317","1,862","4,597","161,540"
231,"2,382,770","2,382,770","3,002","3,732","4,484","4,957","156,103"
232,"2,382,775","2,382,775","5,895.8","6,146","6,484","8,144","131,602"
233,"2,382,776","2,382,776","1,696","2,087","2,326","2,700","120,037"
234,"2,382,777","2,382,777","1,736.2","2,006","2,145","2,972","105,623"
235,"2,382,786","2,382,786","1,760.4","2,122","2,515","2,871","83,233"
236,"2,382,788","2,382,788","1,483.8","1,902","2,418","2,841","72,904"
237,"2,382,789","2,382,789","2,153","3,035","3,125","3,699","64,436"
238,"2,382,801","2,382,801","1,346.8","1,839","2,358","3,036","43,051"
239,"2,382,802","2,382,802","1,618.4","1,923","2,389","2,631","26,666"
240,"2,382,803","2,382,803","840.6","1,140","1,739","2,007","11,404"
241,"2,382,804","2,382,804","1,391.4","1,740","1,926","2,178","2,512.4"
242,"2,382,805","2,382,805","1,396.8","1,709","2,417","2,534","2,935"
243,"2,382,826","2,382,826","1,031","1,856","2,417","2,686","2,922.6"
244,"2,382,827","2,382,827","1,388.2","1,768","1,930","2,596","3,146.6"
245,"2,382,828","2,382,828","1,957","2,261.5","2,601.5","2,959.5","3,265"
246,"2,382,829","2,382,829","1,378.5","1,525","1,612","2,135","2,314.7"
247,"2,382,830","2,382,830","1,339.1","1,637.5","1,697.5","1,882","2,084.8"
248,"2,382,851","2,382,851","1,065.8","1,387.5","1,509","2,114","2,582.8"
249,"2,382,852","2,382,852","983.9","1,579.5","1,713","2,157.5","2,819"
250,"2,382,853","2,382,853",621,"1,420","1,531","1,936.5","2,643.2"
251,"2,382,854","2,382,854","1,803.4","1,976","2,230.5","2,592.5","2,818.6"
252,"2,382,875","2,382,875","1,863.8","2,030","2,271","2,607","3,730.4"
253,"2,382,876","2,382,876","1,953","2,286","3,280","27,635","28,438"
254,"2,382,877","2,382,877",584,"1,436","1,845","15,415","16,023"
255,"2,382,878","2,382,878","1,500.6","2,274","2,858","3,529.5","3,819.5"
256,"2,382,899","2,382,899","1,460.7","1,676.5","2,019","2,266","2,850.6"
257,"2,382,900","2,382,900","1,185.2","1,319","1,690","1,986.5","2,121.1"
258,"2,382,901","2,382,901","1,504","1,663","1,925.5","2,133.5","3,205.6"
259,"2,382,902","2,382,902","1,686.4","1,971.5","2,120.5","2,305.5","2,653.9"
260,"2,382,903","2,382,903","1,665.2","1,866","2,382","2,543.5","2,788.7"
261,"2,382,904","2,382,904",763,"1,419","1,852.5","2,284.5","2,684.5"
262,"2,382,925","2,382,925","2,007.8","2,147","2,332.5","2,713","3,183.9"
263,"2,382,926","2,382,926","961.1","1,185","1,749","1,969","2,249.1"
264,"2,382,927","2,382,927","1,405","1,615","1,854","2,064.5","2,198.1"
265,"2,382,937","2,382,937","1,586.3","1,958.5","2,229.5","2,668","2,969.7"
266,"2,382,949","2,382,949","1,183.1","1,453","1,773.5","2,211","2,362.3"
267,"2,382,950","2,382,950","513.1","1,507","3,894","43,302","44,369.5"
268,"2,382,951","2,382,951","950.8","1,293.5","2,354.5","18,817","19,917.5"
269,"2,382,960","2,382,960","1,558.7","2,175.5","2,332.5","2,742.5","3,441.1"
270,"2,382,973","2,382,973","1,513.6","1,806","1,970.5","2,248","3,166.1"
271,"2,382,974","2,382,974",278,"1,322.5","1,858.5","2,883","3,553.4"
272,"2,382,975","2,382,975","1,512.5","1,623","2,117","2,281.5","2,674"
273,"2,382,976","2,382,976","1,803.4","2,070.5","2,568","3,033.5","3,455.3"
274,"2,382,989","2,382,989","2,006.1","2,339.5","2,957","3,409","3,958.1"
275,"2,382,998","2,382,998","1,351.2","1,728.5","2,049","2,254.5","2,531.1"
276,"2,382,999","2,382,999","921.8","1,109","1,289.5","1,626","1,793.7"
277,"2,383,000","2,383,000","1,265.3","1,434","1,516","1,792","2,040.8"
278,"2,383,006","2,383,006","1,975.3","2,087","2,365","2,727","3,068.8"
279,"2,383,010","2,383,010","2,231","2,482","3,307.5","3,829","37,530"
280,"2,383,023","2,383,023","1,161","1,775","2,035.5","2,418","2,727"
281,"2,383,024","2,383,024","1,608","1,917.5","1,983.5","2,329","2,505.8"
282,"2,383,025","2,383,025",656,"1,250","1,794","2,012","2,266.8"
283,"2,383,044","2,383,044","1,798","1,994","2,409.5","2,627.5","2,861"
284,"2,383,047","2,383,047","1,984.3","2,308","2,473.5","2,560.5","3,257.7"
285,"2,383,048","2,383,048",727,"1,535","1,673.5","1,975","2,276.4"
286,"2,383,049","2,383,049","1,762","1,888","2,272","2,563","25,607"
287,"2,383,070","2,383,058","1,539.7","2,095","2,526","32,520","33,290.9"
288,"2,383,071","2,383,071","690.6","1,645","2,722","25,977","26,698"
289,"2,383,072","2,383,072","1,047","2,028","2,303.5","2,681.5","3,159"
290,"2,383,073","2,383,073","1,264.8","2,005","2,260","2,366.5","2,629.9"
291,"2,383,074","2,383,074","1,415.5","1,678","2,026","2,268","2,624.9"
292,"2,383,095","2,383,095","1,515","1,799","2,109.5","2,475","26,227"
293,"2,383,096","2,383,096","1,959","2,866.5","3,100.5","3,831","15,528"
294,"2,383,097","2,383,097","1,370","1,504.5","1,793","2,203","2,502.4"
295,"2,383,098","2,383,098","1,750.5","1,971","2,120","2,550","2,754.2"
296,"2,383,119","2,383,119","1,071.9","1,483.5","2,046.5","2,815","5,235.6"
297,"2,383,120","2,383,120","849.6","1,148","1,342","1,775","3,141.3"
298,"2,383,121","2,383,121",858,"1,193","1,696","1,901","14,547"
299,"2,383,122","2,383,122",790,"1,020","1,377","1,649","1,934"
300,"2,383,132","2,383,132","2,051.2","2,250","2,417","2,813.5","4,102.4"
