height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
81,1018281,1018281,7346,166170,218248,354189,3876863
82,1051896,1051896,"53126.5","160454.5","610176.5","853188.5",3020970
83,1085511,1085511,"43959.6",145971,413641,682862,"2093381.7999999986"
84,1119126,1119126,11908,114185,289647,705448,3403886
85,1152741,1152741,66691,216103,309559,1062819,3223306
86,1186356,1186356,43525,85301,"365620.5",814797,3090481
87,1219971,1219971,215081,283314,297218,745344,3022608
88,1253586,1253586,44384,84724,"146537.5",717243,2819040
89,1287201,1287201,11799,75750,125531,358860,2447831
90,1320816,1320816,68150,143042,231567,487729,2302290
91,1354431,1354431,54797,130371,280330,680936,2115446
92,1388046,1388045,"28422.100000000028",176606,"707787.5",1270816,1974927
93,1421660,1421660,50463,"295429.5","720812.5","995487.5",1639202
94,1455275,1455275,12787,255129,668287,941884,1569686
95,1488890,1488890,12056,134067,474194,884425,1377910
96,1522505,1522505,"168303.4",367942,806124,1089590,"1286507.2000000002"
97,1556120,1556120,"34987.200000000004",231017,"611280.5","841908.5","970266.4999999995"
98,1589735,1589735,10638,222108,"351859.5",504211,720544
99,1623350,1623349,9198,112883,274228,382226,595041
100,1656965,1656965,"32143.40000000001",137259,218679,363439,"576712.1999999997"
101,1690580,1690580,42572,172210,345764,522658,728430
102,1724196,1724195,9172,94597,"237697.5",405991,688104
103,1757810,1757810,39107,142902,343339,540458,815562
104,1791426,1791425,11817,87353,156451,393763,742812
105,1825041,1825040,10142,65846,249605,622452,1092583
106,1858657,1858656,34062,69780,247150,508808,1337766
107,1892272,1892271,17372,144531,518436,820164,1428671
108,1925887,1925886,42164,182168,526482,854929,1317856
109,1959502,1959501,"7631.1","149307.5",321086,"637200.5","1067750.8999999994"
110,1993117,1993117,12042,121961,235967,557850,1094393
111,2026733,2026733,7325,78992,119127,499956,"959963.1999999994"
112,2060348,2060348,"18370.000000000004",32250,86056,444688,"926118.2999999993"
113,2093963,2093963,"28352.60000000001",42347,56554,432490,"1068218.9999999995"
114,2127579,2127578,38283,57736,80185,174636,820630
115,2161194,2161193,"21048.2","40867.5",53984,99832,"655727.8999999985"
116,2194810,2194810,24313,28676,65545,340010,594594
117,2228426,2228425,"17230.600000000002",22948,46506,193381,"458338.2"
118,2262043,2262041,7141,30212,40926,152250,436854
119,2295658,2291285,"11723.300000000003","14225.5","18388.5",67035,"382220.6999999982"
120,2298748,2298748,3923,4217,12263,109309,313468
121,2332363,2317330,16110,30966,35585,116940,294568
122,2350945,2350945,"13668.400000000003",17653,21351,69200,"292608.59999999875"
123,2382697,2382697,"9975.400000000001",15167,"18400.5",36816,"285858.3999999992"
124,2382699,2382699,"8579.5",8828,9383,15667,"255044.49999999924"
125,2382700,2382700,"2546.4000000000005",2706,3099,18684,"177792.99999999886"
126,2382705,2382702,"1411.1000000000004",1510,"1932.5","7029.5","108159.59999999877"
127,2382717,2382717,"927.8000000000001",1093,1315,3693,"53369.799999999086"
128,2382738,2382738,"1089.6000000000001",1820,2173,2925,"46963.89999999961"
129,2382746,2382746,"840.2",1123,"1412.5",2330,"30347.799999999756"
130,2382760,2382760,901,1483,"1595.5",2664,"5934.8999999999905"
131,2382781,2382781,"840.3000000000001",1082,1376,2157,"4545.099999999994"
132,2382802,2382802,"2624.0000000000005",2873,3408,3746,"19723.999999999687"
133,2382823,2382823,"1020.6000000000001",1281,1618,2216,"2635.599999999999"
134,2382824,2382824,"670.4000000000001",827,"948.5",1784,"2370.199999999998"
135,2382845,2382845,"791.8000000000001",1038,"1379.5",3206,"6614.3"
136,2382866,2382866,"969.3",1268,"1504.5",1884,"3301.999999999998"
137,2382873,2382873,"1362.4",1678,2194,3132,"4586.099999999998"
138,2382888,2382888,"1253.3000000000002",1447,1768,2542,"3114.3999999999996"
139,2382909,2382909,"641.0000000000001",872,"960.5",2238,"2962.8999999999987"
140,2382930,2382930,"1684.9",1973,2384,2922,"3575.2"
141,2382951,2382951,"2377.3",2596,"2941.5",3733,"4467.099999999997"
142,2382972,2382972,"1439.5",1670,2053,2866,"3291.299999999999"
143,2382973,2382973,"1120.6000000000001",1297,1571,2197,"2798.3999999999987"
144,2382994,2382994,"1920.1",2099,2270,2919,"3529.7999999999993"
145,2383015,2383015,1859,2135,2324,2953,"3492.9999999999995"
146,2383036,2383036,1447,1662,"1891.5",2878,"3733.4999999999995"
147,2383037,2383037,"866.9000000000001",1206,"1624.5",1802,"2445.3999999999996"
148,2383078,2383078,"628.2",953,1164,2029,"2674.9999999999995"
149,2383099,2383099,"1144.5",1447,1685,2473,"2971.999999999999"
150,2383113,2383113,"1412.1",1664,"2144.5",2377,"4000.399999999995"
151,2383121,2383121,"981.5",1167,"1263.5",2108,"2427.299999999998"
152,2383142,2383142,1066,1639,"1791.5",2327,"3069.199999999999"
153,2383163,2383163,"1286.3000000000002",1490,1554,2301,"2787.6"
154,2383184,2383184,"2800.5",3030,"3512.5",4153,"5181.9"
155,2383205,2383205,"1305.8",1601,"2012.5",3020,"4533.299999999998"
156,2383218,2383218,"631.6",871,"1159.5",1581,"3143.099999999999"
157,2383247,2383247,1156,1310,1586,2631,40397
158,2383248,2383248,297,780,922,1522,2283
159,2383269,2383269,"646.3000000000001",915,1005,2100,"2791.3"
160,2383290,2383290,"1730.4",2009,2456,2985,"3382.3999999999987"
161,2383311,2383311,"1367.8000000000002",1560,"1961.5",2604,"3049.199999999997"
162,2383332,2383332,"1319.9",1539,"2016.5",2541,"3181.5999999999995"
163,2383353,2383353,1038,1329,"1643.5",2112,"3391.8999999999987"
164,2383361,2383361,"2075.3",2377,2648,3299,"3666.2"
165,2383373,2383373,"1034.4",1214,1475,2463,"3436.199999999996"
166,2383396,2383396,1258,1526,"1765.5",2507,2981
167,2383417,2383417,"396.2000000000001",1033,"1331.5",2120,"2675.6999999999994"
168,2383438,2383438,"1277.7",1839,1999,2284,"2842.0999999999995"
169,2383459,2383459,"1173.8000000000002",1354,1509,2142,"2793.2999999999993"
170,2383480,2383480,"916.2",1135,1218,2050,"3952.899999999997"
171,2383501,2383501,"1388.7",1655,"2050.5",2246,"2838.7"
172,2383502,2383502,"1114.8000000000002",1426,1825,1991,"2675.5999999999995"
173,2383525,2383525,"891.5000000000001",1138,"1253.5",2604,"3774.099999999996"
174,2383544,2383544,929,1457,"1601.5",2456,"3031.5999999999995"
175,2383565,2383565,"1243.2",1465,1730,2222,"2617.2"
176,2383586,2383586,"2480.2",2749,3038,3964,"5677.199999999998"
177,2383607,2383607,"1173.9",1449,"1796.5",2106,"2591.099999999999"
178,2383628,2383628,"3657.2999999999997",3971,4449,5237,7006
179,2383649,2383649,"699.7",919,"1105.5",2002,"3577.199999999999"
180,2383651,2383651,"1528.2",1739,"2204.5",3058,"4510.7999999999965"
181,2383681,2383681,"1045.6000000000001",1290,"1402.5",2281,"3252.099999999998"
182,2383692,2383692,"1903.2",2158,"2457.5",2809,"3329.8999999999996"
183,2383713,2383713,"1504.5",1652,"1956.5",2605,"3172.5"
184,2383734,2383734,"813.3000000000001",1051,"1454.5",2205,"26703.099999999773"
185,2383755,2383755,"1146.5",1562,"1691.5",2380,"3132.999999999999"
186,2383776,2383776,954,954,954,954,954
