height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
41,2149,2149,"1352.8000000000002",1613,1698,5570,"17044.799999999996"
42,6900,6900,"7644.8",8338,"9789.5",14862,"76508.39999999959"
43,7598,7529,"8739.2",9962,10640,16451,"158154.29999999984"
44,16675,14848,"2828.6000000000004",3804,6429,18322,"53791.399999999834"
45,17149,17149,2506,3548,3791,14815,"57147.99999999991"
46,28075,28075,"3836.4",5557,6556,18788,"39210.4"
47,28703,28703,"1568.2",2335,"3248.5",24206,"103028.7999999997"
48,57745,55497,"9517.900000000003",12006,"16522.5","32292.5","142799.69999999774"
49,58171,57761,9933,10623,12558,24221,213297
50,65083,64035,15338,17819,"30569.5",219912,448296
51,97806,65008,"6062.8",18579,24351,110444,"302785.6000000002"
52,131421,97983,7640,15720,"39045.5",121139,309865
53,137226,103647,5559,39862,283019,443151,720827
54,170842,139416,10322,42489,201239,369236,569867
55,204457,160030,8932,60003,"178578.5",332148,"530784.8999999999"
56,225636,168155,"5625.300000000003",96383,171274,281923,"520233.8999999992"
57,256551,177792,4354,42163,155680,247682,491576
58,265931,182125,"3421.8",25600,140616,230585,"458216.4000000001"
59,289748,272060,13315,88957,220581,359174,"441521.3999999999"
60,313820,309307,"20214.8",148058,224652,328294,"412552.79999999993"
61,347435,333295,"7814.300000000001",71641,220234,312462,469204
62,371355,338006,20654,85716,147960,254283,407992
63,393193,393193,68173,192333,314847,634650,972195
64,426808,402064,11559,94954,232990,523911,845749
65,460424,420862,14255,122404,248090,"426994.5",784883
66,444234,427895,24307,164697,262193,368636,815216
67,453643,453643,"45722.200000000004",101883,252744,397279,"794306.1999999995"
68,485517,485517,45270,162584,303881,500809,955919
69,519132,487172,12514,111890,269605,516685,865874
70,552747,520787,9538,119043,228971,411688,"936980.9999999987"
71,554403,554403,46900,97375,158063,272337,793592
72,588019,588019,"84343.2",146114,442575,548101,"813808.5999999992"
73,621634,603746,13992,135497,446984,670400,1278146
74,644959,644646,"122016.6",275082,470337,612723,"1270781.799999997"
75,678574,678261,10953,140951,227481,424213,1079939
76,712189,711876,11179,146782,305887,761966,1909436
77,745491,745491,"15926.300000000003",102256,211620,"628088.5","2029471.899999997"
78,779107,779105,6816,69161,"191224.5",630327,1980573
79,812721,812721,99605,193120,593844,1166749,1924017
80,846336,846336,39082,175272,575487,921255,1731933
81,879952,879951,14922,118631,433713,791662,"1588236.1999999997"
82,913567,913566,12180,94283,259107,793863,"1706276.7999999996"
83,947182,947182,74249,284151,775877,1052057,1838597
84,980797,980797,43049,163570,631589,920424,"1498375.799999998"
85,1014412,1014412,56946,235646,461149,892034,1493695
86,1048027,1048027,13438,182385,406210,708733,1197537
87,1081642,1081642,"49104.600000000035",259643,510786,885920,"1393940.7999999998"
88,1115257,1115257,"12340.2",70713,253072,633230,"1143143.7"
89,1148872,1148872,66062,737501,"1669765.5",4999835,10320813
90,1182487,1182487,82259,874170,2772806,"5868500.75",10229043
91,1216102,1216102,169768,1122646,3229063,5890038,9988401
92,1249717,1249717,168707,1890795,3787851,5551226,10058930
93,1283332,1283332,87066,1562700,"3192803.5","5681597.5",9270953
94,1316947,1316947,"12590.2",1458996,"2452013.5",5089082,"9421518.2"
95,1350562,1350562,10337,1604393,4252267,5277163,9331561
96,1384178,1384177,8130,1922450,3655193,6231031,8243150
97,1417792,1417792,11745,621754,"3001186.5","3882031.5",5411010
98,1451407,1451407,"79136.80000000006",933332,2766700,3189931,"4313254.199999994"
99,1485022,1485022,"17368.999999999996",73004,1922639,2458503,"4690188.800000001"
100,1518637,1518637,13698,674534,1135423,1447417,3876193
101,1552252,1552252,11975,140203,444936,816839,3451242
102,1585867,1585867,21777,125827,"213327.5",502891,3313672
103,1619482,1619481,20486,75951,"149548.5",379908,3144391
104,1653096,1653095,24620,73399,131303,508653,3078588
105,1686711,1686710,16031,53999,"110188.5","417839.5",3095370
106,1720326,1720326,16264,"77078.5",170795,"452451.5",3197271
107,1753942,1753941,12491,66265,138205,648184,3078147
108,1787558,1787557,12834,71436,133845,301695,2966579
109,1821174,1821173,9717,84237,133073,165894,2810572
110,1854789,1854789,"53451.50000000002","65782.5",99660,278945,"2824535.1999999946"
111,1888404,1888404,12917,83009,145948,452415,2785775
112,1922020,1922019,12994,46992,75354,203833,2644079
113,1955634,1955634,"36345.000000000015",66840,"78218.5","96187.5","2283117.7999999956"
114,1989249,1989249,64448,69802,101562,356525,759126
115,2022865,2022864,"21824.40000000001",65263,"105804.5",281938,"625060.3000000002"
116,2056480,2056480,7796,39662,64504,158739,550753
117,2090095,2090095,64976,77854,128109,354014,1844071
118,2123710,2123710,"17892.000000000007",48643,110470,264956,"940444.7999999886"
119,2157326,2157325,20856,60486,141663,232581,1753694
120,2190940,2190940,"10309.8",70175,"119801.5",189414,"462526.5999999919"
121,2224555,2224555,"67573.5",87076,193679,306516,"532605.2000000005"
122,2258170,2255374,21635,53390,89363,195149,"417347.80000000057"
123,2291786,2291786,"33872.00000000001",60652,84338,128358,"620595.3999999953"
124,2321276,2321276,17621,37306,55263,126538,350730
125,2354891,2354891,6543,31626,70271,116211,178318
126,2382593,2382593,6317,23076,53162,97821,126884
127,2382594,2382594,852,2423,19053,55810,263325
128,2382595,2382595,"1176.6000000000001","1499.5",6609,"11317.5","305438.99999999395"
129,2382596,2382596,"898.6000000000001",1084,"1513.5",5984,"200288.59999999392"
130,2382597,2382597,"6182.800000000001",6503,"7007.5",8346,"172725.59999999395"
131,2382598,2382598,"1710.0000000000002",1833,"1886.5","2831.5","111070.79999999402"
132,2382599,2382599,"1552.2","1866.5","2201.5",2647,"99058.89999999454"
133,2382600,2382600,995,1531,2029,"2833.5","96423.39999999478"
134,2382601,2382601,"2689.3",2826,3220,"3948.5","89229.99999999523"
135,2382602,2382602,"1390.1000000000001","1471.5",1949,2811,"84511.99999999549"
136,2382603,2382603,"1242.5",1496,"1780.5",2171,"77907.59999999576"
137,2382604,2382604,"324.10000000000014",969,1158,2185,"69896.79999999626"
138,2382605,2382605,3129,3200,3683,4075,134693
139,2382606,2382606,939,1460,1896,2352,69512
140,2382607,2382607,1070,"1521.5",1613,"2395.5","53879.59999999715"
141,2382608,2382608,"674.3000000000002","801.5","1256.5","1710.5","45212.39999999762"
142,2382609,2382609,1334,1906,"2326.5",2585,"41639.79999999792"
143,2382618,2382618,771,1391,1661,2670,"34290.899999998335"
144,2382623,2382623,"1474.4",1557,1703,"3123.5","26635.299999998715"
145,2382631,2382631,"1170.7000000000003",1354,1673,"3100.5","23376.399999998976"
146,2382640,2382640,"1211.0000000000002","1316.5","1930.5",2783,"19053.09999999927"
147,2382647,2382647,"2973.8",3125,3618,4671,"11136.099999999751"
148,2382668,2382668,"1241.3000000000002",1868,1964,2945,"5811.499999999967"
149,2382680,2382680,"2690.6","3003.5","3316.5","4134.5",4672
150,2382698,2382698,"1418.6000000000001",1565,"1837.5",3168,"6217.699999999997"
151,2382712,2382712,"991.4000000000001","1133.5",1569,2604,"3690.2999999999947"
152,2382733,2382733,"2305.1",2479,2878,"3429.5","3952.0999999999976"
