height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
0,1,1,"105,965.8","301,796","409,665","504,073","684,526"
1,2,2,"90,991","277,623","389,904","479,915","661,484.6"
2,3,3,"82,704.6","267,849","382,230","470,174","652,586.8"
3,6,6,"56,731.2","225,066","341,516","427,488","610,637.4"
4,7,7,"6,810","128,367","246,200","330,839","514,508.6"
5,8,8,"5,407","79,046","198,677","281,081","465,425.2"
6,9,9,"9,077.4","10,815","109,161","190,365","375,381.2"
7,10,10,"4,628.4","6,914","72,931","153,590","339,107.4"
8,11,11,"5,249.6","6,204","22,173","102,895","289,365.4"
9,12,12,"3,941.6","4,790","5,031","6,208","185,268"
10,13,13,"4,929.4","5,799","5,959","13,049","150,376.6"
11,14,14,"3,094","3,993","4,391","5,007","118,696"
12,15,15,"6,609.4","7,435","8,309","10,414","65,077.2"
13,16,16,"4,895.2","5,414","6,143","8,015","14,501.8"
14,17,17,"1,201.6","2,273","3,466","5,671","9,604.4"
15,18,18,"4,721.6","5,319","5,827","6,501","9,766.4"
16,19,19,"2,845","3,503","4,331","10,153","12,506.2"
17,20,20,"1,669.6","2,241","2,350","4,698","13,824.2"
18,21,21,"1,202.2","2,409","2,644","9,072","30,949.8"
19,22,22,"1,551","2,366","2,802","4,697","43,147.4"
20,23,23,"8,459.6","9,476","9,679","11,477","18,421.8"
21,24,24,"2,525.2","3,295","4,300","8,906","35,741.4"
22,25,25,"2,252.4","2,866","3,880","4,945","13,545.4"
23,26,26,"2,764.2","3,561","4,080","7,941","18,888.2"
24,27,27,"1,743.8","2,525","3,348","4,521","14,715.6"
25,28,28,"1,969.8","2,950","3,219","3,831","13,099.6"
26,29,29,"1,866","2,789","3,714","4,547","13,794.2"
27,30,30,"6,442.4","7,759","8,180","9,196","21,329.2"
28,71,71,"5,032","6,070","6,619","9,534","14,836.8"
29,72,72,"15,869.4","16,684","17,490","19,708","32,499.6"
30,94,94,"4,921.4","5,465","6,788","9,613","16,262.6"
31,95,95,"5,267.8","6,144","6,938","8,839","18,562"
32,108,108,"1,909.4","2,912","3,698","6,181","11,664.6"
33,109,109,"1,473.4","2,588","2,747","3,815","11,874.8"
34,110,110,"2,740.9","3,084","4,620.5","8,357","49,964.6"
35,111,111,"3,108","3,939","4,234.5","8,024","33,741"
36,112,112,"1,477","1,850","2,373","4,511","9,996.4"
37,113,113,"3,684.6","3,893","4,508","5,991","50,793.2"
38,134,134,"1,173.3","1,705","2,031","4,666","34,491.7"
39,349,349,"6,922.6","7,956","8,188","15,262","34,770"
40,483,483,"8,004.6","8,780","9,222","17,428","62,487.2"
41,"2,178","2,175","2,331.8","2,777","3,509","8,518","56,062"
42,"2,181","2,181","8,947.4","10,066","10,523","17,323","116,017.8"
43,"9,893","9,015","7,600.4","8,529","9,871","18,578","74,027.2"
44,"10,012","9,970","22,297.8","24,648","26,065","38,163","141,828.6"
45,"20,425","19,130","4,379","5,456","8,051","23,339","131,184"
46,"20,934","20,834","2,198.6","2,693.5","4,826.5","27,550","130,464.1"
47,"28,649","28,649","2,835.4","4,161","6,416","13,885","42,259.2"
48,"34,212","34,212","18,814","22,407","28,930","114,939.5","257,610"
49,"68,037","58,076","4,578","15,307","26,064","49,721","214,595"
50,"68,870","68,842","2,727.6","13,223","42,796","157,558","233,070"
51,"102,529","71,903","6,081","16,010","23,584","53,603","158,665"
