height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
0,1,1,"104881.00000000001",349469,472797,644613,770048
1,2,2,"83564.6",321358,462358,619989,742762
2,3,3,"69723.20000000001",302592,443600,614054,"724391.3999999999"
3,6,6,"34994.600000000006",241893,382817,554592,"664509.3999999999"
4,7,7,14084,204129,345126,519093,"627532.3999999999"
5,8,8,"12602.2",121362,262394,438218,"545529.3999999999"
6,9,9,"11129.400000000001",45613,186666,363703,"470318.3999999999"
7,10,10,13842,14297,124017,302928,"408207.79999999993"
8,11,11,"29972.8",30298,85354,265305,"370250.79999999993"
9,12,12,"19598.2",19988,22621,203947,"307987.39999999997"
10,13,13,7661,8173,8440,111124,"214779.39999999997"
11,14,14,"9421.800000000001",9865,11631,61965,"164673.19999999995"
12,15,15,5965,6430,6989,15860,"111855.19999999994"
13,16,16,"3494.2",4009,5342,6407,"62575.999999999935"
14,17,17,"2685.2000000000003",2998,4652,7168,"15711.599999999979"
15,18,18,3841,4149,4517,8127,"13514.399999999987"
16,19,19,"3192.2",3554,6753,7798,"10346.199999999995"
17,20,20,"6005.4",6224,7591,10589,"11822.199999999999"
18,21,21,11698,12078,15814,20954,"43197.19999999998"
19,22,22,"5351.8",5881,12505,16703,"25954.8"
20,23,23,5436,5849,9032,12306,"25390.39999999998"
21,24,24,4477,7024,8618,14427,"15743.399999999998"
22,25,25,"6251.4",6868,8950,10158,"22402.399999999994"
23,26,26,"12717.4",13820,14811,20052,"24696.6"
24,27,27,"3339.4",3747,4974,16663,"48799.39999999997"
25,28,28,15697,16402,20930,28760,"48651.399999999965"
26,43,43,"7482.4",8272,9272,20323,"92071.09999999971"
27,76,44,"3929.2",5654,13295,29365,"83502.39999999997"
28,78,78,"10081.8",11494,"18618.5",22868,"57884.09999999994"
29,93,93,3037,3888,7425,14186,"29527.19999999998"
30,112,112,"9135.8",9695,13332,17487,"29409.799999999996"
31,113,113,"3050.2",3945,5146,10724,"16150.599999999999"
32,114,114,"1079.1000000000001",1263,2162,7837,"51514.89999999963"
33,115,115,"3962.2",4366,"4674.5",7222,"47732.19999999967"
34,118,118,"972.2000000000003",1551,"2075.5",16237,"77222.19999999966"
35,137,137,"1359.2",1616,"6391.5","42559.5","78800.49999999997"
36,565,138,6002,6257,9362,25256,"42143.599999999926"
37,650,650,938,1707,"21899.5","172806.5",184596
38,1965,1872,1919,2651,"15173.5","87756.5",98788
39,4116,4116,"2508.8","3215.5",19663,34884,"91955.79999999993"
40,7896,4407,2612,3612,14310,23614,51674
41,8015,7994,9270,"9755.5","14891.5","82185.5",148015
42,17817,17637,2673,5896,13388,28087,68972
43,18194,18194,"7536.800000000001",9094,10522,28059,"96662.19999999997"
44,19728,19728,"10323.6",10995,12059,43167,"65865.2"
45,35851,35851,"12050.400000000001",14850,17450,22365,"30356.6"
46,38869,38869,46248,47160,50593,57194,588429
47,70332,66099,15795,23997,135677,208792,509700
48,95324,68320,"5364.8",25458,75931,171013,"453551.79999999993"
49,110956,76587,"5918.500000000002",30725,"80975.5",211078,"439010.20000000007"
50,114552,77798,3729,6474,"86592.5",175920,385745
51,149710,84939,"6756.5",20113,22412,90710,"320533.9000000001"
52,158995,100282,"12248.1",19277,73842,274200,"527195.8999999997"
53,183354,101396,10282,46282,228022,383049,502831
54,208824,183235,"7907.8",23820,206941,288390,"429464.19999999995"
55,214653,185025,"4421.300000000005","173343.5","277309.5","441770.5","778777.1999999997"
56,281820,188777,"7683.600000000001",152263,"273008.6666666667",459823,"687825.1999999997"
57,306400,247162,"8386.500000000007",119281,238479,430485,"604307.9999999998"
58,320796,264505,10150,143060,222347,379927,629701
59,358552,316802,6085,124219,259529,375246,"669206.9999999997"
60,421987,361068,"16670.4",62210,212058,332459,"673836.4000000001"
61,427909,393945,"27401.4",134181,210244,333694,"648930.9999999995"
62,428298,428298,28118,43035,124949,205302,513278
63,498719,430877,"21805.600000000006",39872,308311,528167,872638
64,534140,442886,"37711.399999999994",172714,315544,466920,787070
65,510598,473503,13149,124339,266334,474378,811845
66,532421,506702,9174,132427,274863,557115,740324
67,552020,542298,"11230.600000000002",108299,287188,403886,"671718.6"
68,601672,562529,8732,120490,208286,320794,610527
69,618870,584986,10301,86171,142142,264550,"557895.5000000002"
70,631181,631181,38496,98796,"227059.5",443958,659633
71,687124,656491,"17612.400000000027",111373,394262,582339,"727045.8999999999"
72,742923,711361,64069,145414,367623,484923,921982
73,811473,757825,37507,125162,220248,321935,1053838
74,867777,867777,42162,127934,293611,375523,1059806
75,961831,892072,7004,92470,"183979.5","278887.5",1087625
76,1027763,962513,57413,162210,379885,815328,1522974
77,1058073,1031274,7939,120974,"475005.5",749056,1369785
78,1064199,1062479,11129,151521,"504291.5",871755,1687154
79,1076027,1064952,72195,117173,313242,892199,"1561843.8"
80,1199435,1078329,85762,157064,353848,848909,"1511766.5"
81,1211359,1125464,10101,52974,166979,696687,1422292
82,1251323,1233123,36525,78419,139761,463393,1328186
83,1275714,1256503,90002,104261,271015,391209,943061
84,1410196,1410196,83373,111119,469009,890619,2353282
85,1450433,1412406,23636,72120,397067,697891,1473293
86,1523229,1523229,61350,107019,156707,262575,810079
