height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
0,1,1,"201,798","304,732","441,943","543,026.5","672,856.5"
1,2,2,"172,960.5","278,136","413,369","515,677.5","645,330"
2,3,3,"166,391","272,235","407,153.5","509,594.5","639,402.5"
3,6,6,"46,347.8","176,003","329,693","440,595","569,740.6"
4,7,7,"2,953.6","111,586","263,061","374,997","504,476.8"
5,8,8,"3,156.6","63,570","214,287","326,491","456,659.6"
6,9,9,"3,433.8","4,347","130,648","242,773","373,646.4"
7,10,10,"2,546.8","3,562","57,981","170,095","302,481.4"
8,11,11,"2,167","3,283","4,030","109,454","243,355.6"
9,12,12,"2,890.8","3,687","4,222","54,730","189,711.4"
10,13,13,"8,820.8","9,477","10,505","21,031","156,445.2"
11,14,14,"2,547.6","3,461","3,565","5,341","88,023.2"
12,15,15,"2,503.8","3,198","4,026","5,424","25,085.6"
13,16,16,"2,131.4","2,957","3,231","3,914","13,462.8"
14,17,17,"1,575.8","2,232","2,675","3,391","8,056.2"
15,18,18,"19,634.2","20,184","20,612","21,996","26,950"
16,19,19,"1,977.2","2,753","3,216","4,130","7,185.2"
17,20,20,"3,591.8","4,172","4,580","7,931","11,395"
18,21,21,"1,235.6","1,513","1,708","3,192","5,014.4"
19,62,62,"2,215.2","3,021","3,266","3,589","15,835.2"
20,63,63,"4,271.2","5,140","5,749","6,866","14,918.4"
21,66,66,"1,260.8","2,147","3,108","4,072","11,744.2"
22,103,103,"2,846.4","4,264","4,936","7,629","15,584.2"
23,104,104,"9,431.2","10,680","11,856","12,419","17,970.6"
24,106,106,"7,322.8","8,273","8,737","9,353","20,748.4"
25,107,107,"2,389.4","3,206","3,784","4,534","12,525.8"
26,108,108,"2,559","3,816","5,493","119,608","122,291"
27,124,124,"2,490","4,779","12,707","24,356","28,591"
28,125,125,"7,835.9","9,151","10,934.5","12,261","62,666.2"
29,"1,000",903,"7,357.8","8,210","9,960","20,896","60,189.2"
30,"1,096","1,090","4,334.4","6,032","6,525.5","9,090","51,468.5"
31,"2,668","2,668","5,498.4","9,235","10,233","13,452","28,913.2"
32,"2,990","2,990","3,134.5","5,169.5","36,125","126,637.5","136,193"
33,"10,203","9,998","3,698","6,737.5","25,674.5","34,864.5","48,092.5"
34,"10,686","10,686","5,715.6","9,994","12,363","20,259","35,343"
35,"10,792","10,792","4,011","4,467","9,132","140,901","167,291"
36,"24,123","21,794","2,801","8,245","14,989","31,947","135,062"
37,"24,887","24,097","2,610","6,941","15,251","197,122","208,072"
38,"43,020","36,764","3,079","7,215","8,783","93,177","113,799"
39,"62,992","62,992","6,689.2","12,579","18,828.5","26,951","145,617.9"
40,"64,616","63,974","2,071.4","4,337","36,685.5","414,740","1,031,556"
41,"93,593","65,356","5,407","15,864","91,713","441,824","885,571"
42,"96,845","65,903","6,176","28,086","185,675","344,334","824,941"
43,"138,752","66,295","9,101","27,015","135,582","287,157","727,503"
44,"154,504","67,274","10,363.6","30,723","159,496","305,199","649,126.8"
45,"187,262","68,442","6,142","19,152","99,941","299,964","603,361.4"
46,"199,853","68,494","6,383","14,052","90,641","324,893","683,937"
47,"232,817","190,144","13,609","25,223.5","210,540.5","327,551","636,069"
48,"273,304","200,259","12,567.9","21,235","153,040","247,182.5","543,916"
49,"301,634","214,532","6,572","28,493.5","159,579.5","259,529.5","540,077"
50,"315,151","236,365","13,092","58,794","183,800","330,575","535,851.9"
51,"352,639","274,535","6,420","79,175.5","169,881","266,268.5","414,978.8"
52,"362,037","343,539","7,241.4","94,762.5","153,153","241,602","467,061.9"
53,"382,654","362,361","6,618","48,499","102,387","188,225","376,657"
54,"395,715","389,183","11,942","33,136","104,357","255,686","412,734"
55,"421,479","421,479","13,795","18,520","90,065","215,969","536,138"
56,"447,203","421,758","6,132.9","20,968","44,817.5","204,613","309,755.8"
57,"510,119","477,893","12,103","38,626","137,795","177,981","277,759"
58,"522,597","495,372","5,253","65,206","133,932","197,657","278,801.4"
59,"556,421","520,465","9,935","46,745","103,371","143,061","283,532"
60,"575,413","564,719","20,057.6","84,020","256,541.5","373,787","486,024"
61,"628,697","572,577","11,027.2","107,884","253,397","392,269","565,153.8"
62,"620,357","590,340","21,570","155,599","283,314.5","361,446","499,405.4"
63,"691,947","610,568","16,523","97,069","143,422.5","220,418","382,796"
64,"693,668","674,946","29,665","69,234","105,843","186,446","323,142"
65,"702,073","687,000","6,414","59,674","142,328","334,864","614,588"
66,"743,917","692,639","13,758.1","74,510.5","280,359","388,452","557,541"
67,"768,906","723,246","13,494","116,828","260,106","410,309","866,687"
68,"792,703","735,167","12,373.4","87,348","206,374","351,694","884,745.4"
69,"858,776","769,900","10,256.5","54,852","114,692","284,359","1,068,410.6"
70,"819,757","819,757","28,343.2","81,315","184,160","347,594","1,580,421.8"
71,"850,427","850,427","65,210.4","163,261","378,353","592,227","1,146,994.8"
72,"966,437","889,334","15,747.7","118,068","269,857","487,765","958,261.8"
73,"975,290","965,367","25,209","196,798","329,557.5","471,328","756,262"
74,"1,099,850","1,069,598","28,372","118,656","201,713","323,872","510,973"
75,"1,094,266","1,092,756","58,779.2","213,845","401,129","686,293","1,182,461.8"
76,"1,133,688","1,114,830","69,418.6","259,709","432,278.5","686,118.5","1,122,174.5"
77,"1,189,160","1,160,594","13,760","142,488","283,723.5","457,861","863,135"
78,"1,317,609","1,209,362","13,419","174,598","289,312","547,696","1,077,082"
79,"1,336,806","1,336,806","32,375","92,297","153,704","275,794","778,682"
80,"1,402,974","1,347,031","16,944","82,183","356,510.5","792,694","1,097,393"
81,"1,378,795","1,376,241","56,207","154,010","320,577","647,452","978,035"
82,"1,459,426","1,407,205","20,120","120,133","339,752","637,601.5","904,956"
83,"1,506,189","1,475,228","19,232","113,038","201,638","383,144","1,060,097.5"
84,"1,547,346","1,547,346","63,339","144,417","238,705","379,132","1,538,089"
85,"1,681,829","1,604,629","19,157","99,267","145,753","259,286","1,402,255"
86,"1,739,112","1,739,112","92,516.2","358,990","403,684","953,906","1,370,883.6"
87,"1,854,740","1,804,523","29,037","107,444","343,930","497,136","1,001,784.2"
88,"1,893,603","1,834,101","13,350","106,183","195,402","318,613","921,827.4"
89,"1,956,371","1,902,197","30,347","142,011.5","636,478.5","726,775","1,139,504"
90,"2,036,680","1,968,514","62,300","134,608","462,982","627,753","946,199"
91,"2,125,088","2,125,088","31,419.5","170,326","254,496","468,936","703,077.6"
92,"2,191,406","2,176,717","20,346","95,147","248,868","398,376","519,134.6"
93,"2,243,029","2,194,819","12,870.6","68,774","91,171","155,863","273,620.9"
94,"2,255,957","2,255,957","6,991","25,752","44,543","133,464","192,336"
95,"2,295,521","2,295,521","11,367","31,814","49,749","66,076","144,085"
