height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
0,1,1,"277,675.9","370,078","469,220.5","534,845","655,216.4"
1,2,2,"263,025.2","357,921","454,446","520,355","640,501.8"
2,3,3,"256,118.6","352,706","446,901","514,581","633,047.6"
3,6,6,"218,632.4","319,282","409,379.5","477,374","595,497.6"
4,7,7,"135,298","237,200","325,846.5","394,241","511,836.4"
5,8,8,"93,955.2","196,593","284,138.5","353,277","470,284.2"
6,9,9,"7,323.6","50,054","176,546","257,974","385,137.6"
7,10,10,"4,755.2","5,410","69,860","151,258","279,059.8"
8,11,11,"5,284.2","6,218","8,878","84,542","212,929.6"
9,12,12,"5,356.2","6,386","6,778","10,834","139,964.8"
10,13,13,"1,614.2","2,343","2,461","2,792","65,775.8"
11,14,14,"1,015","1,830","2,277","2,865","4,272.4"
12,15,15,"1,316.4","2,000","2,612","3,519","10,460"
13,16,16,"1,680.4","2,554","3,622","4,693","11,783.8"
14,17,17,"790.8","1,683","2,106","3,618","5,564"
15,18,18,"893.4","1,579","3,118","4,502","5,539.6"
16,19,19,"1,493.8","2,946","4,317","7,229","17,258.2"
17,20,20,"3,090.8","4,174","4,307","8,004","9,506.4"
18,21,21,"3,005.4","3,695","4,864","8,392","17,604"
19,22,22,"1,300.4","2,355","2,795","4,148","8,141.8"
20,23,23,"1,159.4","1,908","2,606","3,047","15,204"
21,34,34,"9,377","10,341","11,258","15,285","21,916.2"
22,70,70,"2,452.8","4,213","4,844","7,458","13,542.2"
23,71,71,"3,479.2","4,347","5,674","7,004","9,579.2"
24,94,94,"5,056.6","6,790","11,778.5","151,087","159,510.5"
25,95,95,"1,569.7","2,705.5","10,035.5","65,110.5","78,516.9"
26,96,96,"2,601.4","3,746","6,703","9,868","34,969.8"
27,97,97,"4,059","9,989.5","193,004","279,061","347,128"
28,108,106,"7,644","23,955.5","137,282.5","237,742","251,721"
29,138,130,"21,037","25,882","146,451","163,980","175,070"
30,951,729,"4,481","7,026.5","20,585.5","84,583.5","118,833.5"
31,"1,662","1,581","5,105","10,159","14,898.5","42,034","66,690"
32,"1,808","1,808","14,813","16,456","17,586.5","25,667","85,953.5"
33,"5,893","5,278","10,122.6","11,866","16,434","20,529","116,989"
34,"8,173","6,591","13,647.6","15,037","16,770","23,969","51,138.4"
35,"9,219","9,219","11,150.6","12,997","13,880","19,904","25,648"
36,"21,378","21,378","4,667.4","6,668","9,122","16,188","34,151.2"
37,"22,531","22,531","9,926.8","11,235","12,650","24,641","149,626.6"
38,"50,323","44,537","14,852.4","26,687","31,083","35,523","50,978"
39,"51,047","51,047","3,038.4","4,876","9,796","23,170","138,779.5"
40,"74,788","60,405","12,799","18,480","23,389","28,338","187,197"
41,"96,939","60,484","10,150","13,771","20,336","21,401","137,434"
42,"105,547","60,556","12,184","16,904.5","19,728","73,408.5","317,437"
43,"141,726","60,636","9,081.6","18,886","28,023","60,759","248,687.2"
