height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
133,2312278,2312278,"702.4000000000001",1038,9722,27237,1965344
134,2312321,2312321,"1606.4",1803,3185,28499,"1863822.2"
135,2312340,2312340,"1519.6000000000001",1776,4456,23077,"1847851.2"
136,2312343,2312343,738,1218,4019,17747,"1730676.4"
137,2312972,2312972,1681,1843,10892,32777,1659471
138,2317078,2315725,17589,27108,28531,81818,1628102
139,2317079,2317079,18961,33459,37363,58595,1563504
140,2328161,2327826,22570,25585,47945,83738,1493275
141,2330655,2330655,26108,28920,34559,57517,1415777
142,2333038,2333038,20832,23283,34602,74346,1354985
143,2333039,2333039,1265,1448,7071,47609,1296993
144,2333040,2333040,38461,39200,39718,52811,1264222
145,2333518,2333518,"40896.8",43925,44372,"58489.5","1210888.0999999999"
146,2333519,2333519,"1095.6000000000001",1284,6434,29144,"1132673.4"
147,2333522,2333522,"1283.8000000000002",1427,2706,6162,"1059835.8"
148,2333523,2333523,"12506.2",12721,13186,20527,"1023452.3999999999"
149,2333525,2333525,"1017.6000000000001",1165,4149,11374,"912662.7999999999"
150,2333528,2333528,"598.8000000000002",756,14551,29206,"857928.2"
151,2333529,2333529,"1222.0000000000002",1407,4653,11867,"800389.9999999998"
152,2333538,2333538,"1071.8000000000002",1296,2970,9074,"733032.3999999998"
153,2333539,2333539,"1234.4",1501,2805,7070,"672155.5999999999"
154,2333540,2333540,"848.8000000000001",1049,13082,14020,"611216.1999999997"
155,2333545,2333545,326,865,1615,"4006.5","525226.7999999996"
156,2333546,2333546,"2486.4","2659.5",3555,6634,"501240.6999999996"
157,2333547,2333547,"3353.6000000000004",3565,3982,25922,"444227.3999999996"
158,2333549,2333549,2187,2829,3198,5478,"393509.7999999996"
159,2333550,2333550,"3344.6",3542,3953,5638,"318762.59999999957"
160,2333551,2333551,4197,4371,5006,6539,"256636.59999999957"
161,2333554,2333554,"728.0000000000002",882,2693,5317,"206221.79999999955"
162,2333555,2333555,"5954.6",6201,6635,9402,"201504.19999999955"
163,2333557,2333557,"823.2",1019,2321,3668,"126945.19999999952"
164,2333562,2333562,"1141.0000000000002",1311,3524,4847,"36190.19999999955"
165,2333569,2333569,"2080.2000000000003",2458,2734,4465,"20315.799999999683"
166,2333572,2333572,2221,2432,3434,4017,"5619.599999999993"
167,2333577,2333577,"1405.5","1575.5","1847.5","7307.5","23550.599999999402"
168,2333581,2333581,"1423.5","1602.5",2224,3275,"11056.29999999999"
169,2333583,2333583,"1130.4",1302,2293,5631,"10527.799999999992"
170,2333584,2333584,"2830.2",3031,3533,4237,"8752.999999999924"
171,2333601,2333601,"967.6",1145,2193,3157,"6290.799999999999"
172,2333602,2333602,"815.2",1015,1280,2116,"2712.5999999999963"
173,2333611,2333611,"1929.6000000000001",2207,2580,4877,"6797.8"
174,2333624,2333624,"2302.6000000000004",2463,2922,4764,"6771.799999999992"
175,2333645,2333645,"759.6000000000001",943,1732,2538,"3411.7999999999965"
176,2333646,2333646,"1907.4",2068,2404,3409,"5153.39999999998"
177,2333667,2333667,704,1125,1554,2839,"3501.9999999999977"
178,2333679,2333679,"7035.6",7188,7703,8950,"9642.999999999996"
179,2333689,2333689,"1708.4",1958,2225,3733,"4382.399999999996"
180,2333710,2333710,"1552.4",1775,2284,3300,"4392.999999999999"
181,2333731,2333731,"2644.4",3264,3813,5733,"6729.3999999999905"
182,2333741,2333741,"1536.8000000000002",1732,2424,3871,"4338.799999999997"
183,2333761,2333761,"1441.4",1604,2779,4366,5894
184,2333774,2333774,"976.4000000000001",1149,2331,3401,"3878.3999999999965"
185,2333795,2333795,"14133.600000000002",14517,14941,17135,"18485.199999999997"
186,2333816,2333816,"1223.2",1512,2018,3029,"5367.199999999989"
187,2333837,2333837,2197,2838,3300,5377,"7244.799999999999"
188,2333838,2333838,1224,1479,1876,3688,"4230.799999999999"
189,2333859,2333859,"776.4000000000001",1088,1783,3252,"4062.5999999999985"
190,2333860,2333860,"1172.2",1408,2438,3613,4012
191,2333881,2333881,"2128.6",2262,2754,3858,"4468.199999999998"
192,2333922,2333922,"2756.6",2956,3561,5874,"6562.199999999994"
193,2333923,2333923,1301,1485,2249,3833,"4341.799999999997"
194,2333944,2333944,"1166.2000000000003",1293,1760,3005,"3781.399999999998"
195,2333965,2333965,"1982.4",2256,2649,4705,"5913.799999999999"
196,2333986,2333986,"873.8000000000001",1083,1774,2737,"3590.399999999999"
197,2333987,2333987,"1867.4",2002,2457,3528,"4147.199999999999"
198,2334018,2334018,"4576.8",5227,5400,7101,8397
199,2334029,2334029,380,851,1259,2736,"3429.199999999998"
200,2334050,2334050,"1035.6000000000001",1220,1672,3110,"3726.7999999999997"
201,2334071,2334071,"1742.6000000000001",2019,2416,4414,"4661.199999999998"
202,2334092,2334092,"1115.2000000000003",1327,2620,3637,"5959.199999999997"
203,2334098,2334098,1228,1374,2035,3299,"4516.799999999998"
204,2334134,2334134,1646,2165,2672,4211,"5005.399999999999"
