height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
0,1,1,"52703.8",313428,560129,732444,"879221.2"
1,2,2,34586,295265,542064,714429,"861119.7999999998"
2,3,3,"32677.600000000006",291550,538323,710927,"857506.2"
3,4,4,"30181.600000000002",287834,534599,707208,"853895.2"
4,5,5,"24901.200000000004",279076,525866,698526,"845354.5999999999"
5,6,6,"16520.600000000002",265353,512351,684952,"832007.2"
6,7,7,"9614.800000000001",253571,500860,673601,"820673.5999999999"
7,10,10,"7028.600000000001",248797,496352,669271,"816415.2"
8,11,11,"3263.8",243023,491087,663863,"810929.2"
9,12,12,"2737.2000000000003",241279,489387,662549,"809548.5999999999"
10,13,13,"1698.6",232524,480672,653925,"800990.3999999999"
11,14,14,"7717.4",223800,471940,645354,"792356.3999999999"
12,15,15,"1361.4",201043,449256,622752,"769855.9999999999"
13,16,16,"1371.4",174310,422517,596053,"743511.2"
14,17,17,"1570.4",168528,416792,590694,"737939.7999999999"
15,18,18,"1064.8000000000002",158812,407497,581275,"728571.3999999999"
16,19,19,"952.2",157062,405969,579907,"727334.2"
17,20,20,728,154347,403503,577488,"725343.7999999999"
18,21,21,"1506.6000000000001",153581,402887,577136,"724759.7999999999"
19,22,22,"1115.8000000000002",147807,397238,571493,"719341.9999999999"
20,23,23,"1682.8000000000002",5127,220592,394894,"543157.5999999999"
21,24,24,"1336.4",2615,176874,351275,"499720.9999999999"
22,25,25,"846.4",1511,157216,331830,"480300.19999999995"
23,26,26,"1245.4",1735,106492,281431,"429862.9999999999"
24,27,27,2201,2618,4485,175159,"323556.3999999999"
25,28,28,13184,13558,14053,159093,"307310.19999999995"
26,29,29,826,1132,1560,4076,"127126.59999999992"
27,30,30,"6560.6",6796,7188,11084,"118607.59999999992"
28,31,31,"1483.8",1870,1975,2322,"94107.99999999991"
29,32,32,"1680.8",2016,2270,2875,"17024.999999999964"
30,33,33,"5652.8",5974,6303,6884,"9714.399999999998"
31,34,34,"1742.4",2187,2444,3425,"4575.799999999998"
32,35,35,"10073.4",10517,11010,12265,"17703.999999999996"
33,36,36,"2155.4",2503,2989,5078,"9820.999999999995"
34,37,37,"4171.6",4669,4818,5952,"7294.4"
35,38,38,"2269.4",2681,3249,4182,"7111.799999999999"
36,39,39,1012,1342,1603,2422,"3343.1999999999985"
37,40,40,"1847.4",2261,2609,3007,"5040.399999999994"
38,41,41,"1840.2000000000003",2264,2371,2983,"12983.799999999988"
39,42,42,"1124.2",1558,2152,2712,"10261.399999999985"
40,43,43,"1467.4",1803,2052,3936,"17004.99999999998"
41,44,44,"3479.4",3821,4247,4658,"11597.999999999984"
42,45,45,15369,15740,15911,16569,"33232.99999999994"
43,46,46,17586,18114,19073,22084,"30114.8"
44,47,47,"16246.2",16739,18711,25620,"34454.59999999999"
45,48,48,"14341.2",14846,15206,20649,"31736.6"
46,49,49,"16982.4",17366,18409,21615,"50230.999999999935"
47,50,50,"13874.599999999999",14214,14496,14836,"35200.799999999974"
48,51,51,"2182.8",2480,2719,3005,"46267.59999999992"
49,52,52,"1345.8000000000002",1794,2171,8297,"13337.999999999998"
50,53,53,"881.6",1233,1970,6093,"12498.799999999988"
51,54,54,"1056.4",1439,1911,3308,"12836.999999999984"
52,55,55,"596.4000000000001",919,1179,2712,"13384.799999999996"
53,56,56,"847.4",1171,1406,2369,"12438.999999999996"
54,61,61,"1935.8000000000002",2316,2676,10434,"16042.199999999999"
55,98,98,"1849.0000000000002",2581,"2767.5",3783,"46916.79999999983"
56,99,99,"1760.1000000000001",2544,"2675.5",6794,"44331.599999999846"
57,100,100,"927.8",1646,1801,3350,"52673.399999999936"
58,102,102,"1254.2",1602,2289,3515,"56124.19999999995"
59,106,106,1596,1943,"2561.5",21231,54259
60,110,110,884,"1882.5","3520.5","12653.5",60749
61,123,123,"2204.6000000000004",2735,3070,3983,"66306.79999999999"
62,124,124,"851.2",1630,1771,2637,"62372.79999999999"
63,125,125,"1055.2",1489,1826,2447,"64259.59999999999"
64,126,126,"1468.1",1933,2413,6445,"49249.19999999998"
65,138,138,"1151.1",1588,2182,5607,"44828.49999999997"
66,139,139,"1081.2",1519,1947,3870,"44962.19999999998"
67,140,140,"917.4",1251,1726,3595,"36701.19999999998"
68,141,141,1431,1740,2236,2462,"35192.39999999998"
69,142,142,"642.2",935,1349,1554,"27443.79999999998"
70,143,143,"1590.4",2093,2376,2917,"11831.199999999999"
71,144,144,"1271.4",1620,2035,2376,"10436.599999999999"
72,145,145,"1185.2",1517,1822,2486,"9853.799999999997"
73,146,146,"1327.6",1569,1802,2322,"9150.199999999999"
74,147,147,"780.6",1072,1374,1807,"14740.999999999996"
75,148,148,"911.4",1174,1554,2262,"20146.199999999997"
76,154,154,"1498.6",1825,1964,2377,"10630.2"
77,159,159,"578.2",886,997,1170,"13456.79999999999"
78,161,161,"1484.8000000000002",1824,1979,2217,"13857.599999999999"
79,169,169,"1644.6000000000001",2080,2314,2506,"14319.399999999987"
80,171,171,"753.5999999999999",1251,1399,1465,"13390.399999999978"
81,172,172,"1162.4",1386,1491,1598,"12743.599999999968"
82,174,174,"1051.8000000000002",1328,1632,1971,"14822.99999999997"
83,175,175,"1072.2",1305,1395,1521,"5590.599999999987"
84,177,177,1138,1454,1631,2090,"6132.199999999986"
85,178,178,"1362.4",1628,1721,1982,"5199.999999999989"
86,179,179,"1032.8",1410,1585,1777,"4496.199999999992"
87,196,196,"1581.8000000000002",1831,1948,2070,"3107.5999999999976"
88,201,201,"752.4",923,1241,1439,"1948.199999999999"
89,208,208,628,915,1091,1431,"1958.399999999999"
90,529,529,"1971.2",2441,2574,2976,4360
91,759,759,954,1423,1869,1990,"2238.6"
92,1090,1090,"1277.6",1608,1741,2145,"2275.3999999999996"
93,1432,1432,"1188.4",1651,1781,2113,"2306.3999999999996"
94,1535,1535,"1300.6",1706,1828,2034,"2478.7999999999993"
95,1688,1688,"706.8000000000001",980,1174,1313,"1665.3999999999994"
96,1759,1759,"967.2",1223,1392,1668,"2016.1999999999996"
97,2159,2159,"1663.2000000000003",1996,2127,2277,"2368.8"
98,2251,2251,"1429.6",1821,2088,75951,"77108.6"
99,2252,2252,"713.4000000000001",1133,1314,63294,"64497.2"
100,2253,2253,"1570.6",2384,2753,3243,"3900.2"
101,6229,6229,2162,2878,3071,3365,"3436.8"
102,8520,8520,"2392.2000000000003",3066,3477,208040,"209341.40000000002"
103,30454,30452,"3270.600000000001",6366,9198,18684,"19709.8"
104,32007,32007,1795,7034,8075,9122,"9466.4"
105,32220,32220,"1132.4",1810,2170,2284,"2809.8"
106,32293,32293,"202.20000000000002",862,970,1277,"1709.4"
107,32785,32785,"2410.8",3777,4533,5718,"6176.6"
108,53817,53817,"5489.2",7585,8596,9948,"11152.199999999999"
109,59288,59288,"3814.6000000000004",5660,5940,6469,"7208.599999999999"
110,82003,82003,"4233.200000000001",6248,8903,9380,"10228.4"
111,101885,101885,9960,12270,16064,193732,797137
112,135501,135501,5133,15114,24752,338846,833403
113,169116,169116,5729,21354,36319,357582,947933
114,202733,202733,"6948.800000000001",24282,453313,619772,911867
115,236348,236348,22731,43598,360977,579288,785812
116,269962,269962,7589,181542,292086,447491,2269203
117,303577,303577,16855,51805,107529,817494,1975180
118,337193,337192,9384,31907,91566,654050,1823311
119,370808,370808,12571,51661,88423,293293,1410886
