height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
0,1,1,"92,340.8","227,112","360,364","475,380","609,454.8"
1,2,2,"76,282.6","213,903","344,949","459,598","594,342.8"
2,3,3,"69,048.6","202,689","333,464","448,275","583,446.8"
3,4,4,"57,434","183,263","314,306","428,919","564,301.6"
4,7,7,"45,283.8","162,880","293,965","408,595","544,429.4"
5,8,8,"13,211.6","110,589","242,028","356,179","492,243.8"
6,9,9,"1,194.6","89,090","221,125","334,825","471,653"
7,10,10,"2,086.2","65,632","197,759","311,461","448,782.6"
8,11,11,"1,304","42,166","175,371","288,435","426,613.8"
9,12,12,"1,324.6","8,389","142,214","254,514","393,794.8"
10,13,13,"4,136.6","6,170","131,957","244,240","383,550.8"
11,14,14,"1,797","6,028","119,808","232,364","371,233"
12,15,15,"1,878.2","4,462","101,445","214,095","353,411"
13,16,16,"1,982.8","2,690","89,871","202,871","342,609"
14,17,17,"1,717","3,373","89,246","202,767","343,182"
15,18,18,"1,240","1,988","74,797","186,351","327,165.6"
16,19,19,"3,743.8","4,902","49,829","160,968","302,433.4"
17,20,20,"4,349","5,324","44,616","156,110","296,179.2"
18,21,21,"2,000","2,638","24,675","136,314","276,055.8"
19,22,22,"1,168.6","2,105","5,082","115,957","255,697.8"
20,23,23,"1,920.4","3,496","5,576","96,653","236,339"
21,24,24,"9,802.6","10,379","11,603","78,102","218,522"
22,25,25,"5,034","6,075","8,189","39,999","180,914.2"
23,26,26,"4,138.8","4,651","5,574","32,799","173,729.4"
24,27,27,956,"1,518","2,285","27,520","166,898.8"
25,28,28,"1,923.6","2,898","3,622","11,616","150,692.2"
26,29,29,"1,665.4","2,313","2,859","3,817","135,728.6"
27,30,30,"945.4","1,767","2,418","4,576","128,486.2"
28,31,31,"1,415","2,495","2,952","5,126","108,804.2"
29,32,32,"1,357","2,290","2,692","3,778","77,772.4"
30,33,33,"1,588.2","2,306","2,624","3,155","66,820.4"
31,34,34,"714.4","1,684","2,317","3,724","63,559.4"
32,35,35,"9,370","10,210","10,423","11,827","48,554.8"
33,36,36,"768.2","1,624","1,865","2,457","37,775.4"
34,37,37,"1,406.2","2,161","3,034","3,809","28,540.6"
35,38,38,"750.4","1,363","1,638","2,339","25,961.4"
36,39,39,"1,811","2,273","3,421","4,149","26,630.2"
37,40,40,"1,129.6","2,075","3,258","4,598","15,426.8"
38,41,41,"1,564.2","2,152","3,025","4,488","8,316.2"
39,42,42,"1,911.2","2,637","3,047","4,635","6,227"
40,43,43,"1,328","2,096","2,686","3,755","7,508.4"
41,44,44,"891.8","1,496","2,124","2,741","7,070.4"
42,45,45,"1,899.2","2,789","4,292","5,065","12,216"
43,46,46,"5,303","6,066","6,678","8,632","14,200.4"
44,47,47,"1,571.2","2,034","3,678","4,659","6,454.4"
45,48,48,"5,505.8","5,888","6,193","7,499","12,130.8"
46,49,49,"2,091.8","2,887","3,901","5,395","21,635.6"
47,50,50,"2,205.6","2,580","2,973","3,967","10,958.2"
48,51,51,"1,805.2","2,490","3,549","5,540","11,525.6"
49,52,52,"4,684.2","4,966","5,341","7,409","11,630.6"
50,53,53,"1,165.2","1,570","1,977","3,599","6,770.4"
51,54,54,"1,867.2","2,302","2,652","3,554","6,970"
52,55,55,"17,892.8","18,215","18,532","19,708","24,488.4"
53,56,56,"1,650.2","2,039","2,295","2,922","12,322.6"
54,57,57,"1,462.2","1,799","2,126","2,692","12,373.8"
55,58,58,"1,325.4","1,776","1,951","2,521","13,319.8"
56,59,59,"1,060","1,564","1,827","3,014","20,809.6"
57,60,60,"1,012.2","1,422","1,514","2,039","11,488.8"
58,61,61,"2,430.2","2,879","3,276","3,684","13,979.6"
59,62,62,"2,263.4","2,744","3,094","6,092","11,305.8"
60,77,77,"2,863","3,285","4,058","5,092","11,244.4"
61,84,84,"1,191","2,713","3,619.5","9,836","24,391"
62,85,85,"3,837","5,172","5,775","11,154","14,340"
63,88,88,"1,771","2,244","2,680","4,271","7,080"
64,89,89,"1,543.8","2,143","2,376","2,984","5,480.6"
65,90,90,"1,518","1,842","2,407","2,942","5,755.6"
66,91,91,945,"1,160","1,356","1,782","22,918"
67,102,96,919,"13,177","13,829","14,192","18,206"
68,103,103,"2,617.4","3,446","3,740","7,130","10,290.6"
69,106,106,"6,628.6","7,239","7,791","8,594","15,801.8"
70,118,118,"1,694.4","2,843","3,326","5,496","12,055.6"
71,129,129,"1,780","3,200","3,842","5,359","12,541"
72,132,132,"5,704.4","6,182","7,328","8,053","11,789.4"
73,141,141,"2,456.6","2,969","4,615","5,420","12,272.6"
74,147,147,"2,627.2","3,910","4,420","5,859","23,929.4"
75,158,158,"2,456.4","3,539","4,237","6,124","15,167"
76,159,159,"1,644.8","2,336","3,102","3,841","17,911.8"
77,160,160,"1,421.4","2,487","2,976","5,765","15,273"
78,161,161,"4,932","5,977","6,660","9,074","16,719.4"
79,162,162,"2,368.2","3,400","4,859","6,365","9,041.6"
80,163,163,"2,979","4,182","5,776","8,009","28,951.4"
81,164,164,"1,888.2","2,371","2,666","6,341","30,651.9"
82,165,165,"1,448","2,297","3,499.5","25,550","50,181"
83,166,166,"1,467","2,654","7,423","26,867","40,949"
84,167,167,"2,483","3,178","6,958.5","24,295","59,947"
85,168,168,"1,671","2,412","3,787.5","13,508","59,846"
86,169,169,"2,636","2,868.5","3,626","23,618","57,184.4"
87,170,170,"1,727.3","3,272.5","5,340","19,829.5","58,479.8"
88,171,171,"1,824","2,880","3,594","18,928","81,843"
89,172,172,"4,943","6,426","7,120","11,125","83,227"
90,173,173,"3,281.2","4,433","6,720","12,440","89,287.4"
91,174,174,"1,423.6","2,239","2,630.5","23,819","107,322.2"
92,180,175,"2,395.5","3,562","3,920.5","13,143","107,509"
93,181,181,"3,198.2","4,287","5,156","16,906","97,553.2"
94,182,182,"1,850.2","2,744","4,686","27,332","100,258.6"
95,185,185,"1,809.9","3,410","6,804","44,504","100,878.6"
96,199,198,"1,181.6","2,263","5,225.5","19,419","73,657"
97,216,216,"3,671","8,939","11,292","19,471","56,446.4"
98,361,361,"3,492.4","6,126","8,832","24,389","42,021.4"
99,459,459,"4,449.3","6,317","8,270.5","25,117","44,061.2"
100,711,667,"4,210.6","7,641","10,295","25,519","46,519.8"
101,770,770,"3,618.2","7,155","11,069","22,137","53,318.4"
102,822,822,"1,925.8","3,872","5,819","12,089","32,983"
103,"1,368","1,368","6,225","7,932","9,085","9,943","32,975.2"
104,"1,857","1,857","7,396.5","8,805","10,786","24,562","38,737.3"
105,"2,080","1,973","2,064.2","3,246","5,056","17,785","29,009.8"
106,"2,864","2,654","4,243","6,689","9,700","23,293","28,471.6"
107,"3,484","3,310","2,664","5,293.5","7,340","35,342","82,466"
108,"4,285","4,106","3,909","6,982","10,607","25,156","84,038"
109,"4,812","4,812","4,191.8","6,335","12,251","28,604","110,467.8"
110,"5,875","5,214","6,500.6","12,032","13,743","17,150","118,213.2"
111,"6,806","6,806","2,429","4,483","7,324","10,391","120,541.6"
112,"7,131","7,131","3,072.6","5,778","8,103","26,289","137,034.4"
113,"7,319","7,319","14,692.2","16,366","18,209","37,272","125,690.6"
114,"9,189","9,189","7,225.6","11,403","14,255","25,428","105,530.8"
115,"9,715","9,715","12,301.2","14,078","17,274","32,019","95,581.8"
116,"12,295","12,295","9,163.2","12,248","14,553","26,093","72,439.8"
117,"14,445","14,445","3,117.4","7,179","12,326","24,109","55,959.6"
118,"17,291","17,291","4,717.2","7,768","11,430","24,383","54,610"
119,"18,766","18,766","5,894.6","8,642","11,014","27,685","79,283.9"
120,"19,537","19,360","3,707","6,057","7,759","29,606","72,659.1"
121,"19,760","19,760","7,147.4","9,127","10,391","39,585","92,644.2"
122,"21,349","21,349","6,897","8,087","12,165","22,556","88,046.2"
123,"22,697","22,697","2,318.2","4,742","7,761","15,361","88,345.6"
124,"23,512","23,512","2,388.6","4,233","5,683","10,920","98,093.2"
125,"26,079","26,079","2,737.4","5,490","6,397","7,996","98,726.4"
126,"27,627","27,627","4,486.6","6,211","9,508","14,642","108,207"
127,"29,204","29,204","2,398.8","3,747","5,273","8,567","110,628.8"
128,"29,789","29,789","1,196.4","2,656","6,658.5","33,640","109,133.4"
129,"34,820","29,817","2,083.9","3,827","6,169","12,411","96,403.2"
130,"36,908","36,908","10,858.6","13,187","14,275","17,255","105,057"
131,"41,214","41,214","7,600.8","9,605","10,408","12,263","99,223.2"
132,"45,429","45,429","3,849.7","5,261","7,589","11,576","121,907.4"
133,"46,471","45,521","6,232","7,861","8,665.5","15,889","122,823.8"
134,"50,721","50,721","2,790.2","3,579","5,086","6,745","114,678.8"
135,"52,287","52,287","5,151","5,432","7,022","27,908","113,251"
136,"59,590","58,292","1,780","6,012","8,270","32,020","126,358"
137,"63,522","62,902","4,375","6,754","8,721","21,750","133,956"
138,"66,001","66,001","8,498.3","9,319","11,153","14,795","132,264.6"
139,"71,621","71,621","2,431.6","3,661","4,542","8,217","122,252"
140,"74,606","74,606","2,568.6","3,034","4,526","8,910","107,678.4"
141,"83,628","83,462","2,392","5,268","5,980","7,914","73,046"
142,"94,214","94,214","2,811","5,745","8,032","10,854","81,608"
143,"105,706","97,569","5,430","6,007","7,983","18,387","127,458"
144,"108,245","107,365","3,068.3","3,857","4,311","9,670","121,308.5"
145,"114,636","114,636","3,030.6","3,657","5,719","11,125","151,409.4"
146,"115,012","115,012","8,302","9,801","10,598","12,030","105,704"
147,"133,130","133,130","5,472.1","6,431","9,296.5","11,625.5","103,637.8"
148,"133,858","133,858","17,623.1","21,466.5","81,729","146,258","260,263.6"
149,"156,338","136,045","4,184","14,372","50,103.5","108,805.5","213,382"
150,"170,680","139,815","10,931.4","54,003","114,812","241,482","430,316"
151,"194,232","173,861","33,135.5","87,143","174,092.5","240,650.5","378,963.7"
152,"207,477","194,575","7,061.4","50,388","103,845.5","180,987","348,491.7"
153,"236,505","199,282","4,220.8","29,901.5","63,519","171,284","416,866.3"
154,"228,497","228,497","24,597","79,043","196,055.5","299,651.5","493,868"
155,"262,111","234,917","9,458.6","69,530","142,487","252,012","453,793.6"
156,"291,771","264,899","5,751","42,484","94,697","288,331","406,973"
157,"302,147","302,147","9,698","79,010","245,075.5","356,150.5","859,382.9"
158,"335,763","330,002","6,570","111,917","210,032","291,416","2,905,855"
159,"369,378","350,021","20,322.3","115,061","343,212","616,959","1,219,372"
160,"397,233","383,637","15,887","145,272","298,821","579,512","1,061,934"
161,"430,848","421,805","7,312","110,998","354,052","538,813","1,545,368"
162,"464,463","460,401","6,645","129,630","352,466","523,238","2,579,491"
163,"498,078","494,016","6,772","107,327","183,850.5","431,996","2,368,588"
164,"527,631","527,631","10,164","99,170","299,171","551,343","2,341,158"
165,"561,246","561,246","78,102","165,556","454,727","634,333","2,214,746"
166,"594,862","594,861","28,775","96,597","297,468","457,223","2,012,642"
167,"628,477","628,477","8,583.6","159,648","276,607","688,830","2,044,237.4"
168,"662,092","662,092","7,737.4","82,744","130,593","296,235","1,613,924.6"
169,"695,707","695,707","31,355","66,723","102,568","199,779","1,599,929"
170,"729,322","729,322","30,246.8","101,796","566,555","1,390,404","2,808,456"
171,"762,937","762,936","8,441","105,657","592,846","1,488,349","3,253,074"
172,"796,552","796,551","11,101","611,744","1,495,629","2,528,957","4,595,629"
173,"830,167","830,166","11,709","412,492","1,179,333","2,441,725","3,970,052.6"
174,"863,781","863,780","8,433","459,925","1,253,767","2,040,997","3,710,911"
175,"897,396","897,395","8,387","159,443.5","955,548","1,858,821.5","3,139,604"
176,"931,011","931,011","7,569","73,608","800,897","1,807,201","3,934,719"
177,"964,626","964,626","7,215","108,794.5","806,727.5","1,889,090","3,883,851"
178,"998,241","998,241","8,010","96,625","369,809.5","1,453,885","3,361,983"
179,"1,031,856","1,031,855","8,452","128,942","257,367","1,391,082","3,263,816"
180,"1,065,470","1,065,470","67,470","73,804","668,298","1,464,218","3,627,568"
181,"1,099,085","1,099,085","7,772","59,417","164,526","915,115","3,591,416"
182,"1,132,700","1,132,700","10,347","68,650","129,835","865,132","3,905,652"
183,"1,166,315","1,166,315","8,936","60,446","116,875","732,142.5","4,060,844"
184,"1,199,930","1,199,929","7,138","59,786","104,538","567,030.5","4,189,770"
185,"1,233,545","1,233,544","8,090","122,368","133,952","877,469","4,458,309"
186,"1,267,160","1,267,159","7,515","61,452","121,247","757,220","2,231,295"
187,"1,300,775","1,300,774","8,139","59,028","109,042.5","520,631","1,905,095"
188,"1,334,390","1,334,390","7,813","100,952","112,414","756,160","1,453,311"
189,"1,368,005","1,368,005","9,214","68,131","74,466","600,907","1,312,725"
190,"1,401,620","1,401,620","9,784","71,726","124,702","651,703","1,348,900"
191,"1,435,235","1,435,234","9,113","115,356","169,892.5","562,449","1,695,723"
192,"1,468,849","1,468,849","8,844","44,389","85,341","189,941","1,289,715"
193,"1,502,464","1,502,464","67,459","73,956","87,999.5","128,283","1,225,138"
194,"1,536,079","1,536,078","9,564","51,222","89,356","111,332","1,564,017"
195,"1,569,693","1,569,693","13,204","65,098","68,757","108,172","1,802,659"
196,"1,603,308","1,603,308","9,801","74,686","117,359","233,227","2,700,633"
197,"1,636,923","1,636,923","9,087","29,527","56,052","114,818","2,268,469"
198,"1,670,537","1,670,537","8,488","51,532","74,319","174,872","2,722,827"
199,"1,704,152","1,704,152","7,257","85,453","104,765","132,476","2,760,488"
200,"1,737,767","1,737,767","6,409","53,038","98,174","108,647","2,739,407"
201,"1,771,382","1,771,382","7,933","62,116","71,547","320,429","2,700,215"
202,"1,804,997","1,804,997","6,251","41,319","64,781","112,320","2,808,484"
203,"1,838,612","1,838,612","7,442","62,151","86,421","117,610","2,795,901"
204,"1,872,227","1,872,227","7,736","54,535","82,422","142,594.5","2,950,460"
205,"1,905,842","1,905,842","5,937","42,248","56,780","163,725","3,022,479"
206,"1,939,457","1,939,457","6,589","62,222","90,883","126,108","3,037,504"
207,"1,973,073","1,973,072","8,705","52,441","61,133","97,292","3,232,078"
208,"2,006,689","2,006,688","6,709","35,460","50,922","94,623","3,376,761"
209,"2,040,304","2,040,304","8,812","28,763","42,127","72,429","3,574,371"
210,"2,073,919","2,073,919","7,666.2","39,946","133,684.5","327,895","2,090,312.8"
211,"2,107,534","2,107,534","19,924.8","37,302","167,044","265,483","2,000,881"
212,"2,141,149","2,141,148","5,331","51,080","138,712","199,761","3,482,572"
213,"2,174,763","2,174,763","9,184","27,483","40,518","126,313","3,576,993"
214,"2,208,378","2,208,378","4,614","17,602.5","35,428","163,463.5","3,723,698"
215,"2,241,994","2,241,993","6,506","21,962","28,421","114,338","3,899,737"
216,"2,275,609","2,275,609","6,264","18,840","25,311","93,133","1,641,671"
217,"2,309,225","2,309,224","7,557","13,479","25,002","81,799","1,616,049"
218,"2,342,840","2,309,245","4,710.1","15,980.5","22,165.5","62,434","1,824,367.1"
219,"2,354,890","2,354,890","4,100.6","5,919","8,421","60,354","2,035,964.8"
220,"2,382,710","2,382,710","7,790.6","13,564","14,686","20,156","1,979,464.4"
221,"2,382,714","2,382,714","1,906.2","2,436","4,452","12,357","1,967,132.2"
222,"2,382,717","2,382,717","3,738.8","4,444","5,906","7,987","1,955,124.8"
223,"2,382,722","2,382,722","650.8","1,121","1,653","2,417","1,942,753.2"
224,"2,382,724","2,382,724","1,034.8","1,238","1,399","1,719","1,931,401.8"
225,"2,382,725","2,382,725","1,320.4","1,494","1,897","2,509","1,922,977"
226,"2,382,727","2,382,727","1,453.4","2,203","2,408","2,799","1,914,453.4"
227,"2,382,728","2,382,728","1,045.6","1,264","1,437","1,793","1,893,007.6"
228,"2,382,729","2,382,729",723,866,"1,393","1,556","1,888,732.2"
229,"2,382,730","2,382,730","1,104.4","1,245","1,390","1,667","1,870,110.2"
230,"2,382,732","2,382,732","1,115.8","1,380","1,648","2,162","1,838,480.2"
231,"2,382,733","2,382,733","1,718.6","1,885","2,022","2,743","1,833,851.2"
232,"2,382,734","2,382,734","1,188","1,361","1,785","40,005","1,354,216"
233,"2,382,738","2,382,738",0,"923.5","1,091.5","2,360.5","1,314,890"
234,"2,382,741","2,382,741","1,621","1,932","2,126","3,000","1,769,475.2"
235,"2,382,753","2,382,753","1,348.8","1,595","1,626","1,752","1,757,061.8"
236,"2,382,754","2,382,754",423,972,"1,075","1,232","1,744,378.8"
237,"2,382,755","2,382,755","1,290","1,490","1,975","2,439","1,740,852.4"
238,"2,382,756","2,382,756","819.6",982,"1,033","1,507","1,714,370.6"
239,"2,382,757","2,382,757","2,222.6","2,391","2,787","2,953","1,710,867.2"
240,"2,382,759","2,382,759","883.4","1,138","1,180","1,685","1,680,276.6"
241,"2,382,760","2,382,760","1,447.6","1,757","1,865","2,039","1,674,587.4"
242,"2,382,761","2,382,761","1,465.2","1,697","1,776","2,149","1,654,036"
243,"2,382,763","2,382,763","1,461.4","1,814","2,142","2,306","1,645,402.8"
244,"2,382,765","2,382,765",942,"1,207","1,301","1,807","1,614,705"
245,"2,382,766","2,382,766","1,060.2","1,356","1,597","1,789","1,604,875.2"
246,"2,382,767","2,382,767","635.2",857,"1,066","1,291","1,589,316.2"
247,"2,382,784","2,382,784","894.2","1,121","1,598","1,761","1,575,790.6"
248,"2,382,785","2,382,785","1,600.8","1,781","1,995","2,297","1,566,139.2"
249,"2,382,786","2,382,786","1,767.4","1,960","2,294","2,548","1,551,526.6"
250,"2,382,787","2,382,787","1,174","1,346","1,469","1,830","1,522,983"
251,"2,382,788","2,382,788","1,068.6","1,256","1,417","2,021","1,514,592.6"
252,"2,382,789","2,382,789",694,843,"1,334","1,864","1,495,084.2"
253,"2,382,790","2,382,790","1,130","1,395","1,469","1,604","1,473,620.8"
254,"2,382,791","2,382,791",835,"1,354","1,649","1,981","1,468,096.2"
255,"2,382,792","2,382,792","1,375.2","1,588","1,720","1,959","1,450,533.2"
256,"2,382,793","2,382,793","1,222.4","1,452","1,739","1,868","1,432,873.4"
257,"2,382,794","2,382,794","997.6","1,128","1,308","1,814","1,423,275.4"
258,"2,382,795","2,382,795","1,241.6","1,566","1,853","2,125","1,408,574.2"
259,"2,382,796","2,382,796","1,180.6","1,428","1,469","1,626","1,390,028.4"
260,"2,382,797","2,382,797","935.2","1,390","1,837","2,332","1,383,353.4"
261,"2,382,799","2,382,799","1,359.6","1,658","1,729","1,848","1,353,898"
262,"2,382,800","2,382,800","1,053.6","1,658","1,869","2,211","1,345,864.8"
263,"2,382,802","2,382,802","1,162.6","1,847","2,014","2,385","1,312,393.6"
264,"2,382,803","2,382,803","1,533.6","1,767","2,052","2,338","1,303,796.4"
265,"2,382,805","2,382,805","1,471.6","1,687","1,831","2,269","1,286,482.2"
266,"2,382,806","2,382,806","1,742","1,878","1,980","12,507","813,014"
267,"2,382,807","2,382,807",315,"1,015.5","1,185.5","2,016","793,478"
268,"2,382,808","2,382,808","1,343.6","1,531","1,885","2,169","1,245,657.2"
269,"2,382,820","2,382,820","1,160.2","1,358","1,741.5","2,142.5","1,004,261.3"
270,"2,382,826","2,382,826",988,"1,495","1,885","2,167","751,747"
271,"2,382,827","2,382,827","1,727.8","1,981.5","2,063","2,355","964,842.3"
272,"2,382,828","2,382,828","1,193","1,710","1,797","1,987.5","951,087.2"
273,"2,382,829","2,382,829","1,384","1,573.5","1,835.5","2,067","930,913"
274,"2,382,830","2,382,830","700.5",911,"996.5","1,366.5","923,373"
275,"2,382,831","2,382,831","1,565","1,824","2,190.5","2,512","901,639.7"
276,"2,382,835","2,382,835","1,663.8","1,828","2,152.5","2,576","890,857.4"
277,"2,382,836","2,382,836","1,400.3","1,824","2,065.5","2,166","874,267.7"
278,"2,382,837","2,382,837","1,491.5","1,638","1,728","1,825.5","855,455.2"
279,"2,382,838","2,382,838","1,650.3","1,774","1,884.5","1,957.5","841,692.2"
280,"2,382,839","2,382,839",320,"883.5","947.5","1,182","819,880.8"
281,"2,382,840","2,382,840","1,446.2","1,594.5","1,727.5","2,020","810,050.5"
282,"2,382,842","2,382,842","1,803.5","1,944","1,960","2,483.5","797,228.7"
283,"2,382,844","2,382,844","1,162.8","1,292","1,443.5","1,570.5","772,455.8"
284,"2,382,845","2,382,845","1,008.6","1,208.5","1,406.5","1,713.5","754,618.2"
285,"2,382,846","2,382,846","883.3","1,041","1,244","1,686.5","743,784"
286,"2,382,849","2,382,849","1,034","1,374","1,749","3,767","491,318"
287,"2,382,868","2,382,866",338,"1,014","1,169","1,736","472,527"
288,"2,382,869","2,382,869","1,248.1","1,419","1,758.5","1,957.5","702,666.5"
289,"2,382,870","2,382,870","916.2","1,194.5","1,235","1,622.5","678,829.2"
290,"2,382,872","2,382,872","1,478","1,705","17,518","30,212","31,273"
