height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
0,1,1,"8,483","192,339","290,072","590,527","751,096"
1,2,2,"1,067","189,165","281,734","582,978","742,389"
2,3,3,"1,238","185,440","275,438","578,337","736,023"
3,6,6,960,"91,108","219,894","523,155","679,673"
4,7,7,"1,565","29,590","142,745","448,265","602,483"
5,8,8,"1,238","1,848","62,741","368,207","522,300"
6,9,9,"1,279","1,976","2,492","255,524","408,192"
7,10,10,"1,720","2,104","3,385","207,488","358,764"
8,11,11,"1,423","2,283","4,056","161,724","312,311"
9,12,12,"1,262","1,742","3,102","107,191","256,920"
10,13,13,"1,603","1,913","4,862","22,051","172,202"
11,14,14,699,"2,698","4,082","6,898","66,402"
12,15,15,"1,131","1,365","3,690","5,280","8,050"
13,16,16,"4,067","6,502","7,540","9,396","11,623"
14,17,17,"5,947","6,309","9,292","11,348","22,495"
15,18,18,"1,421","1,694","4,460","8,653","10,702"
16,19,19,961,"1,280","6,791","7,658","11,915"
17,20,20,"2,709","8,077","9,577","12,572","17,547"
18,21,21,"7,915","13,732","14,509","22,805","41,637"
19,22,22,"1,237","1,673","4,649","7,726","19,681"
20,23,23,750,921,"2,104","5,193","13,827"
21,24,24,604,"1,009","2,782","8,181","14,224"
22,25,25,742,"1,158","2,027","5,965","12,717"
23,26,26,710,959,"1,477","6,374","22,166"
24,27,27,755,985,"1,772","7,271","23,052"
25,28,28,599,968,"1,365","3,308","8,793"
26,29,29,"1,084","1,460","1,614","3,080","18,633"
27,32,30,836,"1,050","1,852","4,910","10,433"
28,72,31,"1,038","1,169","1,888","4,863","7,642"
29,96,32,816,"1,015.5","1,679","3,330.5","13,187"
30,111,33,"1,117","4,662","5,380","7,319.5","20,859"
31,112,34,"1,160","1,430","1,718","3,322","8,356"
32,113,35,763,"2,751","3,700","5,472","12,090"
33,114,36,792,"1,175","2,872","7,659","18,119"
34,115,37,"1,028","1,492","2,502","3,357","9,455"
35,136,38,922,"8,332","9,280","15,298","29,272"
36,137,39,"1,305","3,201.5","4,250.5","6,965.5","36,603"
37,"1,521",40,730,"1,098.5","5,459","9,511.5","45,704"
38,"1,601",41,"1,443","11,241","12,484.5","21,558.5","99,006"
39,"4,097",42,594,"2,120.5","7,441.5","16,440","43,540"
40,"4,154",43,"1,072","5,140","6,790","18,969","68,774"
41,"10,360",44,572,"1,488","10,585","19,876","53,499"
42,"10,611",45,965,"12,776","19,721","26,001","165,593"
43,"20,311",46,"1,065","2,880","7,129.5","24,062","99,652"
44,"31,131",47,509,"4,314","16,177","81,452","131,357"
45,"31,767",48,992,"8,242","14,299.5","94,326","140,650"
46,"35,132",49,"1,119","17,935","28,084","52,366","124,941"
47,"44,149",50,"1,214","18,670","27,130.5","50,497.5","189,299"
48,"77,765",51,"1,525.7","9,911","20,844.5","53,119","172,626.3"
49,"89,325",52,524,"12,133","26,267.5","100,918","184,965"
50,"118,891",53,"577.3","7,467","30,950.5","135,622","188,046"
51,"121,307",54,631,"32,316","45,612","146,363","262,226"
52,"153,590",55,"1,116","14,150","68,490","189,762","337,305"
53,"187,205",56,"1,515","13,593","154,961","310,988","648,005"
54,"220,820",57,"1,718.5","29,976","171,669.5","354,641","675,003.4"
55,"254,436",58,"862.4","37,391","188,884","332,188","619,551.8"
56,"288,051",59,"1,211.3","108,526","234,062.5","382,091","651,462"
57,"321,666",60,911,"85,427","212,282","314,965","543,471"
58,"355,281",61,950,"43,126","184,118","292,806","527,463"
59,"388,897",62,"901.8","18,450.5","147,073","269,581","508,829.2"
60,"420,928","420,928","4,620","65,629","117,448","276,849","464,865"
61,"454,543","436,661","13,703","48,866.5","109,140","205,498","329,021.5"
62,"470,276","469,918","22,989","66,596","148,293","229,265","313,521"
63,"503,533","484,355","10,813","28,961","75,674","167,450","239,453"
64,"509,422","509,422","15,478.4","35,752","117,462","190,045","231,546"
65,"513,470","513,470","8,231","115,182","323,047","579,728","1,198,380"
66,"542,495","542,176","13,539","48,087","295,615","572,214","1,085,673"
67,"576,110","564,191","6,210.6","80,093","285,124","534,366","1,027,864"
68,"601,937","591,703","8,963","193,934","346,709.5","478,276","1,185,009"
69,"635,552","634,194","15,413.2","159,934","287,179","482,510","1,154,490.2"
70,"667,810","659,729","7,801","95,371","209,715","404,084","996,478"
71,"701,425","701,425","8,145","117,452.5","224,593","486,898.5","1,014,242"
72,"735,041","735,040","26,036","246,577","520,614","787,457","1,238,851.4"
73,"768,655","762,135","32,212.6","222,392","430,179","652,782","1,121,000.4"
74,"802,270","794,917","38,363","188,487","366,150","556,958","1,072,514"
75,"835,885","828,532","16,710","199,047","352,141","538,990","1,039,956"
76,"869,500","862,147","5,621","213,331","399,025","603,555","1,156,347"
77,"903,115","903,114","6,450","159,815","405,867","550,108","1,067,542"
78,"936,729","936,729","12,335","88,673","157,682","407,710","951,754"
79,"970,344","970,344","10,224","64,384","259,146.5","425,943","1,522,230.8"
80,"1,003,959","1,003,959","11,012","55,779.5","168,984","332,156","1,619,760.8"
81,"1,034,408","1,034,408","7,568","53,484","174,589","495,345","614,979"
82,"1,068,023","1,068,023","8,432.5","40,988","101,110","322,343","435,709.5"
83,"1,101,638","1,101,638","11,259","112,909","279,666.5","485,341","793,591.7"
84,"1,135,253","1,135,253","46,827","170,944","412,251","625,652.5","897,294"
85,"1,168,868","1,168,868","9,323","107,218","285,368.5","466,749","707,474"
86,"1,202,483","1,202,483","9,183","137,015","165,830","316,059","803,202"
87,"1,236,098","1,236,098","9,963","43,254","104,569.5","182,022","847,334"
88,"1,269,713","1,269,713","13,808.6","29,803","89,132.5","247,465.5","886,624"
89,"1,303,328","1,303,328","28,381","75,872","152,618","368,220","903,302"
90,"1,336,944","1,336,944","10,002.4","187,665","399,374","780,572","1,229,270.6"
91,"1,370,560","1,370,559","64,375","131,459","455,624","732,258","1,109,673"
