height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
0,1,1,"173,947.5","314,462","487,974.5","666,847.5","827,554"
1,2,2,"96,779.2","290,171","468,498","654,204","812,322"
2,3,3,"93,298.2","284,806","464,173","649,831","807,461.2"
3,4,4,"78,340","259,232","438,699","625,239","782,680.2"
4,7,7,"64,842.2","234,569","414,249","602,033","758,672.8"
5,8,8,"57,887.2","220,836","400,808","588,907","745,601.6"
6,9,9,"38,899","189,245","369,526","558,086","715,437.8"
7,10,10,"34,563.6","177,680","358,111","546,892","704,368.6"
8,11,11,"24,111.6","163,348","343,745","532,527","691,044.6"
9,12,12,"16,186","150,190","330,288","519,236","677,857"
10,13,13,"3,915","130,411","309,976","499,116","658,217.4"
11,14,14,"1,752.4","120,961","300,532","490,067","649,535.4"
12,15,15,"3,718.4","91,529","271,299","460,910","621,206.8"
13,16,16,"1,921.2","79,914","260,208","449,477","612,005.2"
14,17,17,"1,473.4","76,590","256,859","446,020","608,938.2"
15,18,18,"2,296.2","36,594","216,735","405,637","568,880.4"
16,19,19,"4,600.8","28,437","208,461","397,238","561,612"
17,20,20,"2,610.2","13,421","193,284","382,581","548,542.4"
18,21,21,"5,275.8","6,966","181,976","371,464","538,325.8"
19,22,22,"7,729.8","8,541","151,060","340,015","507,721.4"
20,23,23,"2,219.6","3,515","128,828","317,591","486,914"
21,24,24,"3,565","6,718","120,412","309,042","478,605.6"
22,25,25,"4,131.2","6,913","115,305","303,526","474,846.2"
23,26,26,"2,747.6","7,143","110,730","302,541","471,603.4"
24,27,27,"2,419.6","4,838","95,444","286,892","457,877.8"
25,28,28,"3,011","4,762","71,595","262,443","435,041.6"
26,29,29,"1,952","4,916","50,580","242,004","414,214.2"
27,30,30,"5,179","6,231","33,381","224,805","397,355.6"
28,31,31,"2,544","3,472","10,723","201,623","375,256.4"
29,32,32,"2,243.8","3,899","5,381","194,524","368,492.4"
30,33,33,"3,226.2","4,432","6,280","170,691","344,922.2"
31,34,34,"1,985.4","2,992","5,133","168,509","342,593"
32,35,35,"2,184.6","2,888","6,302","158,332","334,302.8"
33,36,36,"1,705.8","2,460","3,638","122,913","299,728.8"
34,37,37,"2,462.6","3,870","5,087","123,565","300,659.8"
35,38,38,"2,483.6","3,692","5,596","94,099","271,702.2"
