height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
95,"1,069,452","1,069,452","93,686","543,647","1,434,153","2,797,438","4,573,000"
96,"1,103,068","1,103,067","47,082","709,103","1,597,189","2,506,139","4,151,029"
97,"1,136,683","1,136,682","57,318","519,017","1,581,027","2,478,164","3,842,782.4"
98,"1,170,298","1,170,297","24,652.2","467,301","1,624,156","2,598,118","4,153,365.8"
99,"1,203,913","1,203,912","24,955","737,106","1,677,031","3,457,849","4,332,559"
100,"1,237,529","1,237,528","39,070","493,697","1,330,674","3,342,203","4,029,150"
101,"1,271,144","1,271,143","144,494","338,051","741,322","3,030,711","3,559,633"
102,"1,304,758","1,304,758","18,178","200,522","613,168","2,671,610","3,813,484"
103,"1,338,374","1,338,373","65,973","431,476","641,976","2,245,167","3,552,125"
104,"1,371,988","1,371,988","25,813","189,020","348,074","1,987,209","2,726,596"
105,"1,405,604","1,405,603","28,391","141,622","443,742","1,836,888","3,199,817"
106,"1,439,218","1,439,218","27,211","180,272","389,473","2,063,675","3,360,282"
107,"1,472,834","1,472,833","62,514","208,978","274,410","1,938,587","2,763,765"
108,"1,506,449","1,506,449","94,997","157,208","590,257","1,613,206","2,598,430"
109,"1,540,065","1,540,064","109,470","352,289","1,053,467.5","2,100,643","2,681,875"
110,"1,573,679","1,573,679","86,615","1,038,747","1,845,191","3,804,026","6,094,133"
111,"1,607,294","1,607,294","419,887","1,309,245","2,121,927","3,386,581","5,926,105.7"
112,"1,640,910","1,640,909","146,572.7","966,824","1,837,831","2,870,067","5,197,619"
113,"1,674,525","1,674,524","20,107","679,104","1,643,889","2,586,799","4,922,049"
114,"1,708,140","1,708,139","13,169","902,395","1,784,165","2,116,749","4,886,247"
115,"1,741,755","1,741,755","89,677","227,316.5","852,861.5","1,834,408","4,140,785.5"
116,"1,775,370","1,775,370","164,397.2","553,576","1,228,290","2,176,239","3,323,678"
117,"1,808,985","1,808,985","146,876.6","726,510","1,147,242","1,914,767","3,626,054.8"
118,"1,842,600","1,842,600","72,932","222,925","656,570","1,039,568","3,999,580.4"
119,"1,876,215","1,876,215","63,226","315,533","790,319","1,832,760","3,129,691"
120,"1,909,830","1,909,830","204,932","353,575","429,215","932,708","4,081,509"
121,"1,943,445","1,943,445","19,614","144,503","292,033","624,017","4,010,840"
122,"1,977,061","1,977,060","53,229","140,348","255,551","666,688","2,235,846"
123,"2,010,676","2,010,676","112,429","130,942","295,345","834,243.5","4,030,997.2"
124,"2,044,292","2,044,291","80,526","174,479","356,700","881,748","2,585,558"
125,"2,077,907","2,077,906","66,391","172,989.5","876,479","1,138,658","2,065,525"
126,"2,111,522","2,094,733","69,603","159,198","584,164","669,794","1,825,915"
127,"2,145,137","2,128,348","75,411","209,346","262,870","299,547","1,588,080"
128,"2,161,964","2,161,964","59,639","111,596","143,783.5","421,065","2,869,071"
129,"2,192,674","2,171,047","16,720","30,830","82,741","146,973","1,337,594"
130,"2,174,987","2,174,987","1,186","3,208","24,347","120,755","1,364,746"
131,"2,175,308","2,175,308","41,896","45,057","55,681","90,233","1,199,934"
132,"2,208,923","2,208,923","31,687","53,357","104,378.5","292,268","1,257,333"
133,"2,242,538","2,231,120","37,414","44,879","79,141","323,551","2,323,343"
134,"2,263,481","2,263,477","16,871","34,249","70,858","319,715","2,260,911"
135,"2,263,478","2,263,478","23,505","24,812","25,885","160,988","2,043,417"
136,"2,263,482","2,263,482","4,185","4,933","21,858","119,371","1,998,529"
137,"2,263,497","2,263,497","24,223","25,066","26,485","57,413","1,216,146"
138,"2,263,498","2,263,498","1,810","2,610","32,026","42,524","1,180,320"
139,"2,263,500","2,263,500","1,044","1,986","4,201","32,108","1,145,484"
140,"2,263,502","2,263,502","1,986","2,283","25,098","56,696","1,114,376"
141,"2,263,503","2,263,503","5,436","5,686","7,142","31,967","998,379"
142,"2,263,504","2,263,504","1,297","1,705","7,317","27,557","957,213"
143,"2,263,506","2,263,506","25,268","26,234","27,421","35,059","913,225"
144,"2,263,513","2,263,513","3,168","3,627","4,506","11,821","870,926"
145,"2,263,514","2,263,514","15,098","16,267","16,975","22,222","859,062"
146,"2,263,519","2,263,519","2,119","2,746","5,325","12,174","811,588"
147,"2,263,524","2,263,524",703,"1,694","11,052","36,581","739,256"
148,"2,263,527","2,263,527","14,941","15,656","17,059","22,160","663,317"
149,"2,263,529","2,263,529","6,215","6,855","7,769","10,062","563,278"
150,"2,263,530","2,263,530","2,107.6","2,387.5","3,367","6,441","700,026.5"
151,"2,263,533","2,263,533",508,"1,349","4,449.5","12,736","615,518.6"
152,"2,263,534","2,263,534","976.7","1,438","7,529","15,466.5","538,524.3"
153,"2,263,535","2,263,535","22,563.6","23,132.5","23,514","34,384","521,482.7"
154,"2,263,537","2,263,537","1,682","2,078","4,011","10,681","259,794"
155,"2,263,541","2,263,541","1,025","1,333","4,671","10,345","183,351"
156,"2,263,542","2,263,542","1,270","1,923","3,398","12,282","137,885"
157,"2,263,548","2,263,548","1,340.9","1,822","4,012","6,173","309,625.5"
158,"2,263,558","2,263,558","2,384.7","2,640.5","3,250.5","6,173.5","209,082.5"
159,"2,263,559","2,263,559","4,084.4","4,332","4,990.5","5,971","205,120.9"
160,"2,263,580","2,263,580","2,948.3","3,397.5","3,973","6,759","197,393.2"
161,"2,263,581","2,263,581","3,086.6","3,382","4,301.5","5,956.5","193,211.5"
162,"2,263,602","2,263,602","1,428.3","1,948","4,749","9,120","186,123.6"
163,"2,263,623","2,263,623","2,567","3,052","3,397","4,106","89,344"
164,"2,263,626","2,263,626",979,"1,819","7,336","9,051","12,176"
165,"2,263,627","2,263,627","1,475.2","1,686","3,236","5,302.5","166,752.1"
166,"2,263,646","2,263,646","1,672","2,498","2,941","3,733","155,611.9"
167,"2,263,667","2,263,667","2,472.3","3,290.5","3,573.5","4,418","151,885.3"
168,"2,263,668","2,263,668","1,535.7","1,822","6,681","12,023","150,708.2"
169,"2,263,669","2,263,669","9,902.2","10,211.5","11,244","14,930.5","154,636.6"
170,"2,263,690","2,263,690","2,330","2,408","2,696","3,796","4,443"
171,"2,263,711","2,263,711","1,876","2,182","2,435","3,748","7,438"
172,"2,263,715","2,263,715","2,153","2,350","2,724","3,261","4,117"
173,"2,263,733","2,263,733","2,879","2,941","3,240","5,346","7,835"
174,"2,263,745","2,263,745","1,201","2,032","2,864","3,838","7,973"
175,"2,263,755","2,263,755","1,900","2,112","2,389","3,882","5,523"
176,"2,263,776","2,263,776","3,340","4,015","4,316","6,796","8,655"
177,"2,263,797","2,263,797","1,513","1,648","1,871","4,127","7,132"
178,"2,263,800","2,263,800","6,171","6,259","6,943","8,216","9,870"
179,"2,263,819","2,263,819","1,569","1,932","2,295","3,602","4,292"
180,"2,263,840","2,263,840","3,026","3,574","4,016","4,614","5,650"
181,"2,263,854","2,263,854","7,225","7,692","8,444","9,904","12,533"
182,"2,263,862","2,263,862","6,086","6,217","6,908","8,879","12,882"
183,"2,263,883","2,263,883","1,089","1,777","2,453","3,418","4,442"
184,"2,263,904","2,263,904","1,595","1,923","2,320","4,450","7,909"
185,"2,263,905","2,263,905","1,950","2,436","2,708","3,184","4,109"
186,"2,263,926","2,263,926",721,"1,735","1,988","2,359","3,515"
187,"2,263,947","2,263,947","1,728","2,383","2,504","3,998","5,187"
188,"2,263,968","2,263,968","2,110","2,332","2,566","6,525","8,607"
189,"2,263,975","2,263,975","2,769","3,513","4,966","5,797","7,967"
190,"2,263,990","2,263,990","1,656","1,901","2,197","3,424","4,548"
191,"2,264,011","2,264,011","1,887","2,111","2,575","3,351","4,452"
192,"2,264,012","2,264,012","2,501","2,708","2,983","3,746","4,071"
193,"2,264,033","2,264,033","1,753","2,033","2,288","3,343","4,076"
194,"2,264,066","2,264,066","6,139","6,843","7,250","7,824","8,930"
195,"2,264,075","2,264,075","1,314","1,579","2,038","2,412","3,157"
196,"2,264,096","2,264,096","1,190","1,830","2,367","3,481","3,952"
197,"2,264,117","2,264,117","2,772","2,882","3,200","5,823","7,022"
198,"2,264,126","2,264,126","1,644","1,994","2,448","3,388","4,325"
199,"2,264,139","2,264,139","2,690","3,185","3,590","4,218","4,933"
200,"2,264,160","2,264,160","2,183","2,442","3,098","3,653","4,221"
201,"2,264,181","2,264,181","1,346","1,679","2,021","3,757","4,281"
202,"2,264,182","2,264,182","2,133","2,322","2,852","3,494","3,974"
203,"2,264,211","2,264,211","1,687","1,769","2,238","3,419","3,954"
204,"2,264,224","2,264,224","1,398","1,605","1,933","3,323","3,671"
205,"2,264,245","2,264,245","1,624","1,745","2,407","3,412","4,011"
206,"2,264,266","2,264,266","1,012","1,816","2,384","3,214","3,660"
207,"2,264,287","2,264,287",372,"1,233","1,722","2,717","4,195"
208,"2,264,308","2,264,308","2,090","2,306","2,954","4,170","8,261"
209,"2,264,309","2,264,309","1,281","1,350","1,910","2,689","3,656"
210,"2,264,330","2,264,330","2,145","2,704","3,046","3,500","4,231"
211,"2,264,351","2,264,351",937,"1,636","2,230","4,671","5,239"
212,"2,264,372","2,264,372","2,183","2,364","2,696","5,193","8,125"
213,"2,264,393","2,264,393","1,871","2,073","2,419","3,515","4,040"
214,"2,264,414","2,264,414","1,012","1,295","1,603","3,998","5,127"
215,"2,264,416","2,264,416","5,603","6,268","6,494","7,447","8,139"
216,"2,264,436","2,264,436","1,216","1,411","1,600","3,267","3,839"
217,"2,264,457","2,264,457","1,565","1,777","2,277","2,915","3,648"
218,"2,264,473","2,264,473","2,240","2,941","3,239","4,222","4,562"
219,"2,264,487","2,264,487","2,127","2,358","3,245.5","5,175","106,614"
220,"2,264,500","2,264,500",646,"1,394","2,540","3,371","49,976"
221,"2,264,521","2,264,521","1,790","2,331","2,679","3,202","6,294"
222,"2,264,542","2,264,542","1,603","1,911","2,313","3,697","75,802"
223,"2,264,563","2,264,563","1,390","2,118","2,979","4,384","61,298"
224,"2,264,575","2,264,570","1,205","1,895","2,578","3,937","4,355"
225,"2,264,585","2,264,585","1,623","1,845","2,347","3,457","4,378"
226,"2,264,606","2,264,606",765,"1,554","2,343","3,707","4,836"
227,"2,264,626","2,264,626","2,117","2,486","2,842","3,663","4,548"
228,"2,264,639","2,264,639","1,115","1,902","2,377","3,748","5,609"
229,"2,264,649","2,264,649","1,737","2,248","2,424","3,425","3,767"
230,"2,264,670","2,264,670","1,872","2,147","2,458","3,432","3,836"
231,"2,264,691","2,264,691","1,829","1,971","2,545","3,698","4,296"
232,"2,264,712","2,264,712","1,626","1,991","2,325","4,559","9,072"
233,"2,264,727","2,264,727","1,766","2,249","2,679","3,957","4,658"
234,"2,264,738","2,264,738","4,855","5,553","5,779","7,468","7,882"
235,"2,264,755","2,264,755","2,249","2,410","3,029","3,765","4,279"
236,"2,264,783","2,264,783","2,032","2,360","2,731","4,229","4,909"
237,"2,264,790","2,264,790","1,693","2,115","2,429","3,002","3,938"
238,"2,264,813","2,264,813","1,880","2,023","2,610","4,519","6,240"
239,"2,264,819","2,264,819","1,595","1,733","3,162","177,886","180,010.4"
240,"2,264,840","2,264,840","1,627","2,108","2,983","75,339","78,150"
241,"2,264,856","2,264,856","3,727","3,798","4,734","7,130","8,244"
242,"2,264,858","2,264,858",729,"1,498","2,082","2,815","3,982"
243,"2,264,883","2,264,883","1,400","1,781","2,472.5","4,567","8,279"
244,"2,264,904","2,264,904",769,"1,497","1,968","8,619","15,302"
245,"2,264,905","2,264,905","1,701","1,967","2,350.5","2,860","3,687"
246,"2,264,926","2,264,926",994,"1,678","2,316.5","3,232","4,356"
247,"2,264,947","2,264,947","1,445","1,752","2,985","6,243","8,039"
248,"2,264,956","2,264,956","1,916","2,332","2,731","3,753","4,306"
249,"2,264,986","2,264,986","1,323","1,592","2,293","3,930","6,119"
250,"2,265,001","2,265,001",998,"2,008","2,195","4,212","6,069"
251,"2,265,011","2,265,011","1,301","1,643","1,753","3,195","3,710"
252,"2,265,032","2,265,032",772,"1,581","1,716","3,220","3,646"
253,"2,265,053","2,265,053","1,786","1,875","2,582","3,280","3,799"
254,"2,265,054","2,265,054",971,"1,209","1,545","2,307","3,101"
255,"2,265,081","2,265,081","1,390","2,204","2,459","4,226","4,877"
256,"2,265,096","2,265,096","4,322","4,450","5,033","6,588","8,198"
257,"2,265,117","2,265,117","4,911","5,212","5,706","6,381","6,854"
258,"2,265,138","2,265,138","1,465","1,567","1,967","3,527","4,422"
259,"2,265,159","2,265,159","1,738","1,858","2,167","2,576","3,218"
260,"2,265,166","2,265,166","1,838","2,285","2,769","4,716","5,370"
261,"2,265,189","2,265,189","1,666","2,449","3,048","4,457","6,323"
262,"2,265,202","2,265,202","2,149","2,293","3,100","4,181","6,659"
263,"2,265,223","2,265,223",493,"1,350","1,700","3,119","3,452"
264,"2,265,244","2,265,244","2,011","2,303","2,414","4,059","5,136"
265,"2,265,265","2,265,265","1,129","1,828","2,279","4,248","6,251"
266,"2,265,279","2,265,279","1,236","1,384","2,031","2,793","3,642"
267,"2,265,287","2,265,287","2,238","2,513","3,031","5,194","7,236"
268,"2,265,308","2,265,308","1,709","1,908","2,479","3,334","4,358"
269,"2,265,309","2,265,309","2,026","2,159","2,671","4,009","4,474"
270,"2,265,350","2,265,350","2,409","2,591","3,362","4,790","5,500"
271,"2,265,371","2,265,371","1,276","1,443","1,784","2,930","3,933"
272,"2,265,384","2,265,384",530,"1,215","1,721","2,802","3,441"
273,"2,265,393","2,265,393","1,619","1,698","1,898","3,108","3,764"
274,"2,265,414","2,265,414",771,"1,583","1,827","2,998","3,789"
275,"2,265,435","2,265,435","1,186","1,832","2,086","3,550","4,259"
276,"2,265,456","2,265,456","4,946","5,506","5,753","6,238","7,701"
277,"2,265,477","2,265,477","2,266","2,414","2,849","4,065","5,651"
278,"2,265,489","2,265,489","1,457","1,783","2,392","4,486","5,910"
279,"2,265,499","2,265,499","2,141","2,249","2,661","3,571","4,098"
280,"2,265,520","2,265,520","2,367","2,603","3,227","3,869","5,143"
281,"2,265,541","2,265,541","1,680","2,401","8,178","132,817","134,095.2"
282,"2,265,562","2,265,562","1,426.4","2,008","4,922","51,153","55,332.4"
283,"2,265,583","2,265,583","4,073","4,423","4,782","7,009","10,775"
284,"2,265,595","2,265,595","1,340","1,579","2,205","2,779","4,029"
285,"2,265,616","2,265,605","3,598","4,092","4,745","6,706","7,899"
286,"2,265,626","2,265,626","1,929","2,151.5","2,847.5","4,444.5","5,510"
287,"2,265,638","2,265,638","2,233","2,562","2,952","3,859","4,525"
288,"2,265,668","2,265,668","1,926","2,365","2,733.5","4,342","4,837"
289,"2,265,689","2,265,689","2,007","2,173.5","2,528","4,693.5","10,681"
290,"2,265,709","2,265,709","2,253","2,457","2,790","4,154","4,904"
291,"2,265,711","2,265,711","2,034","2,805","132,024.5","207,650","211,052"
292,"2,265,739","2,265,738","1,208.4","4,311","50,990","122,626","126,138"
293,"2,265,753","2,265,753","1,276","1,745","5,524","80,700","86,069"
294,"2,265,774","2,265,774","2,018","3,667.5","3,955","8,784.5","10,358"
295,"2,265,795","2,265,795","1,571","1,856","2,171","3,656","4,756"
296,"2,265,809","2,265,809","3,580","4,343","4,809","5,825","7,427"
297,"2,265,828","2,265,828","1,247","2,066.5","2,456","5,921","9,752"
298,"2,265,838","2,265,838",888,"1,675","2,020","3,265","3,963"
299,"2,265,859","2,265,859","1,657","2,048","2,653","3,646","121,387"
300,"2,265,880","2,265,880",536,"1,879","2,265","3,595","42,698"
