height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
92,11979,11979,1186,1868,2418,8660,"11398.299999999996"
93,16194,16194,"1068.7",2011,"2935.5",8973,"31969.89999999991"
94,29710,29710,"2823.7",6191,"7956.5",19872,"49436.59999999992"
95,35125,35125,"2855.3",3227,4200,22671,"55582.79999999999"
96,37089,37089,"1914.8",2005,2514,21645,"74143.59999999993"
97,59338,59338,"5063.6",10347,13716,23746,"72261.19999999987"
98,62240,62240,"1274.8000000000002",2791,3674,15735,"55971.19999999984"
99,66344,66344,"2989.4",3345,"4539.5",12650,"958612.0999999944"
100,70916,70916,"1836.2",3821,"6232.5",19725,"977872.0999999944"
101,108669,108669,"8086.800000000001",24988,29314,387555,"1252738.9999999988"
102,180382,162695,48733,71088,"81720.5",501706,763222
103,297180,194156,4312,56945,135324,"483828.5",1071799
104,344076,344076,24752,"177782.5",219994,358684,"885013.7999999995"
105,400028,400028,14142,"63760.5","93160.5",139262,1759891
106,414383,414383,"26154.600000000006",76451,100017,188279,1740938
107,417973,417973,"18519.300000000003",56877,"75712.5",162604,1730780
108,436617,436617,16554,60565,91996,245164,1613420
109,561601,482927,51779,135274,472542,754145,1384112
110,597755,512639,32876,82827,498586,791454,1197708
111,614997,536572,"20903.7","145141.5","238092.5","540155.5","953222.3999999997"
112,620077,620077,56100,390724,778668,1108239,2065429
113,754560,726932,45778,"120202.5",225862,473955,"1315677.0999999994"
114,889043,861415,"52011.200000000026",120728,311907,922152,"2267983.399999996"
115,981462,973200,"39295.700000000004","136376.5",243428,807486,"2351895.6999999946"
116,1100438,1100438,57149,191006,269097,949637,3816154
117,1234921,1234921,39189,147539,187126,256413,3049496
118,1369403,1369403,"116934.9",133006,208841,1525518,"3812338.6000000034"
119,1503887,1503886,60912,154306,603154,1323386,2989250
120,1638369,1625386,35153,154678,"485348.5","1367039.5",3082517
121,1759870,1629947,20812,204140,628100,"1445246.5",4011091
122,1764430,1693411,59995,274231,753156,1599936,3962262
123,1821256,1821256,"144990.2",311627,1008891,1546088,"3807677.7999999984"
124,1821487,1821487,146409,361902,1020139,1641330,"3841617.1999999983"
125,1845927,1845927,"95498.40000000001",352637,977383,1614198,"3817450.7999999984"
126,1904652,1807193,"25149.200000000004",257791,844571,2090044,"3598308.9999999963"
127,1935686,1935686,"49621.40000000001",215354,768768,1434226,"3684617.7999999984"
128,2020061,2020061,"83545.4",157366,766097,1333184,"3588789.5999999987"
129,2154544,2107009,"34814.4",216059,315907,980619,"3436458.7999999984"
130,2210829,2210829,"84764.20000000001",193527,565635,1182279,"3376295.1999999983"
131,2256703,2234165,25875,71864,246767,674710,"3207531.999999998"
132,2286668,2286668,"9356.5",55058,309569,"1046961.5","3205206.5"
133,2294381,2294381,"6431.100000000001",58721,"364335.5",1002320,"2975718.799999997"
134,2382666,2370534,"15591.4",36483,336527,1111565,"2864866.799999997"
135,2382667,2222572,5613,9926,323524,"1135792.5",3046942
136,2382668,2222574,582,"868.5","299288.5","1113475.5",3029632
137,2382670,2382670,273,12379,"34970.5","862465.5",2442111
138,2382671,2278330,691,953,10062,835073,2423454
139,2382672,2382672,"990.8",1104,225121,1160111,"3130300.6000000015"
140,2382673,2382673,"350.2",453,223153,1159848,"3129371.000000002"
141,2382674,2382674,"268.60000000000014",882,225825,1164218,"3137942.2000000016"
142,2382675,2382675,"222.20000000000002",412,224891,1165213,"3137734.8000000017"
143,2382676,2382676,"1040.8",1082,211607,1150003,"3125816.2000000016"
144,2382677,2382677,"697.2",898,213190,1155250,"3129321.400000002"
145,2382678,2382678,"1008.8000000000001",1187,146063,1091330,"3066577.8000000017"
146,2382679,2382679,"928.8000000000001",1166,132754,1083690,"3054459.8000000017"
147,2382680,2382680,"235.60000000000002",421,134533,1089187,"3058101.000000002"
148,2382681,2278342,6611,6843,7157,"791696.5",2773314
149,2382682,2278343,"9868.5","10009.5",10300,20253,"1799073.5"
150,2382684,2278344,606,688,"909.5",4796,620918
151,2382685,2278345,1079,7490,7631,10868,604173
152,2382686,2278346,"940.2","1296.5",1344,7098,"715375.9999999932"
153,2382687,2278347,"433.7",478,"646.5",10148,"955484.2999999966"
154,2382688,2382688,"727.4000000000001",996,1239,7258,"1304716.0000000019"
155,2382692,2382692,"615.2",808,879,6810,"1284077.2000000016"
156,2382694,2382694,"905.4000000000001",1044,1172,9063,"1277156.4000000018"
157,2382696,2382696,7003,7277,7475,11083,"1211853.8000000017"
158,2382697,2382697,"276.8",448,511,6569,"1208179.4000000018"
159,2382698,2382698,"639.2",831,875,5276,"1181581.6000000017"
160,2382699,2382699,173,356,440,"5825.5","1056150.5"
161,2382708,2382705,"5526.5",6752,6969,10662,1059236
162,2382710,2382710,"204.20000000000007",818,877,7059,"1169993.0000000016"
163,2382711,2382711,"1020.5","1193.5","1344.5","10615.5",1055639
164,2382712,2382712,522,"695.5","888.5","13795.5",1060595
165,2382713,2382713,817,909,11686,45259,483032
166,2382714,2382714,535,3105,"10297.5",39316,484962
167,2382715,2382715,3663,3968,4248,14394,"924202.1999999983"
168,2382716,2382716,494,"699.5","947.5",11551,"1039270.5"
169,2382717,2382717,"1119.5","1345.5",1479,7318,1037004
170,2382718,2382718,487,"523.5",617,10109,"1031543.5"
171,2382719,2382719,3776,"4004.5",4195,14558,"1036765.5"
172,2382720,2382720,"771.8",995,1084,12646,452481
173,2382722,2382722,762,951,1106,6997,428673
174,2382725,2382725,"375.00000000000017",968,997,7817,427963
175,2382726,2382726,"288.20000000000005",432,633,5508,420214
176,2382727,2382727,"881.2",1020,3115,11463,421903
177,2382728,2382728,"3186.7000000000007",4620,4909,11603,420707
178,2382729,2382729,"1032.5",1236,1286,8376,412547
179,2382731,2382730,"5803.5","7531.5","7786.5",12857,404319
180,2382733,2382733,3645,3965,4197,10039,383902
181,2382734,2382734,660,870,1088,6160,359535
182,2382748,2382748,"957.6",1133,1289,6103,302677
183,2382751,2382751,261,"440.5",582,"5540.5",301795
184,2382757,2382755,314,"504.5",856,13739,277261
185,2382772,2382772,"294.5","485.5",534,6733,243590
186,2382773,2382773,"3660.8",3789,4017,8676,237326
187,2382779,2382774,351,375,"458.5","8981.5",192090
188,2382796,2382796,"568.2",724,752,9910,168122
189,2382817,2382817,13408,13624,"23181.5",103415,106123
190,2382858,2382858,620,2506,"9873.5",18449,25964
191,2382859,2382859,"250.8",424,492,5366,10976
192,2382860,2382860,"504.4000000000001",668,911,5341,6924
193,2382881,2382881,7539,7766,7982,10707,"11462.6"
194,2382882,2382882,9071,9293,9470,12126,"13395.000000000002"
195,2382889,2382889,"468.20000000000005",643,825,8195,"11643.400000000005"
196,2382904,2382904,4996,5105,5359,9814,11933
197,2382945,2382945,2873,3178,3295,7106,8964
198,2382946,2382946,"4602.8",4819,5120,10451,20251
199,2382967,2382967,"691.2",819,870,5384,"8017.000000000001"
200,2382993,2382993,"740.4",807,904,5849,7327
201,2382995,2382995,"173.60000000000002",391,641,4995,"11155.400000000012"
202,2383010,2383010,"3901.6000000000004",4151,4223,7397,9569
203,2383014,2383014,"170.80000000000004",376,617,3714,4189
204,2383032,2383032,"188.20000000000002",322,451,4809,190517
205,2383033,2383033,"706.6",875,928,7905,177988
206,2383074,2383074,1026,1136,1199,5835,9757
207,2383095,2383095,"414.80000000000007",582,673,5169,"6974.000000000003"
208,2383096,2383096,3653,3988,4181,7731,"8476.800000000001"
209,2383117,2383117,2904,3033,3263,6424,"7057.200000000001"
210,2383118,2383118,"183.60000000000002",373,597,2941,4186
211,2383119,2383119,4486,4737,5059,7373,"8120.2"
