height,"Max tx","Min tx","5th percentile of propagation(ms)","25th percentile of propagation(ms)","50th percentile of propagation(ms)","75th percentile of propagation(ms)","95th percentile of propagation(ms)"
57,60,60,"1762.6000000000001",2818,4405,8620,"23171.799999999996"
58,61,61,"1382.6",2380,4972,10686,"22523.799999999996"
59,62,62,"2266.6",3202,6641,14822,"32288.999999999964"
60,81,81,1894,2831,3436,11222,39578
61,105,98,2252,3392,4746,9569,24193
62,106,106,"2493.8",6033,11565,18758,"23012.59999999999"
63,107,107,"2246.2",5087,12365,18171,"22635.799999999992"
64,109,109,"5103.8",7142,9994,10903,"36217.19999999998"
65,120,117,2173,3362,5662,17335,26457
66,121,121,1074,1898,2620,7301,21420
67,122,122,"1578.6000000000004","2046.5",4259,"10720.5","21508.09999999999"
68,124,124,1645,2493,3519,9742,14317
69,126,126,"1692.9",3534,"4396.5","8876.5","27821.699999999943"
70,127,127,"1002.1000000000001",2052,3490,9774,"31594.899999999994"
71,128,128,1925,2595,5145,16816,35743
72,130,130,1309,2569,6946,14349,27189
73,136,136,"1860.5000000000002",3616,"5671.5",13777,"43230.29999999983"
74,144,139,"7851.1",9623,"12994.5",17938,"41370.09999999992"
75,147,147,6325,7487,8291,12095,"28667.799999999974"
76,159,159,"1763.4",3642,6157,9284,"25999.39999999998"
77,160,160,"2168.2000000000003",3030,5321,9743,"23945.59999999997"
78,161,161,1698,2741,3396,5702,"13852.799999999985"
79,162,162,"4564.4",5774,7436,9387,"13406.999999999996"
80,163,163,1670,2598,3887,4786,9160
81,164,164,"2904.4",3853,5435,8530,"15219.5"
82,165,165,"3760.8000000000006",4931,7039,9748,"22758.599999999915"
83,166,166,"1822.9",2622,"3115.5",4716,"16447.799999999937"
84,167,167,"1993.4",3048,4415,5747,"16368.399999999983"
85,168,168,"1663.4",2434,3780,6207,"19523.59999999999"
86,169,169,"1051.6",2048,3297,7954,9487
87,170,170,"2037.6",2414,3535,4467,"9751.399999999989"
88,171,171,4012,5382,38603,43061,52776
89,172,172,2582,4357,19273,24621,35263
90,173,173,2167,4988,7291,"13119.5",33826
91,174,174,"928.6000000000001",3865,5387,16012,"38637.6"
92,185,185,"1968.7000000000003","3313.5","4413.5",7219,"31351.69999999988"
93,187,186,3151,5048,"11718.5","23088.5",53705
94,192,188,3657,4962,6907,13300,41684
95,197,197,6159,7804,15119,67380,72969
96,199,199,3708,5394,6513,36895,51433
97,208,208,"3580.2000000000003",6731,8457,13167,"36641.59999999997"
98,299,299,5492,7355,13950,20312,104052
99,481,368,4453,6447,10108,41400,109905
100,746,701,"5395.900000000001","14118.5","19882.5",45863,"104754.19999999965"
101,949,934,"11472.7",16020,"24844.5",38583,"100478.10000000018"
102,1208,1171,2891,"9453.5","11821.5","21180.5",123938
103,1449,1446,1993,6307,8558,13816,"159921.19999999952"
104,1805,1671,"5601.200000000001",7811,8448,10564,"242915.59999999977"
105,1845,1700,"3015.6000000000004",4647,"5835.5",14165,"276227.8999999998"
106,2004,2004,5568,9634,13945,60371,292500
107,2320,2256,8197,10571,15162,25532,254449
108,2541,2541,"4644.3",8378,12254,28962,"272046.8999999998"
109,3897,3693,"11191.599999999999",17320,22552,36465,"371665.7999999998"
110,4380,3694,6114,9225,16774,39175,238290
111,5122,4947,12648,18904,22121,45895,261320
112,6835,6239,"5302.300000000001",8256,14886,22853,"282145.7999999996"
113,7212,7212,"5702.8",10211,14817,24412,"282036.7999999998"
114,8200,8200,9768,14533,17886,21340,"268829.3999999998"
115,9576,9576,"7073.800000000001","10782.5",15055,46186,"254972.39999999938"
116,10475,9742,"14821.2","18399.5","20599.5","35005.5","226867.0999999994"
117,12933,12933,"8409.5",16642,23838,45156,"209185.59999999974"
118,13674,13556,"4534.200000000001",9431,15571,41240,"195125.69999999972"
119,14856,14856,"11458.4",17765,20411,28802,"226164.59999999995"
120,16133,16133,"10302.6",17165,22295,47416,"211928.59999999995"
121,22322,22322,"15557.500000000002",22264,27014,60692,"158409.09999999992"
122,24108,22755,8514,16344,26541,87810,133586
123,23352,22783,"6432.900000000001","13696.5",19776,50238,"84733.39999999995"
124,46792,46792,"43374.600000000006",53276,59719,90364,"163999.79999999993"
125,59150,47065,"33703.8",40170,"61368.5",172176,199676
126,72134,66126,"17678.2",37117,52120,126966,"178803.79999999993"
127,87058,72175,26631,44370,62872,113495,182859
128,102011,92433,18875,40327,49308,104553,"173947.7999999999"
129,117300,99517,26825,45147,123528,204245,288441
130,129884,117637,"15803.699999999999","31197.5","105064.5","186706.5","254858.19999999995"
131,138105,134457,19342,52174,"99215.5",169010,212880
132,169580,150756,"17851.200000000004",55076,85311,131931,"172889.19999999972"
133,176530,167149,18345,27905,66410,93505,147530
134,190489,183972,4863,19574,58967,80367,113582
135,199402,194857,4441,8622,28965,49029,178006
136,203321,203321,15198,23644,40151,60368,191515
137,221880,207880,7912,26542,34383,67173,176484
138,225918,225918,19332,31421,42882,88789,1587313
139,258888,229194,12235,16937,53644,118707,1640807
140,265675,262878,4394,10548,54476,186690,1613220
141,266064,266064,39763,53188,134303,544486,1548206
142,279666,272015,24917,89737,128189,399023,1380708
143,286251,286251,80016,180191,258161,460464,1315401
144,319866,311296,10560,112965,262030,393802,1222195
145,344911,344911,43390,121298,182927,280613,1089041
146,373495,373495,"66180.20000000001",157187,332611,449156,"1400129.7999999926"
147,407111,407110,19952,66692,132100,232230,866229
148,437978,437978,33305,76686,158138,239703,801793
149,471593,471593,"62791.59999999999",93459,221037,516493,"841624.6000000013"
150,505209,505208,30198,120711,181662,398926,855990
151,538825,538823,11271,113774,181184,389573,958659
152,572440,572440,9484,68656,159533,308081,838142
153,606055,606055,40631,115839,133509,421165,"679319.2000000004"
154,639671,639671,60224,134636,192727,443633,926230
155,673287,673286,13968,126637,278782,538276,968939
156,706903,706902,"11031.800000000001",94904,337425,754963,1094204
157,740518,740518,59059,"110198.5",628674,1032671,2430260
158,774134,774133,9971,"237206.5",660397,"1336760.5",2714653
159,807749,807748,12515,183052,544430,1099234,2517129
160,841363,841363,10587,85291,298175,996708,2423668
161,874979,874978,"13975.5",188995,"722103.5",1383765,2640925
162,908594,908594,11363,374230,828944,1369776,2595485
163,942209,942209,"10987.400000000001",75049,695305,1500306,"2522005.7999999956"
164,975824,975824,9835,188097,669076,1372656,2196892
165,1009439,1009439,8232,91679,546403,1366976,2070898
166,1043054,1043054,9173,102592,136239,1044773,1575252
167,1076670,1076669,9321,102405,149210,948445,1543902
168,1110285,1110284,"10385.6",77912,"89131.5",763723,"1621678.2999999917"
169,1143900,1143900,"44935.40000000001",58302,94308,763906,"1724221.5999999936"
170,1177515,1177515,13541,60639,100064,897809,1414224
171,1211130,1211130,10311,62776,"116098.5",920159,1488757
172,1244745,1244745,8248,52233,93552,839048,1330763
173,1278360,1278360,8765,99135,"112365.5",367726,1337019
174,1311975,1311975,"8586.2",56984,"73243.5","265384.5","1301385.2999999942"
175,1345590,1345590,67520,110381,"134740.5",592229,1458671
176,1379205,1379205,8822,"55984.5","108304.5",300179,2108553
177,1412820,1412820,10540,74595,"84862.5",118260,1104509
178,1446435,1446435,14643,71984,"105486.5","636565.5",2160842
179,1480050,1480050,9665,69473,104677,801422,2301277
180,1513665,1513665,8207,44953,88705,754716,2973575
181,1547280,1547280,8790,68041,"91674.5","837651.5",2832697
182,1580895,1580895,10512,68710,90590,140561,2643265
183,1614510,1614510,9130,87481,105936,285898,2491283
184,1648125,1648125,8809,52682,"86221.5",384455,2328713
185,1681740,1681740,8689,59199,107988,389985,2231330
186,1715356,1715355,7550,46893,83435,454328,2356342
187,1748971,1748971,9141,56389,78880,396627,2411300
188,1782586,1782586,6866,47592,74678,354724,2338045
189,1816201,1816201,8923,71813,119950,"560815.5",2466861
190,1849816,1849815,9012,79496,"198456.5",1114470,2397002
191,1883431,1883430,9646,46642,83219,432941,2289123
192,1917045,1917045,7599,76956,"278417.5",764035,1329702
193,1950661,1950660,11354,68376,"242141.5","689383.5",1353473
194,1984276,1984276,"9158.4",141950,343139,557640,1404662
195,2017891,2017891,10195,51348,150294,481041,1249097
196,2051507,2051506,5753,45722,166024,586242,1308855
197,2085121,2085121,7355,39782,"105024.5","374969.5",1240318
198,2118738,2118738,24256,51488,"204678.5",378753,824323
199,2152354,2152353,7883,40757,151995,325579,750857
200,2185969,2185968,11071,86056,281706,362685,685882
201,2219584,2219584,"13992.100000000002",31446,"143793.5",204842,"635207.899999999"
202,2253200,2253200,8434,56465,129334,189653,854141
203,2286816,2286816,"11757.400000000001",19050,"59105.5",150493,764394
204,2315257,2315257,12182,20130,61911,72245,"500075.9999999968"
205,2317380,2317376,2837,14248,23152,33119,"461127.1999999968"
206,2317383,2317383,"4832.700000000001",7558,12604,65317,668482
207,2317390,2317390,"2371.2000000000003",3384,5343,59140,660465
208,2317424,2317424,"2362.7000000000003",2780,6155,55273,655758
209,2317425,2317425,"4726.9000000000015",6434,11732,178547,637832
210,2321224,2317434,"680.2000000000002","6320.5",55170,"157823.5","580476.699999997"
211,2330084,2321226,1608,3786,"51779.5",91691,544011
212,2354841,2354841,24018,34428,62669,"140092.5",533954
213,2368874,2368874,3174,8105,11293,39112,434699
214,2368876,2368876,"1406.8000000000002",2657,"3347.5",10250,405296
215,2368877,2368877,"2003.2",2717,3362,8300,400089
216,2368878,2368878,"1052.2",1609,2545,6580,396343
217,2368879,2368879,"1574.9",1943,"2186.5",7632,396515
218,2368880,2368880,"1643.1000000000001",2064,2959,7757,395100
219,2368882,2368882,"1569.5000000000002",2014,2784,4764,390435
220,2368883,2368883,"2567.2000000000003",3095,"3478.5",4244,386772
221,2368884,2368884,"868.6",1272,"1495.5",1893,362208
222,2368885,2368885,"808.7",1107,"1334.5",1662,347012
223,2368886,2368886,"895.4000000000001",1437,1646,2340,330407
224,2368887,2368887,1082,1755,"2071.5",2484,328058
225,2368898,2368898,"1019.9000000000001",1408,2016,3010,296515
226,2368906,2368906,"1596.9",2395,3041,3746,274025
227,2368907,2368907,"1160.0000000000002",1615,"1766.5",2084,254386
228,2368908,2368908,"1332.9",1660,"1802.5",2104,250697
229,2368909,2368909,"932.8000000000002",1222,1573,1789,242299
230,2368911,2368911,"1637.3000000000002",1995,"2321.5",2874,227331
231,2368914,2368914,"1636.1000000000001",2215,"2404.5",2570,211841
232,2368915,2368915,"1504.4",1769,2204,2421,209534
233,2368916,2368916,"1177.8000000000002",1547,1678,1897,190244
234,2368917,2368917,"1039.2",1383,1552,1931,176737
235,2368918,2368918,"822.6000000000001",1138,"1626.5",1782,154101
236,2368919,2368919,"1061.4",1734,"2367.5",2929,138489
237,2368920,2368920,"623.0000000000001",952,1261,1411,128977
238,2368931,2368931,"1729.3000000000002",2068,2229,2689,117479
239,2368939,2368939,"7980.4",8298,8473,8654,101930
240,2368940,2368940,"1296.8",1683,1742,1914,82215
241,2368941,2368941,"791.3000000000001",1588,1852,1974,64603
242,2368945,2368945,"1003.6000000000001",1402,1485,1613,49988
243,2368954,2368954,"1794.2000000000003",2202,"2511.5",2689,37293
244,2368966,2368966,"1660.1000000000001",2009,"2398.5",2861,10957
245,2368967,2368967,2056,2360,"2549.5",2707,3103
246,2368968,2368968,"1799.4",2096,"2274.5",2599,"2813.7999999999997"
247,2368969,2368969,1097,1700,"2364.5",2426,"2704.8999999999987"
248,2368972,2368972,"1129.8000000000002",1786,1908,2105,"2575.199999999999"
249,2368973,2368973,"1013.5000000000001",1245,"1365.5",1872,"2064.4999999999995"
250,2368974,2368974,1530,1820,2002,2407,"2481.1"
251,2368975,2368975,"1697.1000000000001",2014,"2395.5",2544,"2905.699999999999"
252,2368976,2368976,"1046.4",1367,"1519.5",1590,"1940.5999999999995"
253,2368992,2368992,"1451.5",2189,2659,2817,"3643.199999999997"
254,2368995,2368995,"1401.2000000000003",1749,"2175.5",2379,2676
255,2368996,2368996,"1666.3000000000002",2163,2578,3367,"3596.0999999999995"
256,2368998,2368998,"1405.3000000000002",1696,2142,2568,"2903.5"
257,2368999,2368999,"8839.6",9148,9345,9457,"25543.399999999994"
258,2369002,2369002,"1331.7","2074.5",2139,"2323.5","2688.199999999999"
